Year,Sexua,Trebetasun informatikoa,Adina,Lurraldea,Units,Value
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,57.41
2021,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,58.89
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,23.57
2021,2.0,,25tik 74ra,Gipuzkoa,Ehunekoa,72.0
2021,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,56.33
2021,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,39.4
2021,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,38.74
2021,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,2.09
2021,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,55.33
2021,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,57.31
2021,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,20.3
2021,2.0,,25tik 74ra,Bizkaia,Ehunekoa,69.98
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,57.2
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,42.31
2022,,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,42.23
2022,,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,5.26
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,52.11
2022,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,54.02
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,23.02
2022,,,16tik 74ra,,Ehunekoa,68.79
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,56.74
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,43.54
2022,,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,44.9
2022,,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,4.73
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,52.54
2022,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,53.04
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,23.59
2022,,,16tik 74ra,Araba/Álava,Ehunekoa,68.32
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,58.29
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,42.32
2022,,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,43.22
2022,,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,5.69
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,51.64
2022,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,53.61
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,23.66
2022,,,16tik 74ra,Gipuzkoa,Ehunekoa,69.41
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,56.66
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,41.94
2022,,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,40.86
2022,,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,5.14
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,52.27
2022,,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,54.54
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,22.47
2022,,,16tik 74ra,Bizkaia,Ehunekoa,68.54
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,87.44
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,81.29
2022,,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,68.34
2022,,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,11.04
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,78.1
2022,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,81.06
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,36.68
2022,,,16tik 24ra,,Ehunekoa,95.52
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,82.61
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,83.68
2022,,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,74.63
2022,,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,11.05
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,81.74
2022,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,79.48
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,40.3
2022,,,16tik 24ra,Araba/Álava,Ehunekoa,94.58
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,88.44
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,78.19
2022,,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,64.64
2022,,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,10.53
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,78.88
2022,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,80.0
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,35.6
2022,,,16tik 24ra,Gipuzkoa,Ehunekoa,96.1
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,88.08
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,82.68
2022,,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,69.09
2022,,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,11.36
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,76.61
2022,,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,82.17
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,36.42
2022,,,16tik 24ra,Bizkaia,Ehunekoa,95.39
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,53.21
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,37.16
2022,,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,38.78
2022,,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,4.49
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,48.68
2022,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,50.45
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,21.22
2022,,,25tik 74ra,,Ehunekoa,65.26
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,53.65
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,38.74
2022,,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,41.35
2022,,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,3.98
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,49.05
2022,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,49.88
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,21.59
2022,,,25tik 74ra,Araba/Álava,Ehunekoa,65.18
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,54.06
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,37.28
2022,,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,40.21
2022,,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,5.01
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,47.82
2022,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,49.91
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,21.98
2022,,,25tik 74ra,Gipuzkoa,Ehunekoa,65.66
2022,,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,52.56
2022,,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,36.63
2022,,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,37.17
2022,,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,4.33
2022,,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,49.1
2022,,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,50.94
2022,,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,20.65
2022,,,25tik 74ra,Bizkaia,Ehunekoa,65.03
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,57.94
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,41.65
2022,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,43.44
2022,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,7.25
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,53.2
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,56.24
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,26.75
2022,1.0,,16tik 74ra,,Ehunekoa,69.4
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,55.89
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,42.74
2022,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,45.95
2022,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,6.49
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,52.16
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,55.98
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,28.03
2022,1.0,,16tik 74ra,Araba/Álava,Ehunekoa,68.86
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,58.68
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,40.93
2022,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,43.05
2022,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,8.57
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,52.06
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,55.07
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,26.07
2022,1.0,,16tik 74ra,Gipuzkoa,Ehunekoa,68.84
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,58.08
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,41.79
2022,1.0,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,42.95
2022,1.0,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,6.64
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,54.22
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,57.05
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,26.8
2022,1.0,,16tik 74ra,Bizkaia,Ehunekoa,69.91
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,85.38
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,77.02
2022,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,67.98
2022,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,12.88
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,75.19
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,83.51
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,39.99
2022,1.0,,16tik 24ra,,Ehunekoa,93.54
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,73.96
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,73.54
2022,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,76.98
2022,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,17.3
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,77.94
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,76.66
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,42.88
2022,1.0,,16tik 24ra,Araba/Álava,Ehunekoa,92.71
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,89.39
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,72.35
2022,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,63.16
2022,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,16.01
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,78.83
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,85.47
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,33.21
2022,1.0,,16tik 24ra,Gipuzkoa,Ehunekoa,96.4
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,85.75
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,81.08
2022,1.0,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,68.79
2022,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,9.61
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,72.02
2022,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,84.03
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,43.76
2022,1.0,,16tik 24ra,Bizkaia,Ehunekoa,91.84
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,54.17
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,36.79
2022,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,40.07
2022,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,6.47
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,50.17
2022,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,52.49
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,24.92
2022,1.0,,25tik 74ra,,Ehunekoa,66.08
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,53.67
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,38.95
2022,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,42.14
2022,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,5.16
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,48.99
2022,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,53.44
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,26.21
2022,1.0,,25tik 74ra,Araba/Álava,Ehunekoa,65.93
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,54.18
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,36.33
2022,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,40.1
2022,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,7.48
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,48.14
2022,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,50.62
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,25.02
2022,1.0,,25tik 74ra,Gipuzkoa,Ehunekoa,64.8
2022,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,54.3
2022,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,36.43
2022,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,39.43
2022,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,6.23
2022,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,51.79
2022,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,53.37
2022,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,24.49
2022,1.0,,25tik 74ra,Bizkaia,Ehunekoa,66.92
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,56.49
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,42.93
2022,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,41.07
2022,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,3.35
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,51.07
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,51.89
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,19.46
2022,2.0,,16tik 74ra,,Ehunekoa,68.2
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,57.56
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,44.31
2022,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,43.88
2022,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,3.03
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,52.9
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,50.18
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,19.28
2022,2.0,,16tik 74ra,Araba/Álava,Ehunekoa,67.8
2022,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,57.91
2022,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,43.69
2022,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,43.39
2022,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,2.84
2022,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,51.23
2022,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,52.17
2022,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,21.28
