Year,Sexua,Trebetasun informatikoa,Adina,Lurraldea,Units,Value
2023,1.0,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,24.51
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,68.91
2023,1.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,72.42
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,51.15
2023,1.0,,16tik 24ra,Bizkaia,Ehunekoa,89.75
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,52.63
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,35.13
2023,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,40.06
2023,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,6.32
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,49.19
2023,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,51.54
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,36.35
2023,1.0,,25tik 74ra,,Ehunekoa,69.64
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,47.9
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,30.92
2023,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,32.43
2023,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,2.83
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,40.86
2023,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,50.1
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,37.15
2023,1.0,,25tik 74ra,Araba/Álava,Ehunekoa,64.99
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,53.59
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,38.29
2023,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,42.6
2023,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,7.85
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,49.59
2023,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,51.09
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,34.72
2023,1.0,,25tik 74ra,Gipuzkoa,Ehunekoa,69.92
2023,1.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,53.4
2023,1.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,34.36
2023,1.0,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,40.68
2023,1.0,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,6.37
2023,1.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,51.34
2023,1.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,52.24
2023,1.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,37.15
2023,1.0,,25tik 74ra,Bizkaia,Ehunekoa,70.81
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,,Ehunekoa,55.85
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,,Ehunekoa,41.81
2023,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,,Ehunekoa,40.89
2023,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,,Ehunekoa,4.42
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,,Ehunekoa,48.1
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,,Ehunekoa,49.01
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,,Ehunekoa,29.31
2023,2.0,,16tik 74ra,,Ehunekoa,70.5
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Araba/Álava,Ehunekoa,55.54
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Araba/Álava,Ehunekoa,39.57
2023,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Araba/Álava,Ehunekoa,39.31
2023,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Araba/Álava,Ehunekoa,3.54
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Araba/Álava,Ehunekoa,45.98
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Araba/Álava,Ehunekoa,52.49
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Araba/Álava,Ehunekoa,26.0
2023,2.0,,16tik 74ra,Araba/Álava,Ehunekoa,72.84
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Gipuzkoa,Ehunekoa,57.09
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Gipuzkoa,Ehunekoa,42.33
2023,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Gipuzkoa,Ehunekoa,43.22
2023,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Gipuzkoa,Ehunekoa,3.36
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Gipuzkoa,Ehunekoa,49.41
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Gipuzkoa,Ehunekoa,46.88
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Gipuzkoa,Ehunekoa,29.29
2023,2.0,,16tik 74ra,Gipuzkoa,Ehunekoa,70.91
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 74ra,Bizkaia,Ehunekoa,55.17
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 74ra,Bizkaia,Ehunekoa,42.12
2023,2.0,Kalkulu-orriak erabiltzea,16tik 74ra,Bizkaia,Ehunekoa,39.9
2023,2.0,Programazio-lengoaia batean programatzea,16tik 74ra,Bizkaia,Ehunekoa,5.32
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 74ra,Bizkaia,Ehunekoa,47.89
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 74ra,Bizkaia,Ehunekoa,49.35
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 74ra,Bizkaia,Ehunekoa,30.26
2023,2.0,,16tik 74ra,Bizkaia,Ehunekoa,69.6
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,,Ehunekoa,92.94
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,,Ehunekoa,90.28
2023,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,,Ehunekoa,64.48
2023,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,,Ehunekoa,12.07
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,,Ehunekoa,84.28
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,,Ehunekoa,79.65
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,,Ehunekoa,43.67
2023,2.0,,16tik 24ra,,Ehunekoa,98.77
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Araba/Álava,Ehunekoa,96.79
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Araba/Álava,Ehunekoa,92.24
2023,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Araba/Álava,Ehunekoa,62.43
2023,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Araba/Álava,Ehunekoa,8.98
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Araba/Álava,Ehunekoa,89.88
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Araba/Álava,Ehunekoa,78.39
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Araba/Álava,Ehunekoa,40.89
2023,2.0,,16tik 24ra,Araba/Álava,Ehunekoa,98.8
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Gipuzkoa,Ehunekoa,95.08
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Gipuzkoa,Ehunekoa,91.74
2023,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Gipuzkoa,Ehunekoa,73.46
2023,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Gipuzkoa,Ehunekoa,8.28
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Gipuzkoa,Ehunekoa,82.15
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Gipuzkoa,Ehunekoa,80.06
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Gipuzkoa,Ehunekoa,50.47
2023,2.0,,16tik 24ra,Gipuzkoa,Ehunekoa,100.0
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,16tik 24ra,Bizkaia,Ehunekoa,90.41
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",16tik 24ra,Bizkaia,Ehunekoa,88.74
2023,2.0,Kalkulu-orriak erabiltzea,16tik 24ra,Bizkaia,Ehunekoa,58.92
2023,2.0,Programazio-lengoaia batean programatzea,16tik 24ra,Bizkaia,Ehunekoa,15.5
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",16tik 24ra,Bizkaia,Ehunekoa,84.18
2023,2.0,Deskargatu edo instalatu software edo app-ak,16tik 24ra,Bizkaia,Ehunekoa,79.72
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",16tik 24ra,Bizkaia,Ehunekoa,39.79
2023,2.0,,16tik 24ra,Bizkaia,Ehunekoa,97.92
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,,Ehunekoa,51.2
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,,Ehunekoa,35.74
2023,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,,Ehunekoa,37.94
2023,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,,Ehunekoa,3.46
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,,Ehunekoa,43.57
2023,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,,Ehunekoa,45.18
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,,Ehunekoa,27.52
2023,2.0,,25tik 74ra,,Ehunekoa,66.96
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Araba/Álava,Ehunekoa,50.64
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Araba/Álava,Ehunekoa,33.32
2023,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Araba/Álava,Ehunekoa,36.57
2023,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Araba/Álava,Ehunekoa,2.9
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Araba/Álava,Ehunekoa,40.77
2023,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Araba/Álava,Ehunekoa,49.41
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Araba/Álava,Ehunekoa,24.23
2023,2.0,,25tik 74ra,Araba/Álava,Ehunekoa,69.76
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Gipuzkoa,Ehunekoa,51.94
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Gipuzkoa,Ehunekoa,35.63
2023,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Gipuzkoa,Ehunekoa,39.13
2023,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Gipuzkoa,Ehunekoa,2.69
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Gipuzkoa,Ehunekoa,44.98
2023,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Gipuzkoa,Ehunekoa,42.39
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Gipuzkoa,Ehunekoa,26.42
2023,2.0,,25tik 74ra,Gipuzkoa,Ehunekoa,66.96
2023,2.0,Fitxategiak edo karpetak kopiatu edo mugitu,25tik 74ra,Bizkaia,Ehunekoa,50.91
2023,2.0,"Testua, irudiak, taulak edo grafikoak osatzen dituzten aurkezpenak edo dokumentuak sortzea",25tik 74ra,Bizkaia,Ehunekoa,36.49
2023,2.0,Kalkulu-orriak erabiltzea,25tik 74ra,Bizkaia,Ehunekoa,37.61
2023,2.0,Programazio-lengoaia batean programatzea,25tik 74ra,Bizkaia,Ehunekoa,4.09
2023,2.0,"Fitxategiak ordenagailuaren eta beste gailu batzuen artean transferitzea (kamera digitalak, telefono mugikorrak, mp3 edo mp4)",25tik 74ra,Bizkaia,Ehunekoa,43.5
2023,2.0,Deskargatu edo instalatu software edo app-ak,25tik 74ra,Bizkaia,Ehunekoa,45.68
2023,2.0,"Edozein softwareren konfigurazioa aldatzea, sistema eragilea eta segurtasun-programak barne",25tik 74ra,Bizkaia,Ehunekoa,29.11
2023,2.0,,25tik 74ra,Bizkaia,Ehunekoa,66.18
