Year,Series,Tipo de tecnología renovable,Territorio,Comarca,Municipio,Units,GeoCode,Value
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,100.5
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,138.9
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,142.3
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,138.1
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,99.2
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,138.8
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,137.1
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,137.7
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,139.7
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,139.9
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,137.8
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gordexola,Watts per cápita,Gordexola,138.7
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,117.8
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,119.1
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,112.1
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,125.0
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,122.7
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,120.0
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,117.8
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,127.6
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,117.4
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,111.5
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,127.6
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,120.2
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Gorliz,Watts per cápita,Gorliz,116.2
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,9.7
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,29.6
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,30.0
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,30.1
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,22.6
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,29.9
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,29.5
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,30.2
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,9.7
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,29.4
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,30.5
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,9.9
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Güeñes,Watts per cápita,Güeñes,29.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,468.6
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,489.1
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,455.3
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,413.3
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,395.8
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,422.6
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,382.3
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,470.6
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,438.6
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,449.4
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,474.6
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,476.6
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Harana/Valle de Arana,Watts per cápita,Harana/Valle de Arana,451.6
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,25.2
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,340.3
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,339.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,27.6
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,310.9
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,285.3
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,348.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,96.6
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,27.2
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,341.5
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,87.2
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,302.6
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernani,Watts per cápita,Hernani,94.4
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,87.2
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,81.6
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,91.8
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,80.2
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,89.2
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,93.9
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,80.0
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,89.2
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,91.8
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,90.7
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,90.3
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,89.2
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hernialde,Watts per cápita,Hernialde,81.9
2017,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,99.4
2021,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,114.8
2015,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,97.0
2013,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,71.1
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,100.4
2011,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,73.0
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,115.2
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,98.4
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,71.6
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,115.1
2014,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,97.5
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,73.1
2019,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Hondarribia,Watts per cápita,Hondarribia,107.6
2012,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ibarra,Watts per cápita,Ibarra,13.3
2022,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ibarra,Watts per cápita,Ibarra,13.7
2010,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ibarra,Watts per cápita,Ibarra,9.9
2020,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ibarra,Watts per cápita,Ibarra,13.4
2016,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ibarra,Watts per cápita,Ibarra,13.3
2018,Capacidad de generación de electricidad renovable instalada (vatios per cápita),Solar térmica,,,Ibarra,Watts per cápita,Ibarra,13.2
