Year,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2020,,,Izurtza,Ehunekoa,Izurtza,1.76
2021,,,Izurtza,Ehunekoa,Izurtza,2.33
2010,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2011,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2012,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2013,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2014,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2015,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2016,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2017,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2018,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2019,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2020,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2021,,,Lanestosa,Ehunekoa,Lanestosa,0.0
2010,,,Larrabetzu,Ehunekoa,Larrabetzu,0.36
2011,,,Larrabetzu,Ehunekoa,Larrabetzu,0.45
2012,,,Larrabetzu,Ehunekoa,Larrabetzu,0.53
2013,,,Larrabetzu,Ehunekoa,Larrabetzu,0.54
2014,,,Larrabetzu,Ehunekoa,Larrabetzu,0.53
2015,,,Larrabetzu,Ehunekoa,Larrabetzu,1.95
2016,,,Larrabetzu,Ehunekoa,Larrabetzu,2.13
2017,,,Larrabetzu,Ehunekoa,Larrabetzu,2.1
2018,,,Larrabetzu,Ehunekoa,Larrabetzu,2.05
2019,,,Larrabetzu,Ehunekoa,Larrabetzu,2.45
2020,,,Larrabetzu,Ehunekoa,Larrabetzu,5.58
2021,,,Larrabetzu,Ehunekoa,Larrabetzu,6.19
2010,,,Laukiz,Ehunekoa,Laukiz,0.0
2011,,,Laukiz,Ehunekoa,Laukiz,0.0
2012,,,Laukiz,Ehunekoa,Laukiz,0.0
2013,,,Laukiz,Ehunekoa,Laukiz,0.0
2014,,,Laukiz,Ehunekoa,Laukiz,0.0
2015,,,Laukiz,Ehunekoa,Laukiz,0.0
2016,,,Laukiz,Ehunekoa,Laukiz,0.0
2017,,,Laukiz,Ehunekoa,Laukiz,0.0
2018,,,Laukiz,Ehunekoa,Laukiz,0.0
2019,,,Laukiz,Ehunekoa,Laukiz,0.08
2020,,,Laukiz,Ehunekoa,Laukiz,0.08
2021,,,Laukiz,Ehunekoa,Laukiz,0.07
2010,,,Leioa,Ehunekoa,Leioa,0.0
2011,,,Leioa,Ehunekoa,Leioa,0.0
2012,,,Leioa,Ehunekoa,Leioa,0.0
2013,,,Leioa,Ehunekoa,Leioa,0.0
2014,,,Leioa,Ehunekoa,Leioa,0.0
2015,,,Leioa,Ehunekoa,Leioa,0.1
2016,,,Leioa,Ehunekoa,Leioa,0.0
2017,,,Leioa,Ehunekoa,Leioa,0.0
2018,,,Leioa,Ehunekoa,Leioa,0.14
2019,,,Leioa,Ehunekoa,Leioa,0.28
2020,,,Leioa,Ehunekoa,Leioa,0.28
2021,,,Leioa,Ehunekoa,Leioa,0.0
2010,,,Lemoa,Ehunekoa,Lemoa,0.0
2011,,,Lemoa,Ehunekoa,Lemoa,0.0
2012,,,Lemoa,Ehunekoa,Lemoa,0.0
2013,,,Lemoa,Ehunekoa,Lemoa,0.0
2014,,,Lemoa,Ehunekoa,Lemoa,0.0
2015,,,Lemoa,Ehunekoa,Lemoa,0.0
2016,,,Lemoa,Ehunekoa,Lemoa,2.0
2017,,,Lemoa,Ehunekoa,Lemoa,2.77
2018,,,Lemoa,Ehunekoa,Lemoa,2.82
2019,,,Lemoa,Ehunekoa,Lemoa,4.9
2020,,,Lemoa,Ehunekoa,Lemoa,6.2
2021,,,Lemoa,Ehunekoa,Lemoa,6.03
2010,,,Lemoiz,Ehunekoa,Lemoiz,1.87
2011,,,Lemoiz,Ehunekoa,Lemoiz,1.85
2012,,,Lemoiz,Ehunekoa,Lemoiz,1.8
2013,,,Lemoiz,Ehunekoa,Lemoiz,1.8
2014,,,Lemoiz,Ehunekoa,Lemoiz,1.29
2015,,,Lemoiz,Ehunekoa,Lemoiz,1.52
2016,,,Lemoiz,Ehunekoa,Lemoiz,1.1
2017,,,Lemoiz,Ehunekoa,Lemoiz,1.05
2018,,,Lemoiz,Ehunekoa,Lemoiz,1.27
2019,,,Lemoiz,Ehunekoa,Lemoiz,2.3
2020,,,Lemoiz,Ehunekoa,Lemoiz,1.84
2021,,,Lemoiz,Ehunekoa,Lemoiz,1.24
2010,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2011,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2012,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2013,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2014,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2015,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2016,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2017,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2018,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2019,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2020,,,Lekeitio,Ehunekoa,Lekeitio,0.0
2021,,,Lekeitio,Ehunekoa,Lekeitio,0.27
2010,,,Mallabia,Ehunekoa,Mallabia,0.0
2011,,,Mallabia,Ehunekoa,Mallabia,0.0
2012,,,Mallabia,Ehunekoa,Mallabia,0.0
2013,,,Mallabia,Ehunekoa,Mallabia,0.0
2014,,,Mallabia,Ehunekoa,Mallabia,0.0
2015,,,Mallabia,Ehunekoa,Mallabia,0.0
2016,,,Mallabia,Ehunekoa,Mallabia,0.0
2017,,,Mallabia,Ehunekoa,Mallabia,0.13
2018,,,Mallabia,Ehunekoa,Mallabia,0.0
2019,,,Mallabia,Ehunekoa,Mallabia,0.0
2020,,,Mallabia,Ehunekoa,Mallabia,0.25
2021,,,Mallabia,Ehunekoa,Mallabia,0.56
2010,,,Mañaria,Ehunekoa,Mañaria,0.0
2011,,,Mañaria,Ehunekoa,Mañaria,0.0
2012,,,Mañaria,Ehunekoa,Mañaria,0.0
2013,,,Mañaria,Ehunekoa,Mañaria,0.0
2014,,,Mañaria,Ehunekoa,Mañaria,0.0
2015,,,Mañaria,Ehunekoa,Mañaria,0.0
2016,,,Mañaria,Ehunekoa,Mañaria,0.0
2017,,,Mañaria,Ehunekoa,Mañaria,0.0
2018,,,Mañaria,Ehunekoa,Mañaria,0.0
2019,,,Mañaria,Ehunekoa,Mañaria,0.0
2020,,,Mañaria,Ehunekoa,Mañaria,0.0
2021,,,Mañaria,Ehunekoa,Mañaria,0.0
2010,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.15
2011,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.27
2012,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.31
2013,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.35
2014,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.28
2015,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.35
2016,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.32
2017,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.28
2018,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,0.28
2019,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,1.9
2020,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,2.48
2021,,Markina-Ondarroa,,Ehunekoa,Markina-Ondarroa,2.45
2010,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.19
2011,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.08
2012,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.2
2013,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.2
2014,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.18
2015,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.18
2016,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.22
2017,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.22
2018,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.22
2019,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.31
2020,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.44
2021,,,Markina-Xemein,Ehunekoa,Markina-Xemein,0.31
2010,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,1.6
2011,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,1.6
2012,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,1.15
2013,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,1.15
2014,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.57
2015,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.57
2016,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.0
2017,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.0
2018,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.0
2019,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.0
2020,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.0
2021,,,Maruri-Jatabe,Ehunekoa,Maruri-Jatabe,0.0
2010,,,Mendata,Ehunekoa,Mendata,0.0
2011,,,Mendata,Ehunekoa,Mendata,0.0
2012,,,Mendata,Ehunekoa,Mendata,0.0
2013,,,Mendata,Ehunekoa,Mendata,0.0
2014,,,Mendata,Ehunekoa,Mendata,0.0
2015,,,Mendata,Ehunekoa,Mendata,0.0
2016,,,Mendata,Ehunekoa,Mendata,0.0
2017,,,Mendata,Ehunekoa,Mendata,0.83
2018,,,Mendata,Ehunekoa,Mendata,0.83
2019,,,Mendata,Ehunekoa,Mendata,1.29
2020,,,Mendata,Ehunekoa,Mendata,1.29
2021,,,Mendata,Ehunekoa,Mendata,1.29
2010,,,Mendexa,Ehunekoa,Mendexa,0.0
2011,,,Mendexa,Ehunekoa,Mendexa,0.0
2012,,,Mendexa,Ehunekoa,Mendexa,0.0
2013,,,Mendexa,Ehunekoa,Mendexa,0.0
2014,,,Mendexa,Ehunekoa,Mendexa,0.0
2015,,,Mendexa,Ehunekoa,Mendexa,0.0
2016,,,Mendexa,Ehunekoa,Mendexa,0.0
2017,,,Mendexa,Ehunekoa,Mendexa,0.0
2018,,,Mendexa,Ehunekoa,Mendexa,0.0
2019,,,Mendexa,Ehunekoa,Mendexa,0.0
2020,,,Mendexa,Ehunekoa,Mendexa,0.77
2021,,,Mendexa,Ehunekoa,Mendexa,0.77
2010,,,Meñaka,Ehunekoa,Meñaka,0.0
2011,,,Meñaka,Ehunekoa,Meñaka,0.0
2012,,,Meñaka,Ehunekoa,Meñaka,0.0
2013,,,Meñaka,Ehunekoa,Meñaka,0.0
2014,,,Meñaka,Ehunekoa,Meñaka,0.0
2015,,,Meñaka,Ehunekoa,Meñaka,0.0
2016,,,Meñaka,Ehunekoa,Meñaka,1.35
2017,,,Meñaka,Ehunekoa,Meñaka,1.98
2018,,,Meñaka,Ehunekoa,Meñaka,2.0
2019,,,Meñaka,Ehunekoa,Meñaka,2.06
2020,,,Meñaka,Ehunekoa,Meñaka,13.02
2021,,,Meñaka,Ehunekoa,Meñaka,13.02
2010,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,0.58
2011,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,0.58
2012,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,0.58
2013,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,0.58
2014,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,2.31
2015,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,2.31
2016,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,1.57
2017,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,1.56
2018,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,1.56
2019,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,5.57
2020,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,5.57
2021,,,Ugao-Miraballes,Ehunekoa,Ugao-Miraballes,5.57
2010,,,Morga,Ehunekoa,Morga,0.0
2011,,,Morga,Ehunekoa,Morga,0.0
2012,,,Morga,Ehunekoa,Morga,0.0
2013,,,Morga,Ehunekoa,Morga,0.0
2014,,,Morga,Ehunekoa,Morga,0.07
2015,,,Morga,Ehunekoa,Morga,0.0
2016,,,Morga,Ehunekoa,Morga,0.0
2017,,,Morga,Ehunekoa,Morga,0.0
2018,,,Morga,Ehunekoa,Morga,0.0
2019,,,Morga,Ehunekoa,Morga,0.43
2020,,,Morga,Ehunekoa,Morga,0.43
2021,,,Morga,Ehunekoa,Morga,0.43
2010,,,Muxika,Ehunekoa,Muxika,0.19
2011,,,Muxika,Ehunekoa,Muxika,0.19
2012,,,Muxika,Ehunekoa,Muxika,0.45
2013,,,Muxika,Ehunekoa,Muxika,0.53
2014,,,Muxika,Ehunekoa,Muxika,0.45
2015,,,Muxika,Ehunekoa,Muxika,0.45
2016,,,Muxika,Ehunekoa,Muxika,0.48
2017,,,Muxika,Ehunekoa,Muxika,0.43
2018,,,Muxika,Ehunekoa,Muxika,0.77
2019,,,Muxika,Ehunekoa,Muxika,2.6
2020,,,Muxika,Ehunekoa,Muxika,2.49
2021,,,Muxika,Ehunekoa,Muxika,2.87
2010,,,Mundaka,Ehunekoa,Mundaka,0.58
2011,,,Mundaka,Ehunekoa,Mundaka,0.58
2012,,,Mundaka,Ehunekoa,Mundaka,0.58
2013,,,Mundaka,Ehunekoa,Mundaka,0.58
2014,,,Mundaka,Ehunekoa,Mundaka,0.55
2015,,,Mundaka,Ehunekoa,Mundaka,0.39
2016,,,Mundaka,Ehunekoa,Mundaka,0.64
2017,,,Mundaka,Ehunekoa,Mundaka,0.66
2018,,,Mundaka,Ehunekoa,Mundaka,0.47
2019,,,Mundaka,Ehunekoa,Mundaka,0.64
2020,,,Mundaka,Ehunekoa,Mundaka,0.33
2021,,,Mundaka,Ehunekoa,Mundaka,0.33
2010,,,Mungia,Ehunekoa,Mungia,0.05
2011,,,Mungia,Ehunekoa,Mungia,0.11
2012,,,Mungia,Ehunekoa,Mungia,0.16
2013,,,Mungia,Ehunekoa,Mungia,0.16
2014,,,Mungia,Ehunekoa,Mungia,0.18
2015,,,Mungia,Ehunekoa,Mungia,0.24
2016,,,Mungia,Ehunekoa,Mungia,0.92
2017,,,Mungia,Ehunekoa,Mungia,0.97
2018,,,Mungia,Ehunekoa,Mungia,1.88
2019,,,Mungia,Ehunekoa,Mungia,1.78
2020,,,Mungia,Ehunekoa,Mungia,2.97
2021,,,Mungia,Ehunekoa,Mungia,3.12
2010,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.39
2011,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.51
2012,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.5
2013,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.51
2014,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.44
2015,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.49
2016,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.73
2017,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,0.76
2018,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,1.11
2019,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,1.29
2020,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,2.15
2021,,Plentzia-Mungia,,Ehunekoa,Plentzia-Mungia,2.23
2010,,,Aulesti,Ehunekoa,Aulesti,0.37
2011,,,Aulesti,Ehunekoa,Aulesti,0.37
2012,,,Aulesti,Ehunekoa,Aulesti,0.4
2013,,,Aulesti,Ehunekoa,Aulesti,0.35
2014,,,Aulesti,Ehunekoa,Aulesti,0.22
2015,,,Aulesti,Ehunekoa,Aulesti,0.32
2016,,,Aulesti,Ehunekoa,Aulesti,0.28
2017,,,Aulesti,Ehunekoa,Aulesti,0.19
2018,,,Aulesti,Ehunekoa,Aulesti,0.28
2019,,,Aulesti,Ehunekoa,Aulesti,0.32
2020,,,Aulesti,Ehunekoa,Aulesti,0.32
2021,,,Aulesti,Ehunekoa,Aulesti,0.32
2010,,,Muskiz,Ehunekoa,Muskiz,0.0
2011,,,Muskiz,Ehunekoa,Muskiz,0.0
2012,,,Muskiz,Ehunekoa,Muskiz,0.0
2013,,,Muskiz,Ehunekoa,Muskiz,0.0
2014,,,Muskiz,Ehunekoa,Muskiz,0.0
2015,,,Muskiz,Ehunekoa,Muskiz,0.0
2016,,,Muskiz,Ehunekoa,Muskiz,0.0
2017,,,Muskiz,Ehunekoa,Muskiz,0.0
2018,,,Muskiz,Ehunekoa,Muskiz,0.0
2019,,,Muskiz,Ehunekoa,Muskiz,0.0
2020,,,Muskiz,Ehunekoa,Muskiz,0.0
2021,,,Muskiz,Ehunekoa,Muskiz,0.0
2010,,,Otxandio,Ehunekoa,Otxandio,0.0
2011,,,Otxandio,Ehunekoa,Otxandio,0.0
2012,,,Otxandio,Ehunekoa,Otxandio,0.0
2013,,,Otxandio,Ehunekoa,Otxandio,0.0
2014,,,Otxandio,Ehunekoa,Otxandio,0.0
2015,,,Otxandio,Ehunekoa,Otxandio,0.0
2016,,,Otxandio,Ehunekoa,Otxandio,0.0
2017,,,Otxandio,Ehunekoa,Otxandio,0.0
2018,,,Otxandio,Ehunekoa,Otxandio,0.0
2019,,,Otxandio,Ehunekoa,Otxandio,0.0
2020,,,Otxandio,Ehunekoa,Otxandio,0.0
2021,,,Otxandio,Ehunekoa,Otxandio,0.0
2010,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2011,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2012,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2013,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2014,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2015,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2016,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2017,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2018,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2019,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2020,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2021,,,Ondarroa,Ehunekoa,Ondarroa,0.0
2010,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,11.35
2011,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,12.47
2012,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,11.99
2013,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,12.79
2014,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,11.47
2015,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,11.46
2016,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,11.65
2017,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,12.96
2018,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,12.98
2019,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,13.86
2020,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,14.21
2021,,,Urduña/Orduña,Ehunekoa,Urduña/Orduña,14.98
2010,,,Orozko,Ehunekoa,Orozko,0.0
2011,,,Orozko,Ehunekoa,Orozko,0.0
2012,,,Orozko,Ehunekoa,Orozko,0.0
2013,,,Orozko,Ehunekoa,Orozko,0.01
2014,,,Orozko,Ehunekoa,Orozko,0.0
2015,,,Orozko,Ehunekoa,Orozko,0.0
2016,,,Orozko,Ehunekoa,Orozko,0.0
2017,,,Orozko,Ehunekoa,Orozko,0.0
2018,,,Orozko,Ehunekoa,Orozko,1.08
2019,,,Orozko,Ehunekoa,Orozko,0.83
2020,,,Orozko,Ehunekoa,Orozko,1.18
2021,,,Orozko,Ehunekoa,Orozko,1.86
2010,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2011,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2012,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2013,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2014,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2015,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2016,,,Sukarrieta,Ehunekoa,Sukarrieta,1.37
2017,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2018,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2019,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2020,,,Sukarrieta,Ehunekoa,Sukarrieta,0.03
2021,,,Sukarrieta,Ehunekoa,Sukarrieta,0.0
2010,,,Plentzia,Ehunekoa,Plentzia,0.0
2011,,,Plentzia,Ehunekoa,Plentzia,0.0
2012,,,Plentzia,Ehunekoa,Plentzia,0.0
2013,,,Plentzia,Ehunekoa,Plentzia,0.0
2014,,,Plentzia,Ehunekoa,Plentzia,0.0
2015,,,Plentzia,Ehunekoa,Plentzia,0.0
2016,,,Plentzia,Ehunekoa,Plentzia,0.0
2017,,,Plentzia,Ehunekoa,Plentzia,0.0
2018,,,Plentzia,Ehunekoa,Plentzia,0.0
2019,,,Plentzia,Ehunekoa,Plentzia,0.0
2020,,,Plentzia,Ehunekoa,Plentzia,0.0
2021,,,Plentzia,Ehunekoa,Plentzia,0.0
2010,,,Portugalete,Ehunekoa,Portugalete,0.0
2011,,,Portugalete,Ehunekoa,Portugalete,0.0
2012,,,Portugalete,Ehunekoa,Portugalete,0.0
2013,,,Portugalete,Ehunekoa,Portugalete,0.0
2014,,,Portugalete,Ehunekoa,Portugalete,0.0
2015,,,Portugalete,Ehunekoa,Portugalete,0.0
2016,,,Portugalete,Ehunekoa,Portugalete,0.0
2017,,,Portugalete,Ehunekoa,Portugalete,0.0
2018,,,Portugalete,Ehunekoa,Portugalete,0.0
2019,,,Portugalete,Ehunekoa,Portugalete,0.0
2020,,,Portugalete,Ehunekoa,Portugalete,0.0
2021,,,Portugalete,Ehunekoa,Portugalete,0.0
2010,,,Errigoiti,Ehunekoa,Errigoiti,16.07
2011,,,Errigoiti,Ehunekoa,Errigoiti,16.07
2012,,,Errigoiti,Ehunekoa,Errigoiti,16.07
2013,,,Errigoiti,Ehunekoa,Errigoiti,16.07
2014,,,Errigoiti,Ehunekoa,Errigoiti,14.67
2015,,,Errigoiti,Ehunekoa,Errigoiti,14.84
2016,,,Errigoiti,Ehunekoa,Errigoiti,13.42
2017,,,Errigoiti,Ehunekoa,Errigoiti,13.15
2018,,,Errigoiti,Ehunekoa,Errigoiti,12.61
2019,,,Errigoiti,Ehunekoa,Errigoiti,19.08
2020,,,Errigoiti,Ehunekoa,Errigoiti,19.92
2021,,,Errigoiti,Ehunekoa,Errigoiti,21.99
2010,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.12
2011,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.12
2012,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.19
2013,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.2
2014,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.07
2015,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.07
2016,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.07
2017,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.07
2018,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.04
2019,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.05
2020,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.05
2021,,,Valle de Trápaga-Trapagaran,Ehunekoa,Valle de Trápaga-Trapagaran,0.0
2010,,,Lezama,Ehunekoa,Lezama,0.0
2011,,,Lezama,Ehunekoa,Lezama,0.0
2012,,,Lezama,Ehunekoa,Lezama,0.0
2013,,,Lezama,Ehunekoa,Lezama,0.0
2014,,,Lezama,Ehunekoa,Lezama,0.0
2015,,,Lezama,Ehunekoa,Lezama,3.98
2016,,,Lezama,Ehunekoa,Lezama,4.12
2017,,,Lezama,Ehunekoa,Lezama,4.32
2018,,,Lezama,Ehunekoa,Lezama,5.32
2019,,,Lezama,Ehunekoa,Lezama,5.54
2020,,,Lezama,Ehunekoa,Lezama,5.55
2021,,,Lezama,Ehunekoa,Lezama,5.92
2010,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2011,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2012,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2013,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2014,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2015,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2016,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2017,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2018,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2019,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2020,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2021,,,Santurtzi,Ehunekoa,Santurtzi,0.0
2010,,,Ortuella,Ehunekoa,Ortuella,0.0
2011,,,Ortuella,Ehunekoa,Ortuella,0.0
2012,,,Ortuella,Ehunekoa,Ortuella,0.0
2013,,,Ortuella,Ehunekoa,Ortuella,0.0
2014,,,Ortuella,Ehunekoa,Ortuella,0.0
2015,,,Ortuella,Ehunekoa,Ortuella,0.0
2016,,,Ortuella,Ehunekoa,Ortuella,0.0
2017,,,Ortuella,Ehunekoa,Ortuella,0.0
2018,,,Ortuella,Ehunekoa,Ortuella,0.0
2019,,,Ortuella,Ehunekoa,Ortuella,0.0
2020,,,Ortuella,Ehunekoa,Ortuella,0.0
2021,,,Ortuella,Ehunekoa,Ortuella,0.0
2010,,,Sestao,Ehunekoa,Sestao,0.0
2011,,,Sestao,Ehunekoa,Sestao,0.0
2012,,,Sestao,Ehunekoa,Sestao,0.0
2013,,,Sestao,Ehunekoa,Sestao,0.0
2014,,,Sestao,Ehunekoa,Sestao,0.0
2015,,,Sestao,Ehunekoa,Sestao,0.0
2016,,,Sestao,Ehunekoa,Sestao,0.0
2017,,,Sestao,Ehunekoa,Sestao,0.0
2018,,,Sestao,Ehunekoa,Sestao,0.0
2019,,,Sestao,Ehunekoa,Sestao,0.0
2020,,,Sestao,Ehunekoa,Sestao,0.0
2021,,,Sestao,Ehunekoa,Sestao,0.0
2010,,,Sopela,Ehunekoa,Sopela,0.17
2011,,,Sopela,Ehunekoa,Sopela,0.17
2012,,,Sopela,Ehunekoa,Sopela,0.17
2013,,,Sopela,Ehunekoa,Sopela,0.17
2014,,,Sopela,Ehunekoa,Sopela,0.07
2015,,,Sopela,Ehunekoa,Sopela,0.07
2016,,,Sopela,Ehunekoa,Sopela,0.0
2017,,,Sopela,Ehunekoa,Sopela,0.0
2018,,,Sopela,Ehunekoa,Sopela,0.0
2019,,,Sopela,Ehunekoa,Sopela,0.0
2020,,,Sopela,Ehunekoa,Sopela,0.0
2021,,,Sopela,Ehunekoa,Sopela,0.0
2010,,,Sopuerta,Ehunekoa,Sopuerta,0.0
2011,,,Sopuerta,Ehunekoa,Sopuerta,0.0
2012,,,Sopuerta,Ehunekoa,Sopuerta,0.0
