Year,Lurraldea,Eskualdea,Udalerria,Units,GeoCode,Value
2020,,,Gabiria,Ehunekoa,Gabiria,0.73
2021,,,Gabiria,Ehunekoa,Gabiria,0.0
2010,,,Getaria,Ehunekoa,Getaria,0.53
2011,,,Getaria,Ehunekoa,Getaria,0.39
2012,,,Getaria,Ehunekoa,Getaria,0.49
2013,,,Getaria,Ehunekoa,Getaria,0.84
2014,,,Getaria,Ehunekoa,Getaria,0.84
2015,,,Getaria,Ehunekoa,Getaria,1.01
2016,,,Getaria,Ehunekoa,Getaria,1.01
2017,,,Getaria,Ehunekoa,Getaria,1.05
2018,,,Getaria,Ehunekoa,Getaria,2.53
2019,,,Getaria,Ehunekoa,Getaria,1.07
2020,,,Getaria,Ehunekoa,Getaria,1.03
2021,,,Getaria,Ehunekoa,Getaria,1.0
2010,,Donostialdea,,Ehunekoa,Donostialdea,0.96
2011,,Donostialdea,,Ehunekoa,Donostialdea,1.04
2012,,Donostialdea,,Ehunekoa,Donostialdea,1.03
2013,,Donostialdea,,Ehunekoa,Donostialdea,1.06
2014,,Donostialdea,,Ehunekoa,Donostialdea,1.14
2015,,Donostialdea,,Ehunekoa,Donostialdea,1.24
2016,,Donostialdea,,Ehunekoa,Donostialdea,1.29
2017,,Donostialdea,,Ehunekoa,Donostialdea,1.46
2018,,Donostialdea,,Ehunekoa,Donostialdea,1.61
2019,,Donostialdea,,Ehunekoa,Donostialdea,1.77
2020,,Donostialdea,,Ehunekoa,Donostialdea,1.92
2021,,Donostialdea,,Ehunekoa,Donostialdea,2.73
2010,,,Hernani,Ehunekoa,Hernani,2.83
2011,,,Hernani,Ehunekoa,Hernani,2.96
2012,,,Hernani,Ehunekoa,Hernani,2.84
2013,,,Hernani,Ehunekoa,Hernani,2.84
2014,,,Hernani,Ehunekoa,Hernani,3.02
2015,,,Hernani,Ehunekoa,Hernani,3.22
2016,,,Hernani,Ehunekoa,Hernani,3.18
2017,,,Hernani,Ehunekoa,Hernani,3.19
2018,,,Hernani,Ehunekoa,Hernani,3.91
2019,,,Hernani,Ehunekoa,Hernani,3.8
2020,,,Hernani,Ehunekoa,Hernani,4.03
2021,,,Hernani,Ehunekoa,Hernani,6.91
2010,,,Hernialde,Ehunekoa,Hernialde,0.0
2011,,,Hernialde,Ehunekoa,Hernialde,0.0
2012,,,Hernialde,Ehunekoa,Hernialde,0.0
2013,,,Hernialde,Ehunekoa,Hernialde,0.0
2014,,,Hernialde,Ehunekoa,Hernialde,0.0
2015,,,Hernialde,Ehunekoa,Hernialde,0.0
2016,,,Hernialde,Ehunekoa,Hernialde,0.0
2017,,,Hernialde,Ehunekoa,Hernialde,0.0
2018,,,Hernialde,Ehunekoa,Hernialde,0.0
2019,,,Hernialde,Ehunekoa,Hernialde,0.63
2020,,,Hernialde,Ehunekoa,Hernialde,0.62
2021,,,Hernialde,Ehunekoa,Hernialde,0.62
2010,,,Ibarra,Ehunekoa,Ibarra,0.0
2011,,,Ibarra,Ehunekoa,Ibarra,0.0
2012,,,Ibarra,Ehunekoa,Ibarra,0.49
2013,,,Ibarra,Ehunekoa,Ibarra,1.26
2014,,,Ibarra,Ehunekoa,Ibarra,2.25
2015,,,Ibarra,Ehunekoa,Ibarra,0.0
2016,,,Ibarra,Ehunekoa,Ibarra,0.0
2017,,,Ibarra,Ehunekoa,Ibarra,0.0
2018,,,Ibarra,Ehunekoa,Ibarra,0.0
2019,,,Ibarra,Ehunekoa,Ibarra,0.0
2020,,,Ibarra,Ehunekoa,Ibarra,0.0
2021,,,Ibarra,Ehunekoa,Ibarra,0.0
2010,,,Idiazabal,Ehunekoa,Idiazabal,0.0
2011,,,Idiazabal,Ehunekoa,Idiazabal,0.41
2012,,,Idiazabal,Ehunekoa,Idiazabal,0.6
2013,,,Idiazabal,Ehunekoa,Idiazabal,0.6
2014,,,Idiazabal,Ehunekoa,Idiazabal,0.68
2015,,,Idiazabal,Ehunekoa,Idiazabal,0.7
2016,,,Idiazabal,Ehunekoa,Idiazabal,0.64
2017,,,Idiazabal,Ehunekoa,Idiazabal,0.64
2018,,,Idiazabal,Ehunekoa,Idiazabal,0.66
2019,,,Idiazabal,Ehunekoa,Idiazabal,1.04
2020,,,Idiazabal,Ehunekoa,Idiazabal,1.68
2021,,,Idiazabal,Ehunekoa,Idiazabal,1.49
2010,,,Ikaztegieta,Ehunekoa,Ikaztegieta,0.0
2011,,,Ikaztegieta,Ehunekoa,Ikaztegieta,0.0
2012,,,Ikaztegieta,Ehunekoa,Ikaztegieta,0.0
2013,,,Ikaztegieta,Ehunekoa,Ikaztegieta,0.0
2014,,,Ikaztegieta,Ehunekoa,Ikaztegieta,0.0
2015,,,Ikaztegieta,Ehunekoa,Ikaztegieta,0.0
2016,,,Ikaztegieta,Ehunekoa,Ikaztegieta,0.0
2017,,,Ikaztegieta,Ehunekoa,Ikaztegieta,4.85
2018,,,Ikaztegieta,Ehunekoa,Ikaztegieta,4.85
2019,,,Ikaztegieta,Ehunekoa,Ikaztegieta,5.17
2020,,,Ikaztegieta,Ehunekoa,Ikaztegieta,5.24
2021,,,Ikaztegieta,Ehunekoa,Ikaztegieta,5.17
2010,,,Irun,Ehunekoa,Irun,0.0
2011,,,Irun,Ehunekoa,Irun,0.0
2012,,,Irun,Ehunekoa,Irun,0.0
2013,,,Irun,Ehunekoa,Irun,0.59
2014,,,Irun,Ehunekoa,Irun,0.59
2015,,,Irun,Ehunekoa,Irun,0.61
2016,,,Irun,Ehunekoa,Irun,0.6
2017,,,Irun,Ehunekoa,Irun,8.9
2018,,,Irun,Ehunekoa,Irun,9.84
2019,,,Irun,Ehunekoa,Irun,19.65
2020,,,Irun,Ehunekoa,Irun,19.83
2021,,,Irun,Ehunekoa,Irun,20.38
2010,,,Irura,Ehunekoa,Irura,3.69
2011,,,Irura,Ehunekoa,Irura,3.69
2012,,,Irura,Ehunekoa,Irura,3.69
2013,,,Irura,Ehunekoa,Irura,3.69
2014,,,Irura,Ehunekoa,Irura,3.69
2015,,,Irura,Ehunekoa,Irura,3.69
2016,,,Irura,Ehunekoa,Irura,3.69
2017,,,Irura,Ehunekoa,Irura,0.0
2018,,,Irura,Ehunekoa,Irura,0.0
2019,,,Irura,Ehunekoa,Irura,0.0
2020,,,Irura,Ehunekoa,Irura,0.0
2021,,,Irura,Ehunekoa,Irura,0.0
2010,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2011,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2012,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2013,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2014,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2015,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2016,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2017,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2018,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2019,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2020,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2021,,,Itsasondo,Ehunekoa,Itsasondo,0.0
2010,,,Larraul,Ehunekoa,Larraul,0.0
2011,,,Larraul,Ehunekoa,Larraul,0.0
2012,,,Larraul,Ehunekoa,Larraul,0.0
2013,,,Larraul,Ehunekoa,Larraul,0.0
2014,,,Larraul,Ehunekoa,Larraul,0.0
2015,,,Larraul,Ehunekoa,Larraul,0.0
2016,,,Larraul,Ehunekoa,Larraul,0.0
2017,,,Larraul,Ehunekoa,Larraul,0.0
2018,,,Larraul,Ehunekoa,Larraul,0.0
2019,,,Larraul,Ehunekoa,Larraul,0.0
2020,,,Larraul,Ehunekoa,Larraul,0.0
2021,,,Larraul,Ehunekoa,Larraul,0.0
2010,,,Lazkao,Ehunekoa,Lazkao,0.0
2011,,,Lazkao,Ehunekoa,Lazkao,0.0
2012,,,Lazkao,Ehunekoa,Lazkao,0.0
2013,,,Lazkao,Ehunekoa,Lazkao,0.0
2014,,,Lazkao,Ehunekoa,Lazkao,0.0
2015,,,Lazkao,Ehunekoa,Lazkao,0.0
2016,,,Lazkao,Ehunekoa,Lazkao,0.0
2017,,,Lazkao,Ehunekoa,Lazkao,0.0
2018,,,Lazkao,Ehunekoa,Lazkao,0.0
2019,,,Lazkao,Ehunekoa,Lazkao,0.89
2020,,,Lazkao,Ehunekoa,Lazkao,1.33
2021,,,Lazkao,Ehunekoa,Lazkao,1.33
2010,,Goierri,,Ehunekoa,Goierri,0.33
2011,,Goierri,,Ehunekoa,Goierri,0.41
2012,,Goierri,,Ehunekoa,Goierri,0.55
2013,,Goierri,,Ehunekoa,Goierri,0.57
2014,,Goierri,,Ehunekoa,Goierri,0.77
2015,,Goierri,,Ehunekoa,Goierri,0.8
2016,,Goierri,,Ehunekoa,Goierri,0.95
2017,,Goierri,,Ehunekoa,Goierri,0.91
2018,,Goierri,,Ehunekoa,Goierri,0.96
2019,,Goierri,,Ehunekoa,Goierri,1.39
2020,,Goierri,,Ehunekoa,Goierri,1.57
2021,,Goierri,,Ehunekoa,Goierri,1.61
2010,,,Leaburu,Ehunekoa,Leaburu,0.0
2011,,,Leaburu,Ehunekoa,Leaburu,0.0
2012,,,Leaburu,Ehunekoa,Leaburu,0.0
2013,,,Leaburu,Ehunekoa,Leaburu,0.0
2014,,,Leaburu,Ehunekoa,Leaburu,0.0
2015,,,Leaburu,Ehunekoa,Leaburu,0.0
2016,,,Leaburu,Ehunekoa,Leaburu,0.0
2017,,,Leaburu,Ehunekoa,Leaburu,0.0
2018,,,Leaburu,Ehunekoa,Leaburu,0.0
2019,,,Leaburu,Ehunekoa,Leaburu,0.0
2020,,,Leaburu,Ehunekoa,Leaburu,0.0
2021,,,Leaburu,Ehunekoa,Leaburu,0.0
2010,,,Legazpi,Ehunekoa,Legazpi,0.0
2011,,,Legazpi,Ehunekoa,Legazpi,0.0
2012,,,Legazpi,Ehunekoa,Legazpi,0.0
2013,,,Legazpi,Ehunekoa,Legazpi,0.0
2014,,,Legazpi,Ehunekoa,Legazpi,0.45
2015,,,Legazpi,Ehunekoa,Legazpi,0.45
2016,,,Legazpi,Ehunekoa,Legazpi,0.43
2017,,,Legazpi,Ehunekoa,Legazpi,0.42
2018,,,Legazpi,Ehunekoa,Legazpi,0.33
2019,,,Legazpi,Ehunekoa,Legazpi,0.33
2020,,,Legazpi,Ehunekoa,Legazpi,0.35
2021,,,Legazpi,Ehunekoa,Legazpi,0.35
2010,,,Legorreta,Ehunekoa,Legorreta,0.0
2011,,,Legorreta,Ehunekoa,Legorreta,0.2
2012,,,Legorreta,Ehunekoa,Legorreta,0.21
2013,,,Legorreta,Ehunekoa,Legorreta,0.21
2014,,,Legorreta,Ehunekoa,Legorreta,0.21
2015,,,Legorreta,Ehunekoa,Legorreta,0.21
2016,,,Legorreta,Ehunekoa,Legorreta,0.0
2017,,,Legorreta,Ehunekoa,Legorreta,0.0
2018,,,Legorreta,Ehunekoa,Legorreta,0.0
2019,,,Legorreta,Ehunekoa,Legorreta,0.0
2020,,,Legorreta,Ehunekoa,Legorreta,0.69
2021,,,Legorreta,Ehunekoa,Legorreta,0.8
2010,,,Lezo,Ehunekoa,Lezo,0.12
2011,,,Lezo,Ehunekoa,Lezo,0.0
2012,,,Lezo,Ehunekoa,Lezo,0.0
2013,,,Lezo,Ehunekoa,Lezo,0.0
2014,,,Lezo,Ehunekoa,Lezo,0.49
2015,,,Lezo,Ehunekoa,Lezo,1.41
2016,,,Lezo,Ehunekoa,Lezo,1.44
2017,,,Lezo,Ehunekoa,Lezo,1.64
2018,,,Lezo,Ehunekoa,Lezo,1.82
2019,,,Lezo,Ehunekoa,Lezo,2.54
2020,,,Lezo,Ehunekoa,Lezo,4.06
2021,,,Lezo,Ehunekoa,Lezo,3.6
2010,,,Lizartza,Ehunekoa,Lizartza,0.0
2011,,,Lizartza,Ehunekoa,Lizartza,0.0
2012,,,Lizartza,Ehunekoa,Lizartza,0.0
2013,,,Lizartza,Ehunekoa,Lizartza,0.0
2014,,,Lizartza,Ehunekoa,Lizartza,0.0
2015,,,Lizartza,Ehunekoa,Lizartza,0.0
2016,,,Lizartza,Ehunekoa,Lizartza,0.0
2017,,,Lizartza,Ehunekoa,Lizartza,0.0
2018,,,Lizartza,Ehunekoa,Lizartza,0.0
2019,,,Lizartza,Ehunekoa,Lizartza,0.0
2020,,,Lizartza,Ehunekoa,Lizartza,0.0
2021,,,Lizartza,Ehunekoa,Lizartza,0.0
2010,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.65
2011,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.57
2012,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.57
2013,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.71
2014,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.79
2015,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.79
2016,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.87
2017,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.74
2018,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.75
2019,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,0.94
2020,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,1.12
2021,,,Arrasate/Mondragón,Ehunekoa,Arrasate/Mondragón,1.48
2010,,,Mutriku,Ehunekoa,Mutriku,0.56
2011,,,Mutriku,Ehunekoa,Mutriku,0.56
2012,,,Mutriku,Ehunekoa,Mutriku,0.56
2013,,,Mutriku,Ehunekoa,Mutriku,0.56
2014,,,Mutriku,Ehunekoa,Mutriku,0.08
2015,,,Mutriku,Ehunekoa,Mutriku,0.08
2016,,,Mutriku,Ehunekoa,Mutriku,0.08
2017,,,Mutriku,Ehunekoa,Mutriku,0.08
2018,,,Mutriku,Ehunekoa,Mutriku,0.08
2019,,,Mutriku,Ehunekoa,Mutriku,0.15
2020,,,Mutriku,Ehunekoa,Mutriku,0.12
2021,,,Mutriku,Ehunekoa,Mutriku,0.07
2010,,,Mutiloa,Ehunekoa,Mutiloa,0.0
2011,,,Mutiloa,Ehunekoa,Mutiloa,0.0
2012,,,Mutiloa,Ehunekoa,Mutiloa,0.0
2013,,,Mutiloa,Ehunekoa,Mutiloa,0.0
2014,,,Mutiloa,Ehunekoa,Mutiloa,0.63
2015,,,Mutiloa,Ehunekoa,Mutiloa,0.0
2016,,,Mutiloa,Ehunekoa,Mutiloa,0.36
2017,,,Mutiloa,Ehunekoa,Mutiloa,2.98
2018,,,Mutiloa,Ehunekoa,Mutiloa,4.8
2019,,,Mutiloa,Ehunekoa,Mutiloa,5.06
2020,,,Mutiloa,Ehunekoa,Mutiloa,4.03
2021,,,Mutiloa,Ehunekoa,Mutiloa,3.97
2010,,,Olaberria,Ehunekoa,Olaberria,3.43
2011,,,Olaberria,Ehunekoa,Olaberria,4.02
2012,,,Olaberria,Ehunekoa,Olaberria,4.68
2013,,,Olaberria,Ehunekoa,Olaberria,4.72
2014,,,Olaberria,Ehunekoa,Olaberria,4.65
2015,,,Olaberria,Ehunekoa,Olaberria,4.76
2016,,,Olaberria,Ehunekoa,Olaberria,4.22
2017,,,Olaberria,Ehunekoa,Olaberria,4.44
2018,,,Olaberria,Ehunekoa,Olaberria,4.44
2019,,,Olaberria,Ehunekoa,Olaberria,4.85
2020,,,Olaberria,Ehunekoa,Olaberria,5.01
2021,,,Olaberria,Ehunekoa,Olaberria,5.23
2010,,,Oñati,Ehunekoa,Oñati,0.0
2011,,,Oñati,Ehunekoa,Oñati,0.02
2012,,,Oñati,Ehunekoa,Oñati,0.02
2013,,,Oñati,Ehunekoa,Oñati,0.07
2014,,,Oñati,Ehunekoa,Oñati,0.09
2015,,,Oñati,Ehunekoa,Oñati,0.1
2016,,,Oñati,Ehunekoa,Oñati,0.11
2017,,,Oñati,Ehunekoa,Oñati,0.12
2018,,,Oñati,Ehunekoa,Oñati,0.32
2019,,,Oñati,Ehunekoa,Oñati,0.78
2020,,,Oñati,Ehunekoa,Oñati,0.79
2021,,,Oñati,Ehunekoa,Oñati,0.65
2010,,Tolosaldea,,Ehunekoa,Tolosaldea,0.6
2011,,Tolosaldea,,Ehunekoa,Tolosaldea,0.64
2012,,Tolosaldea,,Ehunekoa,Tolosaldea,0.66
2013,,Tolosaldea,,Ehunekoa,Tolosaldea,0.68
2014,,Tolosaldea,,Ehunekoa,Tolosaldea,0.68
2015,,Tolosaldea,,Ehunekoa,Tolosaldea,0.59
2016,,Tolosaldea,,Ehunekoa,Tolosaldea,0.63
2017,,Tolosaldea,,Ehunekoa,Tolosaldea,0.78
2018,,Tolosaldea,,Ehunekoa,Tolosaldea,0.87
2019,,Tolosaldea,,Ehunekoa,Tolosaldea,1.37
2020,,Tolosaldea,,Ehunekoa,Tolosaldea,1.71
2021,,Tolosaldea,,Ehunekoa,Tolosaldea,1.95
2010,,,Orexa,Ehunekoa,Orexa,0.0
2011,,,Orexa,Ehunekoa,Orexa,0.0
2012,,,Orexa,Ehunekoa,Orexa,0.0
2013,,,Orexa,Ehunekoa,Orexa,0.0
2014,,,Orexa,Ehunekoa,Orexa,0.0
2015,,,Orexa,Ehunekoa,Orexa,0.0
2016,,,Orexa,Ehunekoa,Orexa,0.0
2017,,,Orexa,Ehunekoa,Orexa,0.0
2018,,,Orexa,Ehunekoa,Orexa,0.0
2019,,,Orexa,Ehunekoa,Orexa,0.0
2020,,,Orexa,Ehunekoa,Orexa,0.0
2021,,,Orexa,Ehunekoa,Orexa,0.0
2010,,,Orio,Ehunekoa,Orio,0.0
2011,,,Orio,Ehunekoa,Orio,0.0
2012,,,Orio,Ehunekoa,Orio,0.0
2013,,,Orio,Ehunekoa,Orio,0.0
2014,,,Orio,Ehunekoa,Orio,0.0
2015,,,Orio,Ehunekoa,Orio,0.0
2016,,,Orio,Ehunekoa,Orio,0.0
2017,,,Orio,Ehunekoa,Orio,0.0
2018,,,Orio,Ehunekoa,Orio,0.0
2019,,,Orio,Ehunekoa,Orio,0.0
2020,,,Orio,Ehunekoa,Orio,0.0
2021,,,Orio,Ehunekoa,Orio,0.0
2010,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2011,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2012,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2013,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2014,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2015,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2016,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2017,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2018,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2019,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2020,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.0
2021,,,Ormaiztegi,Ehunekoa,Ormaiztegi,0.88
2010,,,Oiartzun,Ehunekoa,Oiartzun,0.49
2011,,,Oiartzun,Ehunekoa,Oiartzun,0.67
2012,,,Oiartzun,Ehunekoa,Oiartzun,0.61
2013,,,Oiartzun,Ehunekoa,Oiartzun,0.54
2014,,,Oiartzun,Ehunekoa,Oiartzun,0.7
2015,,,Oiartzun,Ehunekoa,Oiartzun,0.62
2016,,,Oiartzun,Ehunekoa,Oiartzun,0.71
2017,,,Oiartzun,Ehunekoa,Oiartzun,0.88
2018,,,Oiartzun,Ehunekoa,Oiartzun,1.0
2019,,,Oiartzun,Ehunekoa,Oiartzun,1.32
2020,,,Oiartzun,Ehunekoa,Oiartzun,1.91
2021,,,Oiartzun,Ehunekoa,Oiartzun,2.39
2010,,,Pasaia,Ehunekoa,Pasaia,2.69
2011,,,Pasaia,Ehunekoa,Pasaia,2.69
2012,,,Pasaia,Ehunekoa,Pasaia,0.0
2013,,,Pasaia,Ehunekoa,Pasaia,0.0
2014,,,Pasaia,Ehunekoa,Pasaia,0.0
2015,,,Pasaia,Ehunekoa,Pasaia,0.0
2016,,,Pasaia,Ehunekoa,Pasaia,0.0
2017,,,Pasaia,Ehunekoa,Pasaia,0.0
2018,,,Pasaia,Ehunekoa,Pasaia,0.0
2019,,,Pasaia,Ehunekoa,Pasaia,0.0
2020,,,Pasaia,Ehunekoa,Pasaia,0.0
2021,,,Pasaia,Ehunekoa,Pasaia,0.0
2010,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,0.0
2011,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,0.0
2012,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,0.0
2013,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,0.15
2014,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,0.15
2015,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,0.15
2016,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,0.15
2017,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,1.83
2018,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,1.72
2019,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,2.74
2020,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,2.6
2021,,,Soraluze/Placencia de las Armas,Ehunekoa,Soraluze/Placencia de las Armas,2.42
2010,,,Errezil,Ehunekoa,Errezil,0.52
2011,,,Errezil,Ehunekoa,Errezil,0.54
2012,,,Errezil,Ehunekoa,Errezil,0.54
2013,,,Errezil,Ehunekoa,Errezil,1.11
2014,,,Errezil,Ehunekoa,Errezil,1.06
2015,,,Errezil,Ehunekoa,Errezil,1.9
2016,,,Errezil,Ehunekoa,Errezil,1.98
2017,,,Errezil,Ehunekoa,Errezil,1.85
2018,,,Errezil,Ehunekoa,Errezil,2.0
2019,,,Errezil,Ehunekoa,Errezil,2.39
2020,,,Errezil,Ehunekoa,Errezil,2.63
2021,,,Errezil,Ehunekoa,Errezil,3.35
2010,,,Errenteria,Ehunekoa,Errenteria,0.0
2011,,,Errenteria,Ehunekoa,Errenteria,0.0
2012,,,Errenteria,Ehunekoa,Errenteria,0.15
2013,,,Errenteria,Ehunekoa,Errenteria,0.15
2014,,,Errenteria,Ehunekoa,Errenteria,0.15
2015,,,Errenteria,Ehunekoa,Errenteria,0.15
2016,,,Errenteria,Ehunekoa,Errenteria,0.15
2017,,,Errenteria,Ehunekoa,Errenteria,0.15
2018,,,Errenteria,Ehunekoa,Errenteria,0.15
2019,,,Errenteria,Ehunekoa,Errenteria,0.26
2020,,,Errenteria,Ehunekoa,Errenteria,0.47
2021,,,Errenteria,Ehunekoa,Errenteria,1.56
2010,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2011,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2012,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2013,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2014,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2015,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2016,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2017,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2018,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2019,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2020,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2021,,,Leintz-Gatzaga,Ehunekoa,Leintz-Gatzaga,0.0
2010,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.39
2011,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.34
2012,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.34
2013,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.48
2014,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.35
2015,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.42
2016,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.43
2017,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.43
2018,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.43
2019,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.62
2020,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.71
2021,,,Donostia / San Sebastián,Ehunekoa,Donostia / San Sebastián,0.7
2010,,Urola Kosta,,Ehunekoa,Urola Kosta,0.81
2011,,Urola Kosta,,Ehunekoa,Urola Kosta,0.87
2012,,Urola Kosta,,Ehunekoa,Urola Kosta,0.82
2013,,Urola Kosta,,Ehunekoa,Urola Kosta,0.82
2014,,Urola Kosta,,Ehunekoa,Urola Kosta,0.83
2015,,Urola Kosta,,Ehunekoa,Urola Kosta,0.99
2016,,Urola Kosta,,Ehunekoa,Urola Kosta,1.03
2017,,Urola Kosta,,Ehunekoa,Urola Kosta,0.95
2018,,Urola Kosta,,Ehunekoa,Urola Kosta,1.18
2019,,Urola Kosta,,Ehunekoa,Urola Kosta,1.41
2020,,Urola Kosta,,Ehunekoa,Urola Kosta,1.55
2021,,Urola Kosta,,Ehunekoa,Urola Kosta,2.56
2010,,,Segura,Ehunekoa,Segura,0.0
2011,,,Segura,Ehunekoa,Segura,0.35
2012,,,Segura,Ehunekoa,Segura,0.37
2013,,,Segura,Ehunekoa,Segura,0.36
2014,,,Segura,Ehunekoa,Segura,0.8
2015,,,Segura,Ehunekoa,Segura,0.83
2016,,,Segura,Ehunekoa,Segura,0.81
2017,,,Segura,Ehunekoa,Segura,1.44
2018,,,Segura,Ehunekoa,Segura,1.46
2019,,,Segura,Ehunekoa,Segura,1.93
2020,,,Segura,Ehunekoa,Segura,2.41
2021,,,Segura,Ehunekoa,Segura,2.49
2010,,,Tolosa,Ehunekoa,Tolosa,1.22
2011,,,Tolosa,Ehunekoa,Tolosa,1.27
2012,,,Tolosa,Ehunekoa,Tolosa,1.31
2013,,,Tolosa,Ehunekoa,Tolosa,1.15
2014,,,Tolosa,Ehunekoa,Tolosa,1.44
2015,,,Tolosa,Ehunekoa,Tolosa,1.2
2016,,,Tolosa,Ehunekoa,Tolosa,1.1
2017,,,Tolosa,Ehunekoa,Tolosa,0.92
2018,,,Tolosa,Ehunekoa,Tolosa,1.24
2019,,,Tolosa,Ehunekoa,Tolosa,2.18
2020,,,Tolosa,Ehunekoa,Tolosa,2.27
2021,,,Tolosa,Ehunekoa,Tolosa,3.76
2010,,,Urnieta,Ehunekoa,Urnieta,1.56
2011,,,Urnieta,Ehunekoa,Urnieta,1.74
2012,,,Urnieta,Ehunekoa,Urnieta,1.74
2013,,,Urnieta,Ehunekoa,Urnieta,1.72
2014,,,Urnieta,Ehunekoa,Urnieta,1.72
2015,,,Urnieta,Ehunekoa,Urnieta,1.94
2016,,,Urnieta,Ehunekoa,Urnieta,1.87
2017,,,Urnieta,Ehunekoa,Urnieta,1.8
2018,,,Urnieta,Ehunekoa,Urnieta,1.92
2019,,,Urnieta,Ehunekoa,Urnieta,2.07
2020,,,Urnieta,Ehunekoa,Urnieta,1.99
2021,,,Urnieta,Ehunekoa,Urnieta,5.06
2010,,,Usurbil,Ehunekoa,Usurbil,0.34
