Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,,,Olaberria,PER_10000,Olaberria,44.2
2021,,,Olaberria,PER_10000,Olaberria,22.1
2022,,,Ondarroa,PER_10000,Ondarroa,40.8
2019,,,Ondarroa,PER_10000,Ondarroa,18.8
2020,,,Ondarroa,PER_10000,Ondarroa,26.0
2023,,,Ondarroa,PER_10000,Ondarroa,29.1
2021,,,Ondarroa,PER_10000,Ondarroa,14.3
2022,,,Oñati,PER_10000,Oñati,22.4
2020,,,Oñati,PER_10000,Oñati,13.8
2019,,,Oñati,PER_10000,Oñati,15.5
2021,,,Oñati,PER_10000,Oñati,5.2
2023,,,Oñati,PER_10000,Oñati,18.8
2019,,,Ordizia,PER_10000,Ordizia,21.6
2021,,,Ordizia,PER_10000,Ordizia,31.5
2023,,,Ordizia,PER_10000,Ordizia,32.8
2020,,,Ordizia,PER_10000,Ordizia,39.3
2022,,,Ordizia,PER_10000,Ordizia,42.8
2023,,,Orendain,PER_10000,Orendain,0.0
2019,,,Orendain,PER_10000,Orendain,92.6
2021,,,Orendain,PER_10000,Orendain,0.0
2020,,,Orendain,PER_10000,Orendain,87.0
2022,,,Orendain,PER_10000,Orendain,0.0
2022,,,Orexa,PER_10000,Orexa,0.0
2020,,,Orexa,PER_10000,Orexa,0.0
2019,,,Orexa,PER_10000,Orexa,0.0
2021,,,Orexa,PER_10000,Orexa,0.0
2023,,,Orexa,PER_10000,Orexa,0.0
2019,,,Orio,PER_10000,Orio,23.1
2023,,,Orio,PER_10000,Orio,42.9
2021,,,Orio,PER_10000,Orio,26.4
2020,,,Orio,PER_10000,Orio,36.1
2022,,,Orio,PER_10000,Orio,36.4
2021,,,Ormaiztegi,PER_10000,Ormaiztegi,0.0
2023,,,Ormaiztegi,PER_10000,Ormaiztegi,16.2
2022,,,Ormaiztegi,PER_10000,Ormaiztegi,16.2
2020,,,Ormaiztegi,PER_10000,Ormaiztegi,0.0
2019,,,Ormaiztegi,PER_10000,Ormaiztegi,15.5
2020,,,Orozko,PER_10000,Orozko,51.5
2021,,,Orozko,PER_10000,Orozko,36.1
2019,,,Orozko,PER_10000,Orozko,7.5
2023,,,Orozko,PER_10000,Orozko,22.0
2022,,,Orozko,PER_10000,Orozko,7.2
2019,,,Ortuella,PER_10000,Ortuella,65.2
2021,,,Ortuella,PER_10000,Ortuella,67.2
2022,,,Ortuella,PER_10000,Ortuella,50.7
2020,,,Ortuella,PER_10000,Ortuella,60.6
2023,,,Ortuella,PER_10000,Ortuella,54.9
2019,,,Otxandio,PER_10000,Otxandio,29.9
2021,,,Otxandio,PER_10000,Otxandio,0.0
2020,,,Otxandio,PER_10000,Otxandio,30.0
2023,,,Otxandio,PER_10000,Otxandio,77.0
2022,,,Otxandio,PER_10000,Otxandio,0.0
2023,,,Oyón-Oion,PER_10000,Oyón-Oion,51.8
2020,,,Oyón-Oion,PER_10000,Oyón-Oion,40.2
2019,,,Oyón-Oion,PER_10000,Oyón-Oion,11.6
2021,,,Oyón-Oion,PER_10000,Oyón-Oion,17.1
2022,,,Oyón-Oion,PER_10000,Oyón-Oion,22.7
2020,,,Pasaia,PER_10000,Pasaia,41.5
2022,,,Pasaia,PER_10000,Pasaia,51.1
2019,,,Pasaia,PER_10000,Pasaia,47.2
2021,,,Pasaia,PER_10000,Pasaia,46.5
2023,,,Pasaia,PER_10000,Pasaia,52.0
2021,,,Peñacerrada-Urizaharra,PER_10000,Peñacerrada-Urizaharra,0.0
2020,,,Peñacerrada-Urizaharra,PER_10000,Peñacerrada-Urizaharra,78.1
2019,,,Peñacerrada-Urizaharra,PER_10000,Peñacerrada-Urizaharra,0.0
2023,,,Peñacerrada-Urizaharra,PER_10000,Peñacerrada-Urizaharra,0.0
2022,,,Peñacerrada-Urizaharra,PER_10000,Peñacerrada-Urizaharra,0.0
2019,,,Plentzia,PER_10000,Plentzia,35.6
2020,,,Plentzia,PER_10000,Plentzia,52.4
2022,,,Plentzia,PER_10000,Plentzia,43.7
2021,,,Plentzia,PER_10000,Plentzia,30.4
2023,,,Plentzia,PER_10000,Plentzia,30.6
2023,,,Portugalete,PER_10000,Portugalete,49.7
2019,,,Portugalete,PER_10000,Portugalete,34.9
2022,,,Portugalete,PER_10000,Portugalete,42.5
2021,,,Portugalete,PER_10000,Portugalete,44.3
2020,,,Portugalete,PER_10000,Portugalete,35.9
2022,,,Ribera Baja / Erriberabeitia,PER_10000,Ribera Baja / Erriberabeitia,80.3
2019,,,Ribera Baja / Erriberabeitia,PER_10000,Ribera Baja / Erriberabeitia,0.0
2023,,,Ribera Baja / Erriberabeitia,PER_10000,Ribera Baja / Erriberabeitia,39.4
2020,,,Ribera Baja / Erriberabeitia,PER_10000,Ribera Baja / Erriberabeitia,66.7
2021,,,Ribera Baja / Erriberabeitia,PER_10000,Ribera Baja / Erriberabeitia,13.5
2023,,,Samaniego,PER_10000,Samaniego,0.0
2019,,,Samaniego,PER_10000,Samaniego,0.0
2022,,,Samaniego,PER_10000,Samaniego,69.9
2020,,,Samaniego,PER_10000,Samaniego,0.0
2021,,,Samaniego,PER_10000,Samaniego,0.0
2020,,,San Millán / Donemiliaga,PER_10000,San Millán / Donemiliaga,61.7
2021,,,San Millán / Donemiliaga,PER_10000,San Millán / Donemiliaga,30.3
2022,,,San Millán / Donemiliaga,PER_10000,San Millán / Donemiliaga,29.8
2019,,,San Millán / Donemiliaga,PER_10000,San Millán / Donemiliaga,94.0
2023,,,San Millán / Donemiliaga,PER_10000,San Millán / Donemiliaga,60.8
2023,,,Santurtzi,PER_10000,Santurtzi,63.0
2022,,,Santurtzi,PER_10000,Santurtzi,59.8
2021,,,Santurtzi,PER_10000,Santurtzi,55.3
2020,,,Santurtzi,PER_10000,Santurtzi,37.8
2019,,,Santurtzi,PER_10000,Santurtzi,33.6
2019,,,Segura,PER_10000,Segura,0.0
2021,,,Segura,PER_10000,Segura,0.0
2023,,,Segura,PER_10000,Segura,0.0
2022,,,Segura,PER_10000,Segura,0.0
2020,,,Segura,PER_10000,Segura,26.7
2021,,,Sestao,PER_10000,Sestao,73.3
2019,,,Sestao,PER_10000,Sestao,77.1
2023,,,Sestao,PER_10000,Sestao,84.7
2022,,,Sestao,PER_10000,Sestao,72.7
2020,,,Sestao,PER_10000,Sestao,87.4
2023,,,Sondika,PER_10000,Sondika,33.8
2020,,,Sondika,PER_10000,Sondika,21.2
2019,,,Sondika,PER_10000,Sondika,21.2
2022,,,Sondika,PER_10000,Sondika,16.9
2021,,,Sondika,PER_10000,Sondika,46.9
2023,,,Sopela,PER_10000,Sopela,20.1
2020,,,Sopela,PER_10000,Sopela,22.5
2019,,,Sopela,PER_10000,Sopela,21.2
2022,,,Sopela,PER_10000,Sopela,26.1
2021,,,Sopela,PER_10000,Sopela,42.9
2023,,,Sopuerta,PER_10000,Sopuerta,14.6
2019,,,Sopuerta,PER_10000,Sopuerta,15.9
2022,,,Sopuerta,PER_10000,Sopuerta,0.0
2021,,,Sopuerta,PER_10000,Sopuerta,37.2
2020,,,Sopuerta,PER_10000,Sopuerta,23.1
2021,,,Soraluze-Placencia de las Armas,PER_10000,Soraluze-Placencia de las Armas,37.3
2019,,,Soraluze-Placencia de las Armas,PER_10000,Soraluze-Placencia de las Armas,30.5
2020,,,Soraluze-Placencia de las Armas,PER_10000,Soraluze-Placencia de las Armas,31.1
2022,,,Soraluze-Placencia de las Armas,PER_10000,Soraluze-Placencia de las Armas,49.6
2023,,,Soraluze-Placencia de las Armas,PER_10000,Soraluze-Placencia de las Armas,27.7
2020,,,Sukarrieta,PER_10000,Sukarrieta,0.0
2019,,,Sukarrieta,PER_10000,Sukarrieta,59.9
2023,,,Sukarrieta,PER_10000,Sukarrieta,57.1
2022,,,Sukarrieta,PER_10000,Sukarrieta,58.5
2021,,,Sukarrieta,PER_10000,Sukarrieta,0.0
2023,,,Tolosa,PER_10000,Tolosa,44.9
2020,,,Tolosa,PER_10000,Tolosa,21.8
2022,,,Tolosa,PER_10000,Tolosa,35.2
2021,,,Tolosa,PER_10000,Tolosa,37.5
2019,,,Tolosa,PER_10000,Tolosa,21.1
2021,,,Trucios-Turtzioz,PER_10000,Trucios-Turtzioz,0.0
2022,,,Trucios-Turtzioz,PER_10000,Trucios-Turtzioz,0.0
2019,,,Trucios-Turtzioz,PER_10000,Trucios-Turtzioz,39.4
2020,,,Trucios-Turtzioz,PER_10000,Trucios-Turtzioz,0.0
2023,,,Trucios-Turtzioz,PER_10000,Trucios-Turtzioz,152.7
2021,,,Ubide,PER_10000,Ubide,0.0
2020,,,Ubide,PER_10000,Ubide,0.0
2019,,,Ubide,PER_10000,Ubide,0.0
2023,,,Ubide,PER_10000,Ubide,112.4
2022,,,Ubide,PER_10000,Ubide,0.0
2021,,,Ugao-Miraballes,PER_10000,Ugao-Miraballes,54.4
2020,,,Ugao-Miraballes,PER_10000,Ugao-Miraballes,64.1
2019,,,Ugao-Miraballes,PER_10000,Ugao-Miraballes,39.5
2022,,,Ugao-Miraballes,PER_10000,Ugao-Miraballes,39.4
2023,,,Ugao-Miraballes,PER_10000,Ugao-Miraballes,19.6
2020,,,Urduliz,PER_10000,Urduliz,29.7
2019,,,Urduliz,PER_10000,Urduliz,23.1
2023,,,Urduliz,PER_10000,Urduliz,28.5
2022,,,Urduliz,PER_10000,Urduliz,18.9
2021,,,Urduliz,PER_10000,Urduliz,39.5
2022,,,Urduña / Orduña,PER_10000,Urduña / Orduña,55.2
2019,,,Urduña / Orduña,PER_10000,Urduña / Orduña,54.5
2023,,,Urduña / Orduña,PER_10000,Urduña / Orduña,35.2
2021,,,Urduña / Orduña,PER_10000,Urduña / Orduña,35.2
2020,,,Urduña / Orduña,PER_10000,Urduña / Orduña,24.9
2021,,,Urkabustaiz,PER_10000,Urkabustaiz,0.0
2019,,,Urkabustaiz,PER_10000,Urkabustaiz,29.4
2020,,,Urkabustaiz,PER_10000,Urkabustaiz,43.6
2022,,,Urkabustaiz,PER_10000,Urkabustaiz,29.0
2023,,,Urkabustaiz,PER_10000,Urkabustaiz,0.0
2021,,,Urnieta,PER_10000,Urnieta,26.0
2019,,,Urnieta,PER_10000,Urnieta,16.1
2022,,,Urnieta,PER_10000,Urnieta,52.2
2023,,,Urnieta,PER_10000,Urnieta,35.6
2020,,,Urnieta,PER_10000,Urnieta,54.9
2022,,,Urretxu,PER_10000,Urretxu,5.9
2019,,,Urretxu,PER_10000,Urretxu,17.6
2021,,,Urretxu,PER_10000,Urretxu,53.1
2023,,,Urretxu,PER_10000,Urretxu,23.6
2020,,,Urretxu,PER_10000,Urretxu,26.5
2023,,,Usurbil,PER_10000,Usurbil,15.7
2021,,,Usurbil,PER_10000,Usurbil,9.8
2020,,,Usurbil,PER_10000,Usurbil,19.5
2022,,,Usurbil,PER_10000,Usurbil,16.2
2019,,,Usurbil,PER_10000,Usurbil,67.5
2021,,,Valdegovía / Gaubea,PER_10000,Valdegovía / Gaubea,57.1
2020,,,Valdegovía / Gaubea,PER_10000,Valdegovía / Gaubea,40.2
2023,,,Valdegovía / Gaubea,PER_10000,Valdegovía / Gaubea,97.3
2019,,,Valdegovía / Gaubea,PER_10000,Valdegovía / Gaubea,41.7
2022,,,Valdegovía / Gaubea,PER_10000,Valdegovía / Gaubea,56.5
2021,,,Valle de Trápaga-Trapagaran,PER_10000,Valle de Trápaga-Trapagaran,68.8
2020,,,Valle de Trápaga-Trapagaran,PER_10000,Valle de Trápaga-Trapagaran,31.0
2019,,,Valle de Trápaga-Trapagaran,PER_10000,Valle de Trápaga-Trapagaran,40.6
2023,,,Valle de Trápaga-Trapagaran,PER_10000,Valle de Trápaga-Trapagaran,51.0
2022,,,Valle de Trápaga-Trapagaran,PER_10000,Valle de Trápaga-Trapagaran,63.9
2020,,,Villabona,PER_10000,Villabona,30.5
2019,,,Villabona,PER_10000,Villabona,40.3
2021,,,Villabona,PER_10000,Villabona,20.6
2023,,,Villabona,PER_10000,Villabona,30.5
2022,,,Villabona,PER_10000,Villabona,30.9
2021,,,Villabuena de Álava / Eskuernaga,PER_10000,Villabuena de Álava / Eskuernaga,70.9
2022,,,Villabuena de Álava / Eskuernaga,PER_10000,Villabuena de Álava / Eskuernaga,71.9
2019,,,Villabuena de Álava / Eskuernaga,PER_10000,Villabuena de Álava / Eskuernaga,69.0
2020,,,Villabuena de Álava / Eskuernaga,PER_10000,Villabuena de Álava / Eskuernaga,0.0
2023,,,Villabuena de Álava / Eskuernaga,PER_10000,Villabuena de Álava / Eskuernaga,144.9
2023,,,Vitoria-Gasteiz,PER_10000,Vitoria-Gasteiz,50.4
2021,,,Vitoria-Gasteiz,PER_10000,Vitoria-Gasteiz,36.8
2020,,,Vitoria-Gasteiz,PER_10000,Vitoria-Gasteiz,34.4
2019,,,Vitoria-Gasteiz,PER_10000,Vitoria-Gasteiz,39.7
2022,,,Vitoria-Gasteiz,PER_10000,Vitoria-Gasteiz,42.8
2021,,,Yécora / Iekora,PER_10000,Yécora / Iekora,86.2
2023,,,Yécora / Iekora,PER_10000,Yécora / Iekora,0.0
2019,,,Yécora / Iekora,PER_10000,Yécora / Iekora,0.0
2022,,,Yécora / Iekora,PER_10000,Yécora / Iekora,0.0
2020,,,Yécora / Iekora,PER_10000,Yécora / Iekora,0.0
2022,,,Zaldibar,PER_10000,Zaldibar,13.3
2021,,,Zaldibar,PER_10000,Zaldibar,6.6
2020,,,Zaldibar,PER_10000,Zaldibar,26.4
2019,,,Zaldibar,PER_10000,Zaldibar,26.4
2023,,,Zaldibar,PER_10000,Zaldibar,60.0
2019,,,Zaldibia,PER_10000,Zaldibia,0.0
2023,,,Zaldibia,PER_10000,Zaldibia,0.0
2021,,,Zaldibia,PER_10000,Zaldibia,12.4
2020,,,Zaldibia,PER_10000,Zaldibia,0.0
2022,,,Zaldibia,PER_10000,Zaldibia,0.0
2019,,,Zalduondo,PER_10000,Zalduondo,0.0
2021,,,Zalduondo,PER_10000,Zalduondo,0.0
2023,,,Zalduondo,PER_10000,Zalduondo,0.0
2022,,,Zalduondo,PER_10000,Zalduondo,0.0
2020,,,Zalduondo,PER_10000,Zalduondo,0.0
2021,,,Zalla,PER_10000,Zalla,49.6
2020,,,Zalla,PER_10000,Zalla,35.0
2019,,,Zalla,PER_10000,Zalla,32.6
2022,,,Zalla,PER_10000,Zalla,28.3
2023,,,Zalla,PER_10000,Zalla,59.5
2019,,,Zambrana,PER_10000,Zambrana,47.8
2021,,,Zambrana,PER_10000,Zambrana,0.0
2022,,,Zambrana,PER_10000,Zambrana,52.4
2020,,,Zambrana,PER_10000,Zambrana,47.4
2023,,,Zambrana,PER_10000,Zambrana,0.0
2023,,,Zamudio,PER_10000,Zamudio,62.0
2022,,,Zamudio,PER_10000,Zamudio,87.0
2020,,,Zamudio,PER_10000,Zamudio,36.6
2021,,,Zamudio,PER_10000,Zamudio,68.2
2019,,,Zamudio,PER_10000,Zamudio,18.1
2019,,,Zaratamo,PER_10000,Zaratamo,23.9
2020,,,Zaratamo,PER_10000,Zaratamo,106.6
2023,,,Zaratamo,PER_10000,Zaratamo,12.3
2022,,,Zaratamo,PER_10000,Zaratamo,24.7
2021,,,Zaratamo,PER_10000,Zaratamo,71.7
2020,,,Zarautz,PER_10000,Zarautz,10.8
2022,,,Zarautz,PER_10000,Zarautz,31.1
2019,,,Zarautz,PER_10000,Zarautz,13.4
2021,,,Zarautz,PER_10000,Zarautz,18.4
2023,,,Zarautz,PER_10000,Zarautz,30.0
2022,,,Zeanuri,PER_10000,Zeanuri,47.4
2020,,,Zeanuri,PER_10000,Zeanuri,32.8
2019,,,Zeanuri,PER_10000,Zeanuri,16.6
2021,,,Zeanuri,PER_10000,Zeanuri,48.1
2023,,,Zeanuri,PER_10000,Zeanuri,15.9
2019,,,Zeberio,PER_10000,Zeberio,37.2
2023,,,Zeberio,PER_10000,Zeberio,54.9
2021,,,Zeberio,PER_10000,Zeberio,37.4
2020,,,Zeberio,PER_10000,Zeberio,37.2
2022,,,Zeberio,PER_10000,Zeberio,18.8
2022,,,Zegama,PER_10000,Zegama,13.6
2020,,,Zegama,PER_10000,Zegama,13.5
2021,,,Zegama,PER_10000,Zegama,13.4
2019,,,Zegama,PER_10000,Zegama,0.0
2023,,,Zegama,PER_10000,Zegama,0.0
2020,,,Zerain,PER_10000,Zerain,68.0
2021,,,Zerain,PER_10000,Zerain,0.0
2019,,,Zerain,PER_10000,Zerain,137.9
2023,,,Zerain,PER_10000,Zerain,0.0
2022,,,Zerain,PER_10000,Zerain,0.0
2020,,,Zestoa,PER_10000,Zestoa,27.3
2023,,,Zestoa,PER_10000,Zestoa,27.4
2019,,,Zestoa,PER_10000,Zestoa,16.3
2022,,,Zestoa,PER_10000,Zestoa,44.6
2021,,,Zestoa,PER_10000,Zestoa,22.3
2023,,,Zierbena,PER_10000,Zierbena,99.7
2019,,,Zierbena,PER_10000,Zierbena,14.1
2022,,,Zierbena,PER_10000,Zierbena,86.7
2020,,,Zierbena,PER_10000,Zierbena,84.2
2021,,,Zierbena,PER_10000,Zierbena,85.5
2019,,,Zigoitia,PER_10000,Zigoitia,0.0
2022,,,Zigoitia,PER_10000,Zigoitia,47.4
2020,,,Zigoitia,PER_10000,Zigoitia,12.3
2021,,,Zigoitia,PER_10000,Zigoitia,23.7
2023,,,Zigoitia,PER_10000,Zigoitia,34.8
2020,,,Ziortza-Bolibar,PER_10000,Ziortza-Bolibar,0.0
2021,,,Ziortza-Bolibar,PER_10000,Ziortza-Bolibar,0.0
2019,,,Ziortza-Bolibar,PER_10000,Ziortza-Bolibar,0.0
2023,,,Ziortza-Bolibar,PER_10000,Ziortza-Bolibar,0.0
2022,,,Ziortza-Bolibar,PER_10000,Ziortza-Bolibar,160.4
2020,,,Zizurkil,PER_10000,Zizurkil,20.2
2023,,,Zizurkil,PER_10000,Zizurkil,20.8
2019,,,Zizurkil,PER_10000,Zizurkil,13.2
2022,,,Zizurkil,PER_10000,Zizurkil,27.8
2021,,,Zizurkil,PER_10000,Zizurkil,34.5
2019,,,Zuia,PER_10000,Zuia,0.0
2021,,,Zuia,PER_10000,Zuia,8.9
2020,,,Zuia,PER_10000,Zuia,17.7
2022,,,Zuia,PER_10000,Zuia,17.9
2023,,,Zuia,PER_10000,Zuia,34.3
2020,,,Zumaia,PER_10000,Zumaia,12.0
2022,,,Zumaia,PER_10000,Zumaia,19.7
2019,,,Zumaia,PER_10000,Zumaia,22.2
2021,,,Zumaia,PER_10000,Zumaia,21.8
2023,,,Zumaia,PER_10000,Zumaia,15.8
2023,,,Zumarraga,PER_10000,Zumarraga,24.7
2019,,,Zumarraga,PER_10000,Zumarraga,11.2
2020,,,Zumarraga,PER_10000,Zumarraga,12.3
2022,,,Zumarraga,PER_10000,Zumarraga,18.6
2021,,,Zumarraga,PER_10000,Zumarraga,9.1
2020,,Añana (eskualdea),,PER_10000,Añana (eskualdea),42.4
2023,,Añana (eskualdea),,PER_10000,Añana (eskualdea),31.4
2019,,Añana (eskualdea),,PER_10000,Añana (eskualdea),28.8
2022,,Añana (eskualdea),,PER_10000,Añana (eskualdea),52.7
2021,,Añana (eskualdea),,PER_10000,Añana (eskualdea),38.5
2023,,Arabako Errioxa / Rioja Alavesa,,PER_10000,Arabako Errioxa / Rioja Alavesa,32.0
2019,,Arabako Errioxa / Rioja Alavesa,,PER_10000,Arabako Errioxa / Rioja Alavesa,21.4
2022,,Arabako Errioxa / Rioja Alavesa,,PER_10000,Arabako Errioxa / Rioja Alavesa,22.9
2020,,Arabako Errioxa / Rioja Alavesa,,PER_10000,Arabako Errioxa / Rioja Alavesa,26.6
2021,,Arabako Errioxa / Rioja Alavesa,,PER_10000,Arabako Errioxa / Rioja Alavesa,19.5
2020,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_10000,Arabako Kantaurialdea / Cantábrica Alavesa,20.4
2021,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_10000,Arabako Kantaurialdea / Cantábrica Alavesa,24.5
2019,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_10000,Arabako Kantaurialdea / Cantábrica Alavesa,26.6
2023,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_10000,Arabako Kantaurialdea / Cantábrica Alavesa,39.9
2022,,Arabako Kantaurialdea / Cantábrica Alavesa,,PER_10000,Arabako Kantaurialdea / Cantábrica Alavesa,41.7
2022,,Arabako Lautada / Llanada Alavesa,,PER_10000,Arabako Lautada / Llanada Alavesa,42.9
2019,,Arabako Lautada / Llanada Alavesa,,PER_10000,Arabako Lautada / Llanada Alavesa,38.8
2020,,Arabako Lautada / Llanada Alavesa,,PER_10000,Arabako Lautada / Llanada Alavesa,35.1
2021,,Arabako Lautada / Llanada Alavesa,,PER_10000,Arabako Lautada / Llanada Alavesa,36.0
2023,,Arabako Lautada / Llanada Alavesa,,PER_10000,Arabako Lautada / Llanada Alavesa,50.1
2019,,Arabako Mendialdea / Montaña Alavesa,,PER_10000,Arabako Mendialdea / Montaña Alavesa,7.5
2022,,Arabako Mendialdea / Montaña Alavesa,,PER_10000,Arabako Mendialdea / Montaña Alavesa,13.8
2023,,Arabako Mendialdea / Montaña Alavesa,,PER_10000,Arabako Mendialdea / Montaña Alavesa,41.8
2020,,Arabako Mendialdea / Montaña Alavesa,,PER_10000,Arabako Mendialdea / Montaña Alavesa,14.6
2021,,Arabako Mendialdea / Montaña Alavesa,,PER_10000,Arabako Mendialdea / Montaña Alavesa,13.9
2023,,Arratia Nerbioi / Arratia-Nervión,,PER_10000,Arratia Nerbioi / Arratia-Nervión,46.7
2022,,Arratia Nerbioi / Arratia-Nervión,,PER_10000,Arratia Nerbioi / Arratia-Nervión,36.7
2019,,Arratia Nerbioi / Arratia-Nervión,,PER_10000,Arratia Nerbioi / Arratia-Nervión,33.7
2021,,Arratia Nerbioi / Arratia-Nervión,,PER_10000,Arratia Nerbioi / Arratia-Nervión,33.4
2020,,Arratia Nerbioi / Arratia-Nervión,,PER_10000,Arratia Nerbioi / Arratia-Nervión,40.1
2023,,Bidasoa Beherea / Bajo Bidasoa,,PER_10000,Bidasoa Beherea / Bajo Bidasoa,62.4
2021,,Bidasoa Beherea / Bajo Bidasoa,,PER_10000,Bidasoa Beherea / Bajo Bidasoa,44.3
2019,,Bidasoa Beherea / Bajo Bidasoa,,PER_10000,Bidasoa Beherea / Bajo Bidasoa,46.7
2020,,Bidasoa Beherea / Bajo Bidasoa,,PER_10000,Bidasoa Beherea / Bajo Bidasoa,40.0
2022,,Bidasoa Beherea / Bajo Bidasoa,,PER_10000,Bidasoa Beherea / Bajo Bidasoa,54.6
2019,,Bilbo Handia / Gran Bilbao,,PER_10000,Bilbo Handia / Gran Bilbao,39.5
2021,,Bilbo Handia / Gran Bilbao,,PER_10000,Bilbo Handia / Gran Bilbao,37.4
2020,,Bilbo Handia / Gran Bilbao,,PER_10000,Bilbo Handia / Gran Bilbao,37.1
2023,,Bilbo Handia / Gran Bilbao,,PER_10000,Bilbo Handia / Gran Bilbao,46.0
2022,,Bilbo Handia / Gran Bilbao,,PER_10000,Bilbo Handia / Gran Bilbao,41.8
2019,,Debabarrena / Bajo Deba,,PER_10000,Debabarrena / Bajo Deba,26.5
2023,,Debabarrena / Bajo Deba,,PER_10000,Debabarrena / Bajo Deba,41.7
2021,,Debabarrena / Bajo Deba,,PER_10000,Debabarrena / Bajo Deba,38.2
2022,,Debabarrena / Bajo Deba,,PER_10000,Debabarrena / Bajo Deba,52.4
2020,,Debabarrena / Bajo Deba,,PER_10000,Debabarrena / Bajo Deba,34.0
2020,,Debagoiena / Alto Deba,,PER_10000,Debagoiena / Alto Deba,15.7
2019,,Debagoiena / Alto Deba,,PER_10000,Debagoiena / Alto Deba,23.5
2022,,Debagoiena / Alto Deba,,PER_10000,Debagoiena / Alto Deba,36.4
2021,,Debagoiena / Alto Deba,,PER_10000,Debagoiena / Alto Deba,27.0
2023,,Debagoiena / Alto Deba,,PER_10000,Debagoiena / Alto Deba,34.3
2022,,Donostialdea,,PER_10000,Donostialdea,41.8
2020,,Donostialdea,,PER_10000,Donostialdea,34.5
2023,,Donostialdea,,PER_10000,Donostialdea,41.0
2019,,Donostialdea,,PER_10000,Donostialdea,40.2
2021,,Donostialdea,,PER_10000,Donostialdea,34.8
2019,,Durangaldea / Duranguesado,,PER_10000,Durangaldea / Duranguesado,24.1
2020,,Durangaldea / Duranguesado,,PER_10000,Durangaldea / Duranguesado,23.5
2023,,Durangaldea / Duranguesado,,PER_10000,Durangaldea / Duranguesado,35.3
2022,,Durangaldea / Duranguesado,,PER_10000,Durangaldea / Duranguesado,34.1
2021,,Durangaldea / Duranguesado,,PER_10000,Durangaldea / Duranguesado,25.1
2023,,Enkartazioak / Encartaciones,,PER_10000,Enkartazioak / Encartaciones,40.6
2019,,Enkartazioak / Encartaciones,,PER_10000,Enkartazioak / Encartaciones,27.8
2021,,Enkartazioak / Encartaciones,,PER_10000,Enkartazioak / Encartaciones,35.0
2020,,Enkartazioak / Encartaciones,,PER_10000,Enkartazioak / Encartaciones,34.5
2022,,Enkartazioak / Encartaciones,,PER_10000,Enkartazioak / Encartaciones,36.9
2022,,Gernika-Bermeo,,PER_10000,Gernika-Bermeo,31.4
2019,,Gernika-Bermeo,,PER_10000,Gernika-Bermeo,39.3
2020,,Gernika-Bermeo,,PER_10000,Gernika-Bermeo,47.3
2023,,Gernika-Bermeo,,PER_10000,Gernika-Bermeo,32.9
2021,,Gernika-Bermeo,,PER_10000,Gernika-Bermeo,34.5
2020,,Goierri,,PER_10000,Goierri,24.9
2023,,Goierri,,PER_10000,Goierri,29.0
2019,,Goierri,,PER_10000,Goierri,18.5
2021,,Goierri,,PER_10000,Goierri,26.0
2022,,Goierri,,PER_10000,Goierri,26.5
2019,,Gorbeialdea / Estribaciones del Gorbea,,PER_10000,Gorbeialdea / Estribaciones del Gorbea,14.3
2020,,Gorbeialdea / Estribaciones del Gorbea,,PER_10000,Gorbeialdea / Estribaciones del Gorbea,23.5
2023,,Gorbeialdea / Estribaciones del Gorbea,,PER_10000,Gorbeialdea / Estribaciones del Gorbea,27.1
2021,,Gorbeialdea / Estribaciones del Gorbea,,PER_10000,Gorbeialdea / Estribaciones del Gorbea,25.5
2022,,Gorbeialdea / Estribaciones del Gorbea,,PER_10000,Gorbeialdea / Estribaciones del Gorbea,25.5
2020,,Markina-Ondarroa,,PER_10000,Markina-Ondarroa,20.9
2019,,Markina-Ondarroa,,PER_10000,Markina-Ondarroa,16.2
2023,,Markina-Ondarroa,,PER_10000,Markina-Ondarroa,26.8
2022,,Markina-Ondarroa,,PER_10000,Markina-Ondarroa,29.9
2021,,Markina-Ondarroa,,PER_10000,Markina-Ondarroa,19.5
2023,,Plentzia-Mungia,,PER_10000,Plentzia-Mungia,27.4
2021,,Plentzia-Mungia,,PER_10000,Plentzia-Mungia,34.4
2019,,Plentzia-Mungia,,PER_10000,Plentzia-Mungia,20.6
2020,,Plentzia-Mungia,,PER_10000,Plentzia-Mungia,30.5
2022,,Plentzia-Mungia,,PER_10000,Plentzia-Mungia,25.1
2021,,Tolosaldea,,PER_10000,Tolosaldea,27.5
2022,,Tolosaldea,,PER_10000,Tolosaldea,48.2
2020,,Tolosaldea,,PER_10000,Tolosaldea,27.0
2019,,Tolosaldea,,PER_10000,Tolosaldea,23.5
2023,,Tolosaldea,,PER_10000,Tolosaldea,30.9
2019,,Urola Kosta,,PER_10000,Urola Kosta,14.1
2023,,Urola Kosta,,PER_10000,Urola Kosta,22.8
2020,,Urola Kosta,,PER_10000,Urola Kosta,18.5
2022,,Urola Kosta,,PER_10000,Urola Kosta,24.7
2021,,Urola Kosta,,PER_10000,Urola Kosta,17.7
