Year,Serie,Sexo,Cobertura,Residencia,Discapacidad,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2020,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,16.9
2021,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,16.9
2022,RGI,Hombre,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,21.1
2014,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,21.3
2015,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,24.4
2016,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,22.3
2017,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,25.0
2018,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,23.4
2019,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,23.8
2020,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,23.9
2021,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,26.8
2022,RGI,Mujer,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,29.8
2014,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,70.9
2015,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,74.3
2016,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,90.3
2017,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,73.0
2018,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,56.3
2019,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,44.0
2020,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,44.2
2021,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,51.1
2022,RGI,,TIT,MIGRANT,,,,Lemoa,Por 1.000 habitantes,Lemoa,66.3
2010,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,18.7
2011,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,17.8
2012,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,19.5
2013,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,24.1
2014,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,21.7
2015,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,23.6
2016,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,24.6
2017,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,24.5
2018,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,22.2
2019,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,21.2
2020,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,20.4
2021,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,21.8
2022,RGI,,TIT,,,,,Lemoa,Por 1.000 habitantes,Lemoa,25.4
2014,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,21.5
2015,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,16.6
2016,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,19.5
2017,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,13.5
2018,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.1
2019,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,14.9
2020,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.9
2021,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,11.5
2022,RGI,Hombre,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,17.1
2014,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,18.9
2015,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,22.4
2016,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,30.0
2017,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,22.7
2018,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,26.1
2019,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.4
2020,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.9
2021,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,20.7
2022,RGI,Mujer,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,17.2
2014,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,69.0
2015,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,62.5
2016,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,64.5
2017,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,37.0
2018,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,30.3
2019,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,108.1
2020,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,105.3
2021,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,46.5
2022,RGI,,TIT,MIGRANT,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,111.1
2010,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.3
2011,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,13.7
2012,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,16.5
2013,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,19.3
2014,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,20.3
2015,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,19.3
2016,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,24.3
2017,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,17.7
2018,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,20.2
2019,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.1
2020,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.9
2021,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,15.9
2022,RGI,,TIT,,,,,Lemoiz,Por 1.000 habitantes,Lemoiz,17.2
2014,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,20.0
2015,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,18.3
2016,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,16.8
2017,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,14.6
2018,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,16.2
2019,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,14.8
2020,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,13.2
2021,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,14.3
2022,RGI,Hombre,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,13.4
2014,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,23.1
2015,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,24.7
2016,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,21.5
2017,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,18.3
2018,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,17.7
2019,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,15.9
2020,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,16.8
2021,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,16.3
2022,RGI,Mujer,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,15.0
2014,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,89.6
2015,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,79.2
2016,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,67.9
2017,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,48.8
2018,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,49.7
2019,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,38.9
2020,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,35.7
2021,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,50.5
2022,RGI,,TIT,MIGRANT,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,45.6
2010,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,17.2
2011,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,18.7
2012,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,21.7
2013,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,21.1
2014,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,21.6
2015,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,21.6
2016,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,19.2
2017,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,16.5
2018,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,17.0
2019,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,15.4
2020,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,15.0
2021,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,15.3
2022,RGI,,TIT,,,,,Lekeitio,Por 1.000 habitantes,Lekeitio,14.2
2014,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,18.1
2015,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,13.6
2016,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,18.5
2017,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,11.8
2018,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,10.0
2019,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,9.9
2020,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,13.5
2021,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,13.5
2022,RGI,Hombre,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,8.5
2014,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,9.9
2015,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,5.1
2016,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,5.1
2017,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,8.6
2018,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,7.0
2019,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,8.6
2020,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,11.9
2021,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,8.5
2022,RGI,Mujer,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,5.2
2014,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,60.0
2015,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2016,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2017,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,25.6
2018,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,24.4
2019,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,57.7
2020,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,102.0
2021,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,65.6
2022,RGI,,TIT,MIGRANT,,,,Mallabia,Por 1.000 habitantes,Mallabia,30.8
2010,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,13.5
2011,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,12.6
2012,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,14.0
2013,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,13.2
2014,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,14.0
2015,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,9.4
2016,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,11.9
2017,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,10.2
2018,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,8.5
2019,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,9.2
2020,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,12.7
2021,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,11.0
2022,RGI,,TIT,,,,,Mallabia,Por 1.000 habitantes,Mallabia,6.9
2014,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,10.9
2015,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,10.9
2016,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,10.9
2017,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,14.8
2018,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,11.4
2019,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,11.6
2020,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,11.4
2021,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,7.6
2022,RGI,Hombre,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,10.9
2014,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,16.3
2015,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,8.2
2016,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,20.2
2017,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,24.1
2018,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,7.9
2019,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,11.4
2020,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,11.9
2021,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,19.8
2022,RGI,Mujer,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,15.8
2014,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,27.8
2015,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,47.6
2016,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,71.4
2017,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,100.0
2018,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,74.1
2019,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,66.7
2020,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,71.4
2021,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,33.3
2022,RGI,,TIT,MIGRANT,,,,Mañaria,Por 1.000 habitantes,Mañaria,66.7
2010,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,7.8
2011,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,5.9
2012,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,7.8
2013,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,10.0
2014,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,13.4
2015,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,9.7
2016,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,15.3
2017,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,19.3
2018,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,9.7
2019,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,11.5
2020,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,11.6
2021,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,13.6
2022,RGI,,TIT,,,,,Mañaria,Por 1.000 habitantes,Mañaria,13.2
2014,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,27.4
2015,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,27.7
2016,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,23.4
2017,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,19.2
2018,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,19.1
2019,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,15.8
2020,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,16.2
2021,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,16.7
2022,RGI,Hombre,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,15.7
2014,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,23.0
2015,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,22.4
2016,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,20.3
2017,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,19.7
2018,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,18.3
2019,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,14.7
2020,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,15.7
2021,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,16.4
2022,RGI,Mujer,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,15.7
2014,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,127.7
2015,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,125.5
2016,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,95.1
2017,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,74.8
2018,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,66.5
2019,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,43.4
2020,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,52.4
2021,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,64.7
2022,RGI,,TIT,MIGRANT,,,ES4806,,Por 1.000 habitantes,ES4806,56.0
2010,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,21.8
2011,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,20.7
2012,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,24.1
2013,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,23.7
2014,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,25.2
2015,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,25.1
2016,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,21.9
2017,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,19.5
2018,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,18.7
2019,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,15.2
2020,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,16.0
2021,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,16.6
2022,RGI,,TIT,,,,ES4806,,Por 1.000 habitantes,ES4806,15.7
2014,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,39.9
2015,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,39.8
2016,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,34.8
2017,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,25.1
2018,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,23.2
2019,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,18.4
2020,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,20.6
2021,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,19.1
2022,RGI,Hombre,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,15.3
2014,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,19.8
2015,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,17.6
2016,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,14.3
2017,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,14.3
2018,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,14.9
2019,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,7.7
2020,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,11.4
2021,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,13.8
2022,RGI,Mujer,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,13.4
2014,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,155.6
2015,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,149.0
2016,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,120.1
2017,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,95.2
2018,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,80.1
2019,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,46.8
2020,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,67.8
2021,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,83.9
2022,RGI,,TIT,MIGRANT,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,63.1
2010,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,31.1
2011,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,25.7
2012,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,29.2
2013,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,26.4
2014,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,30.2
2015,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,29.0
2016,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,24.9
2017,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,19.8
2018,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,19.1
2019,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,13.1
2020,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,16.1
2021,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,16.5
2022,RGI,,TIT,,,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,14.4
2014,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,8.3
2015,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,8.2
2016,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,6.3
2017,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,10.7
2018,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,4.2
2019,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,2.2
2020,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2021,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,2.0
2022,RGI,Hombre,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2014,RGI,Mujer,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,10.9
2015,RGI,Mujer,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,13.2
2016,RGI,Mujer,TIT,,,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,13.3
