Year,Territorio,Comarca,Municipio,Unidad,GeoCode,Value
2018,,,Gorliz,Por 1.000 habitantes,Gorliz,0.0
2019,,,Gorliz,Por 1.000 habitantes,Gorliz,0.0
2020,,,Gorliz,Por 1.000 habitantes,Gorliz,0.0
2021,,,Gorliz,Por 1.000 habitantes,Gorliz,0.0
2022,,,Gorliz,Por 1.000 habitantes,Gorliz,0.0
2010,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2011,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2012,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2013,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2014,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2015,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2016,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2017,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2018,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2019,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2020,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2021,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2022,,,Getxo,Por 1.000 habitantes,Getxo,0.0
2010,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2011,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2012,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2013,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2014,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2015,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2016,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2017,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2018,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2019,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2020,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2021,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2022,,,Güeñes,Por 1.000 habitantes,Güeñes,0.0
2010,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,7.3
2011,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,7.2
2012,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,10.4
2013,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,5.0
2014,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,3.2
2015,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,3.2
2016,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,3.1
2017,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,0.0
2018,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,0.0
2019,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,0.0
2020,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,0.0
2021,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,0.0
2022,,,Gernika-Lumo,Por 1.000 habitantes,Gernika-Lumo,0.0
2010,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2011,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2012,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2013,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2014,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2015,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2016,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2017,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2018,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2019,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2020,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2021,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2022,,,Gizaburuaga,Por 1.000 habitantes,Gizaburuaga,0.0
2010,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2011,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2012,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2013,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2014,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2015,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2016,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2017,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2018,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2019,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2020,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2021,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2022,,,Ibarrangelu,Por 1.000 habitantes,Ibarrangelu,0.0
2010,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2011,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2012,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2013,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2014,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2015,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2016,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2017,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2018,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2019,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2020,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2021,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2022,,,Ispaster,Por 1.000 habitantes,Ispaster,0.0
2010,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,2.6
2011,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,2.5
2012,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,3.7
2013,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,1.8
2014,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,1.1
2015,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,1.1
2016,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,1.1
2017,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,0.0
2018,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,0.0
2019,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,0.0
2020,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,0.0
2021,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,0.0
2022,,Gernika-Bermeo,,Por 1.000 habitantes,Gernika-Bermeo,0.0
2010,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2011,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2012,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2013,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2014,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2015,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2016,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2017,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2018,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2019,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2020,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2021,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2022,,,Izurtza,Por 1.000 habitantes,Izurtza,0.0
2010,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2011,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2012,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2013,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2014,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2015,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2016,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2017,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2018,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2019,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2020,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2021,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2022,,,Lanestosa,Por 1.000 habitantes,Lanestosa,0.0
2010,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2011,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2012,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2013,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2014,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2015,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2016,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2017,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2018,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2019,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2020,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2021,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2022,,,Larrabetzu,Por 1.000 habitantes,Larrabetzu,0.0
2010,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2011,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2012,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2013,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2014,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2015,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2016,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2017,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2018,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2019,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2020,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2021,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2022,,,Laukiz,Por 1.000 habitantes,Laukiz,0.0
2010,,,Leioa,Por 1.000 habitantes,Leioa,5.2
2011,,,Leioa,Por 1.000 habitantes,Leioa,1.9
2012,,,Leioa,Por 1.000 habitantes,Leioa,4.9
2013,,,Leioa,Por 1.000 habitantes,Leioa,9.3
2014,,,Leioa,Por 1.000 habitantes,Leioa,9.3
2015,,,Leioa,Por 1.000 habitantes,Leioa,9.3
2016,,,Leioa,Por 1.000 habitantes,Leioa,9.2
2017,,,Leioa,Por 1.000 habitantes,Leioa,6.3
2018,,,Leioa,Por 1.000 habitantes,Leioa,3.3
2019,,,Leioa,Por 1.000 habitantes,Leioa,3.3
2020,,,Leioa,Por 1.000 habitantes,Leioa,3.3
2021,,,Leioa,Por 1.000 habitantes,Leioa,3.2
2022,,,Leioa,Por 1.000 habitantes,Leioa,3.2
2010,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2011,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2012,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2013,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2014,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2015,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2016,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2017,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2018,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2019,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2020,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2021,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2022,,,Lemoa,Por 1.000 habitantes,Lemoa,0.0
2010,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2011,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2012,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2013,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2014,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2015,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2016,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2017,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2018,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2019,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2020,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2021,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2022,,,Lemoiz,Por 1.000 habitantes,Lemoiz,0.0
2010,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2011,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2012,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2013,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2014,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2015,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2016,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2017,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2018,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2019,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2020,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2021,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2022,,,Lekeitio,Por 1.000 habitantes,Lekeitio,0.0
2010,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2011,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2012,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2013,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2014,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2015,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2016,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2017,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2018,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2019,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2020,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2021,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2022,,,Mallabia,Por 1.000 habitantes,Mallabia,0.0
2010,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2011,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2012,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2013,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2014,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2015,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2016,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2017,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2018,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2019,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2020,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2021,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2022,,,Mañaria,Por 1.000 habitantes,Mañaria,0.0
2010,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2011,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2012,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2013,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2014,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2015,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2016,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2017,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2018,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2019,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2020,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2021,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2022,,Markina-Ondarroa,,Por 1.000 habitantes,Markina-Ondarroa,0.0
2010,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2011,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2012,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2013,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2014,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2015,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2016,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2017,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2018,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2019,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2020,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2021,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2022,,,Markina-Xemein,Por 1.000 habitantes,Markina-Xemein,0.0
2010,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2011,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2012,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2013,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2014,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2015,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2016,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2017,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2018,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2019,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2020,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2021,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2022,,,Maruri-Jatabe,Por 1.000 habitantes,Maruri-Jatabe,0.0
2010,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2011,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2012,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2013,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2014,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2015,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2016,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2017,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2018,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2019,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2020,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2021,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2022,,,Mendata,Por 1.000 habitantes,Mendata,0.0
2010,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2011,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2012,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2013,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2014,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2015,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2016,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2017,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2018,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2019,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2020,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2021,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2022,,,Mendexa,Por 1.000 habitantes,Mendexa,0.0
2010,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2011,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2012,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2013,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2014,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2015,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2016,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2017,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2018,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2019,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2020,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2021,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2022,,,Meñaka,Por 1.000 habitantes,Meñaka,0.0
2010,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,28.5
2011,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,13.5
2012,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2013,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2014,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2015,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2016,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2017,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2018,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2019,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2020,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2021,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2022,,,Ugao-Miraballes,Por 1.000 habitantes,Ugao-Miraballes,0.0
2010,,,Morga,Por 1.000 habitantes,Morga,0.0
2011,,,Morga,Por 1.000 habitantes,Morga,0.0
2012,,,Morga,Por 1.000 habitantes,Morga,0.0
2013,,,Morga,Por 1.000 habitantes,Morga,0.0
2014,,,Morga,Por 1.000 habitantes,Morga,0.0
2015,,,Morga,Por 1.000 habitantes,Morga,0.0
2016,,,Morga,Por 1.000 habitantes,Morga,0.0
2017,,,Morga,Por 1.000 habitantes,Morga,0.0
2018,,,Morga,Por 1.000 habitantes,Morga,0.0
2019,,,Morga,Por 1.000 habitantes,Morga,0.0
2020,,,Morga,Por 1.000 habitantes,Morga,0.0
2021,,,Morga,Por 1.000 habitantes,Morga,0.0
2022,,,Morga,Por 1.000 habitantes,Morga,0.0
2010,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2011,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2012,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2013,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2014,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2015,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2016,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2017,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2018,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2019,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2020,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2021,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2022,,,Muxika,Por 1.000 habitantes,Muxika,0.0
2010,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2011,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2012,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2013,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2014,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2015,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2016,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2017,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2018,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2019,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2020,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2021,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2022,,,Mundaka,Por 1.000 habitantes,Mundaka,0.0
2010,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2011,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2012,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2013,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2014,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2015,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2016,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2017,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2018,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2019,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2020,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2021,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2022,,,Mungia,Por 1.000 habitantes,Mungia,0.0
2010,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2011,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2012,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2013,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2014,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2015,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2016,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2017,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2018,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2019,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2020,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2021,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2022,,Plentzia-Mungia,,Por 1.000 habitantes,Plentzia-Mungia,0.0
2010,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2011,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2012,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2013,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2014,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2015,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2016,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2017,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2018,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2019,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2020,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
2021,,,Aulesti,Por 1.000 habitantes,Aulesti,0.0
