Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,283.7
2014,Consumo de agua por habitante y día,,Arabako Mendialdea / Montaña Alavesa,,Litros per cápita diario,Arabako Mendialdea / Montaña Alavesa,259.6
2011,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,183.9
2018,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,180.1
2019,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,180.4
2017,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,179.2
2012,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,184.4
2015,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,179.1
2016,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,180.4
2014,Consumo de agua por habitante y día,,Arratia Nerbioi / Arratia-Nervión,,Litros per cápita diario,Arratia Nerbioi / Arratia-Nervión,179.9
2011,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,189.9
2014,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,184.0
2019,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,185.6
2015,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,182.6
2018,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,183.9
2012,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,192.9
2017,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,181.5
2016,Consumo de agua por habitante y día,,Bidasoa Beherea / Bajo Bidasoa,,Litros per cápita diario,Bidasoa Beherea / Bajo Bidasoa,182.2
2016,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,178.6
2014,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,179.1
2011,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,184.0
2017,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,176.2
2012,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,183.0
2018,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,176.9
2019,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,178.6
2015,Consumo de agua por habitante y día,,Bilbo Handia / Gran Bilbao,,Litros per cápita diario,Bilbo Handia / Gran Bilbao,178.4
2016,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,155.3
2014,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,156.4
2017,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,153.3
2012,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,157.7
2019,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,152.1
2015,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,144.8
2018,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,152.1
2011,Consumo de agua por habitante y día,,Debabarrena / Bajo Deba,,Litros per cápita diario,Debabarrena / Bajo Deba,158.1
2018,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,148.5
2014,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,152.9
2011,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,162.6
2019,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,150.5
2016,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,153.6
2015,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,150.5
2012,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,161.5
2017,Consumo de agua por habitante y día,,Debagoiena / Alto Deba,,Litros per cápita diario,Debagoiena / Alto Deba,152.5
2011,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,196.5
2015,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,188.4
2016,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,186.8
2018,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,184.7
2019,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,188.4
2014,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,192.3
2017,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,191.0
2012,Consumo de agua por habitante y día,,Donostialdea,,Litros per cápita diario,Donostialdea,190.6
2016,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,168.9
2015,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,170.9
2012,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,160.8
2018,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,169.5
2014,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,158.3
2017,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,167.6
2011,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,158.3
2019,Consumo de agua por habitante y día,,Durangaldea / Duranguesado,,Litros per cápita diario,Durangaldea / Duranguesado,167.5
2017,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,242.1
2012,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,243.0
2011,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,244.0
2019,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,247.6
2016,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,241.8
2015,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,210.2
2018,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,244.0
2014,Consumo de agua por habitante y día,,Enkartazioak / Encartaciones,,Litros per cápita diario,Enkartazioak / Encartaciones,213.9
2019,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,158.8
2015,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,171.4
2018,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,169.5
2012,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,122.9
2011,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,151.9
2016,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,176.1
2017,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,174.5
2014,Consumo de agua por habitante y día,,Gernika-Bermeo,,Litros per cápita diario,Gernika-Bermeo,123.7
2011,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,160.4
2012,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,170.2
2018,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,146.2
2014,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,167.5
2015,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,167.2
2019,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,156.4
2016,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,171.3
2017,Consumo de agua por habitante y día,,Goierri,,Litros per cápita diario,Goierri,156.1
2014,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,269.5
2016,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,299.1
2011,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,308.3
2018,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,282.2
2015,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,263.0
2017,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,292.8
2019,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,294.4
2012,Consumo de agua por habitante y día,,Gorbeialdea / Estribaciones del Gorbea,,Litros per cápita diario,Gorbeialdea / Estribaciones del Gorbea,278.3
2019,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,174.9
2012,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,182.1
2015,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,177.3
2018,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,173.6
2014,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,177.4
2016,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,175.9
2017,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,172.6
2011,Consumo de agua por habitante y día,,Markina-Ondarroa,,Litros per cápita diario,Markina-Ondarroa,183.8
2015,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,175.2
2017,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,178.2
2011,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,187.2
2019,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,177.1
2016,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,180.6
2012,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,185.9
2014,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,177.3
2018,Consumo de agua por habitante y día,,Plentzia-Mungia,,Litros per cápita diario,Plentzia-Mungia,177.2
2016,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,159.3
2014,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,163.8
2011,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,166.9
2012,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,165.7
2019,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,152.8
2018,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,153.6
2017,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,156.8
2015,Consumo de agua por habitante y día,,Tolosaldea,,Litros per cápita diario,Tolosaldea,150.7
2018,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,151.9
2019,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,151.2
2011,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,162.7
2015,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,145.4
2016,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,155.2
2017,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,153.8
2012,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,161.4
2014,Consumo de agua por habitante y día,,Urola Kosta,,Litros per cápita diario,Urola Kosta,157.2
2014,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,196.7
2011,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,199.6
2016,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,200.3
2015,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,199.4
2019,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,185.0
2017,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,201.0
2018,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,197.9
2012,Consumo de agua por habitante y día,Araba/Álava,,,Litros per cápita diario,Araba/Álava,210.0
2017,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,177.3
2014,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,176.0
2019,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,178.7
2016,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,179.5
2011,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,182.3
2012,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,180.5
2015,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,178.2
2018,Consumo de agua por habitante y día,Bizkaia,,,Litros per cápita diario,Bizkaia,177.8
2015,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,171.9
2011,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,180.9
2017,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,174.0
2019,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,172.5
2018,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,169.6
2014,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,177.1
2012,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,179.0
2016,Consumo de agua por habitante y día,Gipuzkoa,,,Litros per cápita diario,Gipuzkoa,174.2
