Year,Sexua,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2010,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2014,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2020,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2015,M,,,Errenteria,PER_100000_POP,Errenteria,0.0
2023,M,,,Errezil,PER_100000_POP,Errezil,0.0
2021,M,,,Errezil,PER_100000_POP,Errezil,0.0
2022,M,,,Errezil,PER_100000_POP,Errezil,0.0
2020,M,,,Errezil,PER_100000_POP,Errezil,0.0
2018,M,,,Errezil,PER_100000_POP,Errezil,0.0
2017,M,,,Errezil,PER_100000_POP,Errezil,0.0
2015,M,,,Errezil,PER_100000_POP,Errezil,0.0
2019,M,,,Errezil,PER_100000_POP,Errezil,0.0
2016,M,,,Errezil,PER_100000_POP,Errezil,0.0
2013,M,,,Errezil,PER_100000_POP,Errezil,0.0
2011,M,,,Errezil,PER_100000_POP,Errezil,0.0
2010,M,,,Errezil,PER_100000_POP,Errezil,0.0
2012,M,,,Errezil,PER_100000_POP,Errezil,0.0
2014,M,,,Errezil,PER_100000_POP,Errezil,0.0
2010,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2014,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2016,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2011,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2023,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2020,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2022,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2017,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2013,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2021,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2015,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2012,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2018,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2019,M,,,Erriberagoitia / Ribera Alta,PER_100000_POP,Erriberagoitia / Ribera Alta,0.0
2012,M,,,ES48079,PER_100000_POP,ES48079,0.0
2013,M,,,ES48079,PER_100000_POP,ES48079,0.0
2015,M,,,ES48079,PER_100000_POP,ES48079,0.0
2023,M,,,ES48079,PER_100000_POP,ES48079,0.0
2019,M,,,ES48079,PER_100000_POP,ES48079,0.0
2018,M,,,ES48079,PER_100000_POP,ES48079,0.0
2014,M,,,ES48079,PER_100000_POP,ES48079,0.0
2022,M,,,ES48079,PER_100000_POP,ES48079,0.0
2020,M,,,ES48079,PER_100000_POP,ES48079,0.0
2010,M,,,ES48079,PER_100000_POP,ES48079,0.0
2011,M,,,ES48079,PER_100000_POP,ES48079,0.0
2017,M,,,ES48079,PER_100000_POP,ES48079,0.0
2016,M,,,ES48079,PER_100000_POP,ES48079,0.0
2021,M,,,ES48079,PER_100000_POP,ES48079,0.0
2011,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2018,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2023,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2021,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2017,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2012,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2022,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2010,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2020,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2019,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2016,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2015,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2013,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2014,M,,,Eskoriatza,PER_100000_POP,Eskoriatza,0.0
2017,M,,,ES48029,PER_100000_POP,ES48029,0.0
2010,M,,,ES48029,PER_100000_POP,ES48029,0.0
2021,M,,,ES48029,PER_100000_POP,ES48029,0.0
2013,M,,,ES48029,PER_100000_POP,ES48029,0.0
2023,M,,,ES48029,PER_100000_POP,ES48029,0.0
2019,M,,,ES48029,PER_100000_POP,ES48029,0.0
2020,M,,,ES48029,PER_100000_POP,ES48029,0.0
2015,M,,,ES48029,PER_100000_POP,ES48029,0.0
2022,M,,,ES48029,PER_100000_POP,ES48029,0.0
2018,M,,,ES48029,PER_100000_POP,ES48029,0.0
2016,M,,,ES48029,PER_100000_POP,ES48029,0.0
2014,M,,,ES48029,PER_100000_POP,ES48029,0.0
2012,M,,,ES48029,PER_100000_POP,ES48029,0.0
2011,M,,,ES48029,PER_100000_POP,ES48029,0.0
2019,M,,,ES48030,PER_100000_POP,ES48030,0.0
2011,M,,,ES48030,PER_100000_POP,ES48030,0.0
2012,M,,,ES48030,PER_100000_POP,ES48030,0.0
2023,M,,,ES48030,PER_100000_POP,ES48030,0.0
2015,M,,,ES48030,PER_100000_POP,ES48030,0.0
2016,M,,,ES48030,PER_100000_POP,ES48030,0.0
2013,M,,,ES48030,PER_100000_POP,ES48030,0.0
2021,M,,,ES48030,PER_100000_POP,ES48030,0.0
2017,M,,,ES48030,PER_100000_POP,ES48030,0.0
2022,M,,,ES48030,PER_100000_POP,ES48030,0.0
2020,M,,,ES48030,PER_100000_POP,ES48030,0.0
2018,M,,,ES48030,PER_100000_POP,ES48030,0.0
2010,M,,,ES48030,PER_100000_POP,ES48030,0.0
2014,M,,,ES48030,PER_100000_POP,ES48030,0.0
2021,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2019,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2023,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2020,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2022,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2014,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2018,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2015,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2017,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2016,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2011,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2013,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2012,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2010,M,,,Ezkio-Itsaso,PER_100000_POP,Ezkio-Itsaso,0.0
2017,M,,,ES48906,PER_100000_POP,ES48906,0.0
2012,M,,,ES48906,PER_100000_POP,ES48906,0.0
2018,M,,,ES48906,PER_100000_POP,ES48906,0.0
2019,M,,,ES48906,PER_100000_POP,ES48906,0.0
2022,M,,,ES48906,PER_100000_POP,ES48906,0.0
2020,M,,,ES48906,PER_100000_POP,ES48906,0.0
2011,M,,,ES48906,PER_100000_POP,ES48906,0.0
2015,M,,,ES48906,PER_100000_POP,ES48906,0.0
2013,M,,,ES48906,PER_100000_POP,ES48906,0.0
2023,M,,,ES48906,PER_100000_POP,ES48906,0.0
2016,M,,,ES48906,PER_100000_POP,ES48906,0.0
2021,M,,,ES48906,PER_100000_POP,ES48906,0.0
2014,M,,,ES48906,PER_100000_POP,ES48906,0.0
2010,M,,,ES48906,PER_100000_POP,ES48906,0.0
2014,M,,,ES48035,PER_100000_POP,ES48035,0.0
2022,M,,,ES48035,PER_100000_POP,ES48035,0.0
2016,M,,,ES48035,PER_100000_POP,ES48035,0.0
2010,M,,,ES48035,PER_100000_POP,ES48035,0.0
2017,M,,,ES48035,PER_100000_POP,ES48035,0.0
2012,M,,,ES48035,PER_100000_POP,ES48035,0.0
2020,M,,,ES48035,PER_100000_POP,ES48035,0.0
2018,M,,,ES48035,PER_100000_POP,ES48035,0.0
2023,M,,,ES48035,PER_100000_POP,ES48035,0.0
2021,M,,,ES48035,PER_100000_POP,ES48035,0.0
2019,M,,,ES48035,PER_100000_POP,ES48035,0.0
2011,M,,,ES48035,PER_100000_POP,ES48035,0.0
2015,M,,,ES48035,PER_100000_POP,ES48035,0.0
2013,M,,,ES48035,PER_100000_POP,ES48035,0.0
2012,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2019,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2023,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2016,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2021,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2014,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2022,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2017,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2020,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2018,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2010,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2013,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2011,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2015,M,,,Gabiria,PER_100000_POP,Gabiria,0.0
2010,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2011,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2022,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2023,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2013,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2020,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2019,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2021,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2017,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2018,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2015,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2016,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2014,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2012,M,,,Gaintza,PER_100000_POP,Gaintza,0.0
2010,M,,,ES48036,PER_100000_POP,ES48036,0.0
2020,M,,,ES48036,PER_100000_POP,ES48036,0.0
2021,M,,,ES48036,PER_100000_POP,ES48036,0.0
2018,M,,,ES48036,PER_100000_POP,ES48036,0.0
2013,M,,,ES48036,PER_100000_POP,ES48036,0.0
2023,M,,,ES48036,PER_100000_POP,ES48036,0.0
2022,M,,,ES48036,PER_100000_POP,ES48036,0.0
2012,M,,,ES48036,PER_100000_POP,ES48036,0.0
2015,M,,,ES48036,PER_100000_POP,ES48036,0.0
2011,M,,,ES48036,PER_100000_POP,ES48036,0.0
2019,M,,,ES48036,PER_100000_POP,ES48036,0.0
2017,M,,,ES48036,PER_100000_POP,ES48036,0.0
2016,M,,,ES48036,PER_100000_POP,ES48036,0.0
2014,M,,,ES48036,PER_100000_POP,ES48036,0.0
2018,M,,,ES48037,PER_100000_POP,ES48037,0.0
2021,M,,,ES48037,PER_100000_POP,ES48037,0.0
2012,M,,,ES48037,PER_100000_POP,ES48037,0.0
2022,M,,,ES48037,PER_100000_POP,ES48037,0.0
2019,M,,,ES48037,PER_100000_POP,ES48037,0.0
2016,M,,,ES48037,PER_100000_POP,ES48037,0.0
2023,M,,,ES48037,PER_100000_POP,ES48037,0.0
2020,M,,,ES48037,PER_100000_POP,ES48037,0.0
2015,M,,,ES48037,PER_100000_POP,ES48037,0.0
2014,M,,,ES48037,PER_100000_POP,ES48037,0.0
2013,M,,,ES48037,PER_100000_POP,ES48037,0.0
2011,M,,,ES48037,PER_100000_POP,ES48037,0.0
2010,M,,,ES48037,PER_100000_POP,ES48037,0.0
2017,M,,,ES48037,PER_100000_POP,ES48037,0.0
2013,M,,,ES48038,PER_100000_POP,ES48038,0.0
2012,M,,,ES48038,PER_100000_POP,ES48038,0.0
2018,M,,,ES48038,PER_100000_POP,ES48038,0.0
2011,M,,,ES48038,PER_100000_POP,ES48038,0.0
2015,M,,,ES48038,PER_100000_POP,ES48038,0.0
2020,M,,,ES48038,PER_100000_POP,ES48038,0.0
2016,M,,,ES48038,PER_100000_POP,ES48038,0.0
2022,M,,,ES48038,PER_100000_POP,ES48038,0.0
2023,M,,,ES48038,PER_100000_POP,ES48038,0.0
2021,M,,,ES48038,PER_100000_POP,ES48038,0.0
2019,M,,,ES48038,PER_100000_POP,ES48038,0.0
2010,M,,,ES48038,PER_100000_POP,ES48038,0.0
2017,M,,,ES48038,PER_100000_POP,ES48038,0.0
2014,M,,,ES48038,PER_100000_POP,ES48038,0.0
2020,M,,,ES48039,PER_100000_POP,ES48039,0.0
2012,M,,,ES48039,PER_100000_POP,ES48039,0.0
2010,M,,,ES48039,PER_100000_POP,ES48039,0.0
2022,M,,,ES48039,PER_100000_POP,ES48039,0.0
2021,M,,,ES48039,PER_100000_POP,ES48039,0.0
2016,M,,,ES48039,PER_100000_POP,ES48039,0.0
2023,M,,,ES48039,PER_100000_POP,ES48039,0.0
2014,M,,,ES48039,PER_100000_POP,ES48039,0.0
2018,M,,,ES48039,PER_100000_POP,ES48039,0.0
2017,M,,,ES48039,PER_100000_POP,ES48039,0.0
2015,M,,,ES48039,PER_100000_POP,ES48039,0.0
2013,M,,,ES48039,PER_100000_POP,ES48039,0.0
2011,M,,,ES48039,PER_100000_POP,ES48039,0.0
2019,M,,,ES48039,PER_100000_POP,ES48039,0.0
2014,M,,,ES48040,PER_100000_POP,ES48040,0.0
2016,M,,,ES48040,PER_100000_POP,ES48040,0.0
2018,M,,,ES48040,PER_100000_POP,ES48040,0.0
2010,M,,,ES48040,PER_100000_POP,ES48040,0.0
2020,M,,,ES48040,PER_100000_POP,ES48040,0.0
2023,M,,,ES48040,PER_100000_POP,ES48040,0.0
2012,M,,,ES48040,PER_100000_POP,ES48040,0.0
2022,M,,,ES48040,PER_100000_POP,ES48040,0.0
2021,M,,,ES48040,PER_100000_POP,ES48040,0.0
2019,M,,,ES48040,PER_100000_POP,ES48040,0.0
2017,M,,,ES48040,PER_100000_POP,ES48040,0.0
2015,M,,,ES48040,PER_100000_POP,ES48040,0.0
2013,M,,,ES48040,PER_100000_POP,ES48040,0.0
2011,M,,,ES48040,PER_100000_POP,ES48040,0.0
2022,M,,,ES48041,PER_100000_POP,ES48041,0.0
2014,M,,,ES48041,PER_100000_POP,ES48041,0.0
2018,M,,,ES48041,PER_100000_POP,ES48041,0.0
2016,M,,,ES48041,PER_100000_POP,ES48041,0.0
2023,M,,,ES48041,PER_100000_POP,ES48041,0.0
2021,M,,,ES48041,PER_100000_POP,ES48041,0.0
2020,M,,,ES48041,PER_100000_POP,ES48041,0.0
2019,M,,,ES48041,PER_100000_POP,ES48041,0.0
2017,M,,,ES48041,PER_100000_POP,ES48041,0.0
2011,M,,,ES48041,PER_100000_POP,ES48041,0.0
2015,M,,,ES48041,PER_100000_POP,ES48041,0.0
2013,M,,,ES48041,PER_100000_POP,ES48041,0.0
2012,M,,,ES48041,PER_100000_POP,ES48041,0.0
2010,M,,,ES48041,PER_100000_POP,ES48041,0.0
2018,M,,,ES20907,PER_100000_POP,ES20907,0.0
2016,M,,,ES20907,PER_100000_POP,ES20907,0.0
2019,M,,,ES20907,PER_100000_POP,ES20907,0.0
2014,M,,,ES20907,PER_100000_POP,ES20907,0.0
2022,M,,,ES20907,PER_100000_POP,ES20907,0.0
2020,M,,,ES20907,PER_100000_POP,ES20907,0.0
2023,M,,,ES20907,PER_100000_POP,ES20907,0.0
2021,M,,,ES20907,PER_100000_POP,ES20907,0.0
2017,M,,,ES20907,PER_100000_POP,ES20907,0.0
2015,M,,,ES20907,PER_100000_POP,ES20907,0.0
2013,M,,,ES20907,PER_100000_POP,ES20907,0.0
2012,M,,,ES20907,PER_100000_POP,ES20907,0.0
2011,M,,,ES20907,PER_100000_POP,ES20907,0.0
2010,M,,,ES20907,PER_100000_POP,ES20907,0.0
2020,M,,,ES48046,PER_100000_POP,ES48046,0.0
2011,M,,,ES48046,PER_100000_POP,ES48046,0.0
2013,M,,,ES48046,PER_100000_POP,ES48046,0.0
2021,M,,,ES48046,PER_100000_POP,ES48046,0.0
2017,M,,,ES48046,PER_100000_POP,ES48046,0.0
2022,M,,,ES48046,PER_100000_POP,ES48046,0.0
2015,M,,,ES48046,PER_100000_POP,ES48046,0.0
2023,M,,,ES48046,PER_100000_POP,ES48046,0.0
2016,M,,,ES48046,PER_100000_POP,ES48046,0.0
2019,M,,,ES48046,PER_100000_POP,ES48046,0.0
2018,M,,,ES48046,PER_100000_POP,ES48046,0.0
2014,M,,,ES48046,PER_100000_POP,ES48046,0.0
2012,M,,,ES48046,PER_100000_POP,ES48046,0.0
2010,M,,,ES48046,PER_100000_POP,ES48046,0.0
2012,M,,,Getaria,PER_100000_POP,Getaria,0.0
2016,M,,,Getaria,PER_100000_POP,Getaria,0.0
2014,M,,,Getaria,PER_100000_POP,Getaria,0.0
2013,M,,,Getaria,PER_100000_POP,Getaria,0.0
2018,M,,,Getaria,PER_100000_POP,Getaria,0.0
2021,M,,,Getaria,PER_100000_POP,Getaria,0.0
2023,M,,,Getaria,PER_100000_POP,Getaria,0.0
2022,M,,,Getaria,PER_100000_POP,Getaria,0.0
2010,M,,,Getaria,PER_100000_POP,Getaria,0.0
2020,M,,,Getaria,PER_100000_POP,Getaria,0.0
2019,M,,,Getaria,PER_100000_POP,Getaria,0.0
2017,M,,,Getaria,PER_100000_POP,Getaria,0.0
2015,M,,,Getaria,PER_100000_POP,Getaria,0.0
2011,M,,,Getaria,PER_100000_POP,Getaria,0.0
2018,M,,,ES48044,PER_100000_POP,ES48044,2.77
2016,M,,,ES48044,PER_100000_POP,ES48044,2.75
2010,M,,,ES48044,PER_100000_POP,ES48044,0.0
2011,M,,,ES48044,PER_100000_POP,ES48044,0.0
2013,M,,,ES48044,PER_100000_POP,ES48044,0.0
2014,M,,,ES48044,PER_100000_POP,ES48044,0.0
2022,M,,,ES48044,PER_100000_POP,ES48044,0.0
2020,M,,,ES48044,PER_100000_POP,ES48044,0.0
2023,M,,,ES48044,PER_100000_POP,ES48044,0.0
2021,M,,,ES48044,PER_100000_POP,ES48044,0.0
2019,M,,,ES48044,PER_100000_POP,ES48044,0.0
2017,M,,,ES48044,PER_100000_POP,ES48044,0.0
2015,M,,,ES48044,PER_100000_POP,ES48044,0.0
2012,M,,,ES48044,PER_100000_POP,ES48044,0.0
2021,M,,,ES48047,PER_100000_POP,ES48047,0.0
2020,M,,,ES48047,PER_100000_POP,ES48047,0.0
2014,M,,,ES48047,PER_100000_POP,ES48047,0.0
2023,M,,,ES48047,PER_100000_POP,ES48047,0.0
2018,M,,,ES48047,PER_100000_POP,ES48047,0.0
2015,M,,,ES48047,PER_100000_POP,ES48047,0.0
2010,M,,,ES48047,PER_100000_POP,ES48047,0.0
2019,M,,,ES48047,PER_100000_POP,ES48047,0.0
2016,M,,,ES48047,PER_100000_POP,ES48047,0.0
2022,M,,,ES48047,PER_100000_POP,ES48047,0.0
2012,M,,,ES48047,PER_100000_POP,ES48047,0.0
2011,M,,,ES48047,PER_100000_POP,ES48047,0.0
2017,M,,,ES48047,PER_100000_POP,ES48047,0.0
2013,M,,,ES48047,PER_100000_POP,ES48047,0.0
2021,M,,,ES48042,PER_100000_POP,ES48042,0.0
2013,M,,,ES48042,PER_100000_POP,ES48042,0.0
2010,M,,,ES48042,PER_100000_POP,ES48042,0.0
2023,M,,,ES48042,PER_100000_POP,ES48042,0.0
2019,M,,,ES48042,PER_100000_POP,ES48042,0.0
2015,M,,,ES48042,PER_100000_POP,ES48042,0.0
2022,M,,,ES48042,PER_100000_POP,ES48042,0.0
2020,M,,,ES48042,PER_100000_POP,ES48042,0.0
2011,M,,,ES48042,PER_100000_POP,ES48042,0.0
2018,M,,,ES48042,PER_100000_POP,ES48042,0.0
2017,M,,,ES48042,PER_100000_POP,ES48042,0.0
2016,M,,,ES48042,PER_100000_POP,ES48042,0.0
2014,M,,,ES48042,PER_100000_POP,ES48042,0.0
2012,M,,,ES48042,PER_100000_POP,ES48042,0.0
2023,M,,,ES48043,PER_100000_POP,ES48043,0.0
2017,M,,,ES48043,PER_100000_POP,ES48043,0.0
2016,M,,,ES48043,PER_100000_POP,ES48043,0.0
2015,M,,,ES48043,PER_100000_POP,ES48043,0.0
2011,M,,,ES48043,PER_100000_POP,ES48043,0.0
2019,M,,,ES48043,PER_100000_POP,ES48043,0.0
2020,M,,,ES48043,PER_100000_POP,ES48043,0.0
2022,M,,,ES48043,PER_100000_POP,ES48043,0.0
2021,M,,,ES48043,PER_100000_POP,ES48043,0.0
2012,M,,,ES48043,PER_100000_POP,ES48043,0.0
2018,M,,,ES48043,PER_100000_POP,ES48043,0.0
2014,M,,,ES48043,PER_100000_POP,ES48043,0.0
2013,M,,,ES48043,PER_100000_POP,ES48043,0.0
2010,M,,,ES48043,PER_100000_POP,ES48043,0.0
2010,M,,,ES48045,PER_100000_POP,ES48045,0.0
2019,M,,,ES48045,PER_100000_POP,ES48045,0.0
2017,M,,,ES48045,PER_100000_POP,ES48045,0.0
2023,M,,,ES48045,PER_100000_POP,ES48045,0.0
2014,M,,,ES48045,PER_100000_POP,ES48045,0.0
2021,M,,,ES48045,PER_100000_POP,ES48045,0.0
2022,M,,,ES48045,PER_100000_POP,ES48045,0.0
2012,M,,,ES48045,PER_100000_POP,ES48045,0.0
2020,M,,,ES48045,PER_100000_POP,ES48045,0.0
2018,M,,,ES48045,PER_100000_POP,ES48045,0.0
2016,M,,,ES48045,PER_100000_POP,ES48045,0.0
2015,M,,,ES48045,PER_100000_POP,ES48045,0.0
2013,M,,,ES48045,PER_100000_POP,ES48045,0.0
2011,M,,,ES48045,PER_100000_POP,ES48045,0.0
2010,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2015,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2014,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2012,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2019,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2022,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2021,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2020,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2016,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2018,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2011,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2013,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2023,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2017,M,,,Harana / Valle de Arana,PER_100000_POP,Harana / Valle de Arana,0.0
2012,M,,,Hernani,PER_100000_POP,Hernani,0.0
2021,M,,,Hernani,PER_100000_POP,Hernani,0.0
2023,M,,,Hernani,PER_100000_POP,Hernani,0.0
2022,M,,,Hernani,PER_100000_POP,Hernani,0.0
2018,M,,,Hernani,PER_100000_POP,Hernani,0.0
2020,M,,,Hernani,PER_100000_POP,Hernani,0.0
2019,M,,,Hernani,PER_100000_POP,Hernani,0.0
2016,M,,,Hernani,PER_100000_POP,Hernani,0.0
2017,M,,,Hernani,PER_100000_POP,Hernani,0.0
2014,M,,,Hernani,PER_100000_POP,Hernani,0.0
2015,M,,,Hernani,PER_100000_POP,Hernani,0.0
2013,M,,,Hernani,PER_100000_POP,Hernani,0.0
2011,M,,,Hernani,PER_100000_POP,Hernani,0.0
2010,M,,,Hernani,PER_100000_POP,Hernani,0.0
2020,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2021,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2017,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2023,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2022,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2019,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2016,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2018,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2015,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2014,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2013,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2012,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2011,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2010,M,,,Hernialde,PER_100000_POP,Hernialde,0.0
2018,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2010,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2021,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2020,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2022,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2017,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2019,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2016,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2015,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2014,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2012,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2011,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2013,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2023,M,,,Hondarribia,PER_100000_POP,Hondarribia,0.0
2020,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2023,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2022,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2019,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2018,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2017,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2016,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2015,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2014,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2011,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2013,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2012,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2010,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2021,M,,,Ibarra,PER_100000_POP,Ibarra,0.0
2017,M,,,ES48048,PER_100000_POP,ES48048,0.0
2019,M,,,ES48048,PER_100000_POP,ES48048,0.0
2018,M,,,ES48048,PER_100000_POP,ES48048,0.0
2010,M,,,ES48048,PER_100000_POP,ES48048,0.0
2021,M,,,ES48048,PER_100000_POP,ES48048,0.0
2011,M,,,ES48048,PER_100000_POP,ES48048,0.0
2015,M,,,ES48048,PER_100000_POP,ES48048,0.0
2023,M,,,ES48048,PER_100000_POP,ES48048,0.0
