Year,Sex,Age,Residence,People with and without disabilities,Province,County,Municipality,Units,GeoCode,Value
2019,,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.6
2023,,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.1
2022,,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,7.3
2010,,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,11.8
2016,,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,13.4
2021,,16 years and over,,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,6.3
2021,,16 years and over,,,,,Zizurkil,%,Zizurkil,10.1
2016,,16 years and over,,,,,Zizurkil,%,Zizurkil,13.2
2022,,16 years and over,,,,,Zizurkil,%,Zizurkil,7.3
2015,,16 years and over,,,,,Zizurkil,%,Zizurkil,14.8
2019,,16 years and over,,,,,Zizurkil,%,Zizurkil,8.5
2010,,16 years and over,,,,,Zizurkil,%,Zizurkil,9.1
2020,,16 years and over,,,,,Zizurkil,%,Zizurkil,9.0
2023,,16 years and over,,,,,Zizurkil,%,Zizurkil,6.0
2018,,16 years and over,,,,,Zizurkil,%,Zizurkil,10.5
2016,,16 years and over,,,,,Zuia,%,Zuia,9.4
2022,,16 years and over,,,,,Zuia,%,Zuia,6.1
2015,,16 years and over,,,,,Zuia,%,Zuia,11.4
2020,,16 years and over,,,,,Zuia,%,Zuia,4.5
2018,,16 years and over,,,,,Zuia,%,Zuia,5.5
2021,,16 years and over,,,,,Zuia,%,Zuia,6.5
2019,,16 years and over,,,,,Zuia,%,Zuia,5.5
2023,,16 years and over,,,,,Zuia,%,Zuia,5.0
2010,,16 years and over,,,,,Zuia,%,Zuia,7.6
2019,,16 years and over,,,,,Zumaia,%,Zumaia,8.2
2023,,16 years and over,,,,,Zumaia,%,Zumaia,5.8
2020,,16 years and over,,,,,Zumaia,%,Zumaia,7.6
2015,,16 years and over,,,,,Zumaia,%,Zumaia,12.9
2016,,16 years and over,,,,,Zumaia,%,Zumaia,13.9
2018,,16 years and over,,,,,Zumaia,%,Zumaia,9.2
2010,,16 years and over,,,,,Zumaia,%,Zumaia,8.7
2022,,16 years and over,,,,,Zumaia,%,Zumaia,7.1
2021,,16 years and over,,,,,Zumaia,%,Zumaia,9.0
2018,,16 years and over,,,,,Zumarraga,%,Zumarraga,11.4
2019,,16 years and over,,,,,Zumarraga,%,Zumarraga,10.2
2021,,16 years and over,,,,,Zumarraga,%,Zumarraga,11.0
2020,,16 years and over,,,,,Zumarraga,%,Zumarraga,9.4
2022,,16 years and over,,,,,Zumarraga,%,Zumarraga,9.4
2010,,16 years and over,,,,,Zumarraga,%,Zumarraga,10.0
2016,,16 years and over,,,,,Zumarraga,%,Zumarraga,14.4
2015,,16 years and over,,,,,Zumarraga,%,Zumarraga,15.0
2023,,16 years and over,,,,,Zumarraga,%,Zumarraga,8.5
2023,,16 years and over,,,,Añana (county),,%,Añana (county),7.8
2010,,16 years and over,,,,Añana (county),,%,Añana (county),10.8
2016,,16 years and over,,,,Añana (county),,%,Añana (county),14.5
2020,,16 years and over,,,,Añana (county),,%,Añana (county),9.5
2022,,16 years and over,,,,Añana (county),,%,Añana (county),8.7
2019,,16 years and over,,,,Añana (county),,%,Añana (county),9.6
2018,,16 years and over,,,,Añana (county),,%,Añana (county),11.3
2021,,16 years and over,,,,Añana (county),,%,Añana (county),11.2
2015,,16 years and over,,,,Añana (county),,%,Añana (county),17.3
2018,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.4
2021,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.5
2015,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,19.1
2019,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,12.8
2023,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,9.6
2010,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,13.3
2020,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,11.9
2022,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,10.0
2016,,16 years and over,,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,16.8
2010,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,8.9
2022,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,9.5
2021,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,12.0
2019,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,11.2
2018,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,12.1
2020,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,10.8
2015,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,16.1
2016,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,15.6
2023,,16 years and over,,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,8.4
2016,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,14.9
2015,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,15.7
2019,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,11.2
2021,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,12.0
2010,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,9.9
2023,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,9.0
2018,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,11.8
2022,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,10.0
2020,,16 years and over,,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,10.5
2018,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,9.0
2020,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.0
2015,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.5
2023,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,5.8
2019,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.0
2022,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.0
2016,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,10.4
2010,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,7.7
2021,,16 years and over,,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,8.5
2018,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,11.1
2019,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,10.1
2010,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,8.1
2023,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,8.2
2022,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,9.4
2015,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,14.6
2020,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,9.5
2016,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,14.3
2021,,16 years and over,,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,10.8
2010,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.5
2021,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,11.8
2023,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,8.8
2015,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,17.3
2019,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.8
2018,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,11.9
2016,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,16.3
2020,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.7
2022,,16 years and over,,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,10.0
2022,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,11.5
2010,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,10.6
2018,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,13.7
2015,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,17.9
2020,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,11.6
2021,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,12.9
2019,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,12.4
2016,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,17.7
2023,,16 years and over,,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,9.9
2020,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,10.1
2023,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,8.4
2016,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,14.8
2021,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,10.7
2022,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,9.1
2015,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,15.3
2018,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,11.4
2010,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,8.7
2019,,16 years and over,,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,10.4
2020,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,7.5
2022,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,7.0
2018,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,8.2
2021,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,8.4
2010,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,7.8
2016,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,11.8
2023,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,6.7
2015,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,13.0
2019,,16 years and over,,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,8.1
2010,,16 years and over,,,,Donostialdea,,%,Donostialdea,8.8
2018,,16 years and over,,,,Donostialdea,,%,Donostialdea,9.7
2016,,16 years and over,,,,Donostialdea,,%,Donostialdea,12.9
2020,,16 years and over,,,,Donostialdea,,%,Donostialdea,8.2
2015,,16 years and over,,,,Donostialdea,,%,Donostialdea,14.1
2022,,16 years and over,,,,Donostialdea,,%,Donostialdea,7.8
2023,,16 years and over,,,,Donostialdea,,%,Donostialdea,7.1
2019,,16 years and over,,,,Donostialdea,,%,Donostialdea,8.7
2021,,16 years and over,,,,Donostialdea,,%,Donostialdea,9.5
2020,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,9.0
2023,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,6.9
2021,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,10.1
2019,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,9.3
2018,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,10.0
2010,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,9.5
2015,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,15.0
2022,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,8.4
2016,,16 years and over,,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,13.3
2018,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,15.1
2023,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,10.4
2016,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,19.6
2021,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,13.1
2015,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,19.1
2022,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,11.9
2020,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,12.4
2010,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,9.9
2019,,16 years and over,,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,13.8
2021,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.6
2018,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.8
2019,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.2
2010,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,9.8
2023,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,8.2
2020,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,11.0
2022,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,9.6
2015,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,17.0
2016,,16 years and over,,,,Gernika-Bermeo,,%,Gernika-Bermeo,15.5
2015,,16 years and over,,,,Goierri,,%,Goierri,13.1
2016,,16 years and over,,,,Goierri,,%,Goierri,11.6
2020,,16 years and over,,,,Goierri,,%,Goierri,7.7
2018,,16 years and over,,,,Goierri,,%,Goierri,8.9
2021,,16 years and over,,,,Goierri,,%,Goierri,8.7
2019,,16 years and over,,,,Goierri,,%,Goierri,7.9
2023,,16 years and over,,,,Goierri,,%,Goierri,7.0
2022,,16 years and over,,,,Goierri,,%,Goierri,7.3
2010,,16 years and over,,,,Goierri,,%,Goierri,8.5
2015,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,11.3
2021,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,8.3
2018,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.3
2016,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,10.1
2010,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.5
2019,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,7.0
2022,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.9
2023,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.2
2020,,16 years and over,,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,6.6
2020,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,9.9
2015,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,16.5
2018,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,10.6
2016,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,14.1
2021,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,11.1
2019,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,10.5
2023,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,7.0
2022,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,8.2
2010,,16 years and over,,,,Markina-Ondarroa,,%,Markina-Ondarroa,10.5
2022,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,8.5
2023,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,7.1
2021,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,10.3
2015,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,14.6
2016,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,13.6
2010,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,9.1
2018,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,10.3
2020,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,8.9
2019,,16 years and over,,,,Plentzia-Mungia,,%,Plentzia-Mungia,9.5
2021,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,8.5
2020,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,7.5
2015,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,13.3
2022,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,7.1
2018,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,9.6
2019,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,8.1
2016,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,12.4
2010,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,8.0
2023,,16 years and over,,,,Tolosaldea,,%,Tolosaldea,6.7
2020,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,8.0
2022,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,6.8
2015,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,14.5
2023,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,5.9
2021,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,8.8
2010,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,8.8
2018,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,9.2
2019,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,8.3
2016,,16 years and over,,,,Urola Kosta,,%,Urola Kosta,13.3
2012,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,9.4
2016,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,14.1
2011,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,7.8
2013,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,15.1
2022,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,9.5
2020,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,11.1
2018,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,11.2
2017,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,11.9
2015,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,16.3
2024,,16 years and over,,,Araba/Álava,,,%,Araba/Álava,7.5
