Year,Sexua,Adina,Egoitza,Desgaitasunik ez duten pertsonak,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2018,,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,20.0
2021,,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,16.5
2020,,16 urte eta gehiago,,,,,Oyón-Oion,PT,Oyón-Oion,17.2
2015,,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,17.2
2021,,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,11.8
2020,,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,10.5
2019,,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,11.3
2016,,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,15.7
2018,,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,12.4
2010,,16 urte eta gehiago,,,,,Pasaia,PT,Pasaia,10.6
2021,,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,4.4
2015,,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,8.6
2010,,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,11.5
2019,,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,6.7
2018,,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,6.6
2020,,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,6.6
2016,,16 urte eta gehiago,,,,,Peñacerrada-Urizaharra,PT,Peñacerrada-Urizaharra,4.0
2019,,16 urte eta gehiago,,,,,ES48077,PT,ES48077,10.8
2020,,16 urte eta gehiago,,,,,ES48077,PT,ES48077,10.9
2015,,16 urte eta gehiago,,,,,ES48077,PT,ES48077,17.1
2018,,16 urte eta gehiago,,,,,ES48077,PT,ES48077,11.2
2016,,16 urte eta gehiago,,,,,ES48077,PT,ES48077,14.9
2010,,16 urte eta gehiago,,,,,ES48077,PT,ES48077,9.6
2021,,16 urte eta gehiago,,,,,ES48077,PT,ES48077,10.9
2020,,16 urte eta gehiago,,,,,ES48078,PT,ES48078,13.0
2018,,16 urte eta gehiago,,,,,ES48078,PT,ES48078,14.2
2021,,16 urte eta gehiago,,,,,ES48078,PT,ES48078,13.9
2019,,16 urte eta gehiago,,,,,ES48078,PT,ES48078,13.0
2015,,16 urte eta gehiago,,,,,ES48078,PT,ES48078,17.4
2010,,16 urte eta gehiago,,,,,ES48078,PT,ES48078,10.3
2016,,16 urte eta gehiago,,,,,ES48078,PT,ES48078,17.6
2020,,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,9.2
2021,,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,10.8
2018,,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,13.6
2015,,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,18.8
2019,,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,10.9
2010,,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,14.6
2016,,16 urte eta gehiago,,,,,Ribera Baja / Erriberabeitia,PT,Ribera Baja / Erriberabeitia,15.4
2018,,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,1.9
2010,,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,2.6
2020,,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,2.9
2016,,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,5.9
2015,,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,8.6
2021,,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,8.3
2019,,16 urte eta gehiago,,,,,Samaniego,PT,Samaniego,5.6
2020,,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,7.2
2021,,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,5.5
2015,,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,11.3
2016,,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,8.9
2010,,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,7.4
2019,,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,7.3
2018,,16 urte eta gehiago,,,,,San Millán / Donemiliaga,PT,San Millán / Donemiliaga,7.8
2020,,16 urte eta gehiago,,,,,ES48082,PT,ES48082,13.8
2018,,16 urte eta gehiago,,,,,ES48082,PT,ES48082,16.1
2016,,16 urte eta gehiago,,,,,ES48082,PT,ES48082,20.0
2010,,16 urte eta gehiago,,,,,ES48082,PT,ES48082,11.2
2015,,16 urte eta gehiago,,,,,ES48082,PT,ES48082,19.6
2019,,16 urte eta gehiago,,,,,ES48082,PT,ES48082,14.9
2021,,16 urte eta gehiago,,,,,ES48082,PT,ES48082,15.0
2018,,16 urte eta gehiago,,,,,Segura,PT,Segura,7.7
2010,,16 urte eta gehiago,,,,,Segura,PT,Segura,8.0
2019,,16 urte eta gehiago,,,,,Segura,PT,Segura,6.7
2015,,16 urte eta gehiago,,,,,Segura,PT,Segura,9.2
2021,,16 urte eta gehiago,,,,,Segura,PT,Segura,6.0
2020,,16 urte eta gehiago,,,,,Segura,PT,Segura,6.7
2016,,16 urte eta gehiago,,,,,Segura,PT,Segura,8.7
2016,,16 urte eta gehiago,,,,,ES48084,PT,ES48084,23.9
2015,,16 urte eta gehiago,,,,,ES48084,PT,ES48084,22.5
2020,,16 urte eta gehiago,,,,,ES48084,PT,ES48084,15.6
2019,,16 urte eta gehiago,,,,,ES48084,PT,ES48084,17.3
2021,,16 urte eta gehiago,,,,,ES48084,PT,ES48084,16.9
2010,,16 urte eta gehiago,,,,,ES48084,PT,ES48084,12.6
2018,,16 urte eta gehiago,,,,,ES48084,PT,ES48084,18.7
2018,,16 urte eta gehiago,,,,,ES48904,PT,ES48904,8.6
2010,,16 urte eta gehiago,,,,,ES48904,PT,ES48904,7.3
2015,,16 urte eta gehiago,,,,,ES48904,PT,ES48904,13.1
2019,,16 urte eta gehiago,,,,,ES48904,PT,ES48904,9.0
2020,,16 urte eta gehiago,,,,,ES48904,PT,ES48904,7.8
2021,,16 urte eta gehiago,,,,,ES48904,PT,ES48904,9.1
2016,,16 urte eta gehiago,,,,,ES48904,PT,ES48904,12.2
2010,,16 urte eta gehiago,,,,,ES48085,PT,ES48085,9.5
2016,,16 urte eta gehiago,,,,,ES48085,PT,ES48085,13.2
2015,,16 urte eta gehiago,,,,,ES48085,PT,ES48085,14.8
2021,,16 urte eta gehiago,,,,,ES48085,PT,ES48085,10.9
2018,,16 urte eta gehiago,,,,,ES48085,PT,ES48085,10.4
2020,,16 urte eta gehiago,,,,,ES48085,PT,ES48085,9.0
2019,,16 urte eta gehiago,,,,,ES48085,PT,ES48085,9.5
2010,,16 urte eta gehiago,,,,,ES48086,PT,ES48086,10.3
2021,,16 urte eta gehiago,,,,,ES48086,PT,ES48086,11.1
2015,,16 urte eta gehiago,,,,,ES48086,PT,ES48086,17.6
2018,,16 urte eta gehiago,,,,,ES48086,PT,ES48086,11.6
2020,,16 urte eta gehiago,,,,,ES48086,PT,ES48086,8.4
2019,,16 urte eta gehiago,,,,,ES48086,PT,ES48086,10.2
2016,,16 urte eta gehiago,,,,,ES48086,PT,ES48086,15.0
2016,,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,18.0
2020,,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,12.2
2015,,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,17.7
2010,,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,9.6
2018,,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,14.4
2021,,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,13.0
2019,,16 urte eta gehiago,,,,,Soraluze-Placencia de las Armas,PT,Soraluze-Placencia de las Armas,12.8
2015,,16 urte eta gehiago,,,,,ES48076,PT,ES48076,15.2
2010,,16 urte eta gehiago,,,,,ES48076,PT,ES48076,9.0
2016,,16 urte eta gehiago,,,,,ES48076,PT,ES48076,16.3
2020,,16 urte eta gehiago,,,,,ES48076,PT,ES48076,11.8
2018,,16 urte eta gehiago,,,,,ES48076,PT,ES48076,12.4
2021,,16 urte eta gehiago,,,,,ES48076,PT,ES48076,10.7
2019,,16 urte eta gehiago,,,,,ES48076,PT,ES48076,14.7
2019,,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,7.9
2015,,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,13.5
2018,,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,9.4
2021,,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,8.0
2016,,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,12.2
2010,,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,7.5
2020,,16 urte eta gehiago,,,,,Tolosa,PT,Tolosa,7.3
2016,,16 urte eta gehiago,,,,,ES48087,PT,ES48087,22.6
2021,,16 urte eta gehiago,,,,,ES48087,PT,ES48087,15.8
2010,,16 urte eta gehiago,,,,,ES48087,PT,ES48087,11.6
2015,,16 urte eta gehiago,,,,,ES48087,PT,ES48087,17.6
2018,,16 urte eta gehiago,,,,,ES48087,PT,ES48087,21.5
2020,,16 urte eta gehiago,,,,,ES48087,PT,ES48087,11.6
2019,,16 urte eta gehiago,,,,,ES48087,PT,ES48087,15.0
2015,,16 urte eta gehiago,,,,,ES48088,PT,ES48088,10.6
2018,,16 urte eta gehiago,,,,,ES48088,PT,ES48088,8.8
2016,,16 urte eta gehiago,,,,,ES48088,PT,ES48088,9.9
2019,,16 urte eta gehiago,,,,,ES48088,PT,ES48088,11.0
2010,,16 urte eta gehiago,,,,,ES48088,PT,ES48088,5.4
2021,,16 urte eta gehiago,,,,,ES48088,PT,ES48088,15.1
2020,,16 urte eta gehiago,,,,,ES48088,PT,ES48088,8.1
2010,,16 urte eta gehiago,,,,,ES48065,PT,ES48065,7.6
2016,,16 urte eta gehiago,,,,,ES48065,PT,ES48065,17.2
2015,,16 urte eta gehiago,,,,,ES48065,PT,ES48065,15.5
2020,,16 urte eta gehiago,,,,,ES48065,PT,ES48065,9.6
2021,,16 urte eta gehiago,,,,,ES48065,PT,ES48065,10.8
2018,,16 urte eta gehiago,,,,,ES48065,PT,ES48065,12.1
2019,,16 urte eta gehiago,,,,,ES48065,PT,ES48065,10.7
2019,,16 urte eta gehiago,,,,,ES48089,PT,ES48089,9.2
2018,,16 urte eta gehiago,,,,,ES48089,PT,ES48089,9.9
2021,,16 urte eta gehiago,,,,,ES48089,PT,ES48089,10.0
2010,,16 urte eta gehiago,,,,,ES48089,PT,ES48089,8.8
2016,,16 urte eta gehiago,,,,,ES48089,PT,ES48089,12.1
2020,,16 urte eta gehiago,,,,,ES48089,PT,ES48089,9.5
2015,,16 urte eta gehiago,,,,,ES48089,PT,ES48089,14.2
2020,,16 urte eta gehiago,,,,,ES48074,PT,ES48074,13.4
2019,,16 urte eta gehiago,,,,,ES48074,PT,ES48074,14.9
2018,,16 urte eta gehiago,,,,,ES48074,PT,ES48074,14.5
2010,,16 urte eta gehiago,,,,,ES48074,PT,ES48074,10.2
2016,,16 urte eta gehiago,,,,,ES48074,PT,ES48074,19.3
2021,,16 urte eta gehiago,,,,,ES48074,PT,ES48074,14.2
2015,,16 urte eta gehiago,,,,,ES48074,PT,ES48074,19.1
2015,,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,13.3
2019,,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,9.9
2021,,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,10.9
2010,,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,6.4
2020,,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,9.3
2016,,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,11.2
2018,,16 urte eta gehiago,,,,,Urkabustaiz,PT,Urkabustaiz,9.1
2015,,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,11.9
2020,,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,6.7
2019,,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,7.3
2016,,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,11.7
2018,,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,8.0
2021,,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,8.9
2010,,16 urte eta gehiago,,,,,Urnieta,PT,Urnieta,7.6
2015,,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,13.0
2021,,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,8.5
2016,,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,11.0
2010,,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,7.0
2018,,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,9.1
2019,,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,8.0
2020,,16 urte eta gehiago,,,,,Urretxu,PT,Urretxu,7.6
2015,,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,12.2
2020,,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,7.0
2021,,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,8.2
2010,,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,7.3
2018,,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,8.6
2019,,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,7.4
2016,,16 urte eta gehiago,,,,,Usurbil,PT,Usurbil,10.9
2021,,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,16.0
2018,,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,9.2
2019,,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,9.8
2010,,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,10.0
2016,,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,14.4
2020,,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,11.5
2015,,16 urte eta gehiago,,,,,Valdegovía / Gaubea,PT,Valdegovía / Gaubea,14.6
2015,,16 urte eta gehiago,,,,,ES48080,PT,ES48080,17.5
2021,,16 urte eta gehiago,,,,,ES48080,PT,ES48080,12.3
2010,,16 urte eta gehiago,,,,,ES48080,PT,ES48080,9.6
2018,,16 urte eta gehiago,,,,,ES48080,PT,ES48080,13.7
2019,,16 urte eta gehiago,,,,,ES48080,PT,ES48080,12.4
2020,,16 urte eta gehiago,,,,,ES48080,PT,ES48080,11.2
2016,,16 urte eta gehiago,,,,,ES48080,PT,ES48080,17.2
2016,,16 urte eta gehiago,,,,,Villabona,PT,Villabona,14.2
2010,,16 urte eta gehiago,,,,,Villabona,PT,Villabona,9.3
2020,,16 urte eta gehiago,,,,,Villabona,PT,Villabona,9.2
2021,,16 urte eta gehiago,,,,,Villabona,PT,Villabona,10.4
2018,,16 urte eta gehiago,,,,,Villabona,PT,Villabona,11.1
2019,,16 urte eta gehiago,,,,,Villabona,PT,Villabona,8.7
2015,,16 urte eta gehiago,,,,,Villabona,PT,Villabona,14.8
2018,,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,4.3
2021,,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,10.3
2020,,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,6.6
2010,,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,7.0
2019,,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,2.9
2016,,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,6.6
2015,,16 urte eta gehiago,,,,,Villabuena de Álava / Eskuernaga,PT,Villabuena de Álava / Eskuernaga,9.7
2015,,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,15.8
2020,,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,10.5
2010,,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,10.0
2018,,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,11.9
2021,,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,12.1
2016,,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,15.0
2019,,16 urte eta gehiago,,,,,Vitoria-Gasteiz,PT,Vitoria-Gasteiz,11.2
2020,,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,11.2
2019,,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,8.2
2010,,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,12.3
2021,,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,9.8
2015,,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,20.2
2016,,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,17.3
2018,,16 urte eta gehiago,,,,,Yécora / Iekora,PT,Yécora / Iekora,9.2
2021,,16 urte eta gehiago,,,,,ES48095,PT,ES48095,9.5
2015,,16 urte eta gehiago,,,,,ES48095,PT,ES48095,13.8
2010,,16 urte eta gehiago,,,,,ES48095,PT,ES48095,8.8
2019,,16 urte eta gehiago,,,,,ES48095,PT,ES48095,9.7
2020,,16 urte eta gehiago,,,,,ES48095,PT,ES48095,7.3
2018,,16 urte eta gehiago,,,,,ES48095,PT,ES48095,9.9
2016,,16 urte eta gehiago,,,,,ES48095,PT,ES48095,12.9
2019,,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,6.3
2021,,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,9.1
2018,,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,5.5
2015,,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,12.7
2020,,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,5.7
2016,,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,10.1
2010,,16 urte eta gehiago,,,,,Zaldibia,PT,Zaldibia,6.8
2010,,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,5.6
2016,,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,10.6
2015,,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,11.4
2021,,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,8.3
2019,,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,3.9
2020,,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,6.4
2018,,16 urte eta gehiago,,,,,Zalduondo,PT,Zalduondo,6.8
2019,,16 urte eta gehiago,,,,,ES48096,PT,ES48096,13.6
2016,,16 urte eta gehiago,,,,,ES48096,PT,ES48096,20.4
2018,,16 urte eta gehiago,,,,,ES48096,PT,ES48096,14.8
2015,,16 urte eta gehiago,,,,,ES48096,PT,ES48096,20.6
2021,,16 urte eta gehiago,,,,,ES48096,PT,ES48096,13.3
2020,,16 urte eta gehiago,,,,,ES48096,PT,ES48096,12.9
2010,,16 urte eta gehiago,,,,,ES48096,PT,ES48096,9.9
2010,,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,13.5
2015,,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,24.5
2019,,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,14.6
2021,,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,14.1
2018,,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,19.6
2020,,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,10.6
2016,,16 urte eta gehiago,,,,,Zambrana,PT,Zambrana,19.1
2020,,16 urte eta gehiago,,,,,ES48905,PT,ES48905,8.5
2019,,16 urte eta gehiago,,,,,ES48905,PT,ES48905,9.5
2016,,16 urte eta gehiago,,,,,ES48905,PT,ES48905,12.9
2015,,16 urte eta gehiago,,,,,ES48905,PT,ES48905,14.6
2018,,16 urte eta gehiago,,,,,ES48905,PT,ES48905,9.8
2021,,16 urte eta gehiago,,,,,ES48905,PT,ES48905,9.8
2010,,16 urte eta gehiago,,,,,ES48905,PT,ES48905,8.9
2021,,16 urte eta gehiago,,,,,ES48097,PT,ES48097,13.1
2020,,16 urte eta gehiago,,,,,ES48097,PT,ES48097,11.4
2010,,16 urte eta gehiago,,,,,ES48097,PT,ES48097,8.9
2015,,16 urte eta gehiago,,,,,ES48097,PT,ES48097,17.3
2018,,16 urte eta gehiago,,,,,ES48097,PT,ES48097,12.9
2016,,16 urte eta gehiago,,,,,ES48097,PT,ES48097,16.4
2019,,16 urte eta gehiago,,,,,ES48097,PT,ES48097,13.2
2010,,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,9.1
2015,,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,13.8
2020,,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,7.3
2021,,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,8.4
2019,,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,7.6
2018,,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,8.6
2016,,16 urte eta gehiago,,,,,Zarautz,PT,Zarautz,12.5
2019,,16 urte eta gehiago,,,,,ES48024,PT,ES48024,6.9
2021,,16 urte eta gehiago,,,,,ES48024,PT,ES48024,8.4
2020,,16 urte eta gehiago,,,,,ES48024,PT,ES48024,6.3
2015,,16 urte eta gehiago,,,,,ES48024,PT,ES48024,9.4
2016,,16 urte eta gehiago,,,,,ES48024,PT,ES48024,7.1
2010,,16 urte eta gehiago,,,,,ES48024,PT,ES48024,6.7
2018,,16 urte eta gehiago,,,,,ES48024,PT,ES48024,6.5
2021,,16 urte eta gehiago,,,,,ES48025,PT,ES48025,9.0
2019,,16 urte eta gehiago,,,,,ES48025,PT,ES48025,8.3
2018,,16 urte eta gehiago,,,,,ES48025,PT,ES48025,9.7
2016,,16 urte eta gehiago,,,,,ES48025,PT,ES48025,11.0
2010,,16 urte eta gehiago,,,,,ES48025,PT,ES48025,4.8
2020,,16 urte eta gehiago,,,,,ES48025,PT,ES48025,7.9
2015,,16 urte eta gehiago,,,,,ES48025,PT,ES48025,12.0
2010,,16 urte eta gehiago,,,,,Zegama,PT,Zegama,9.9
2016,,16 urte eta gehiago,,,,,Zegama,PT,Zegama,12.2
2020,,16 urte eta gehiago,,,,,Zegama,PT,Zegama,5.7
2018,,16 urte eta gehiago,,,,,Zegama,PT,Zegama,8.6
2021,,16 urte eta gehiago,,,,,Zegama,PT,Zegama,7.0
2019,,16 urte eta gehiago,,,,,Zegama,PT,Zegama,7.1
2015,,16 urte eta gehiago,,,,,Zegama,PT,Zegama,11.4
2016,,16 urte eta gehiago,,,,,Zerain,PT,Zerain,9.1
2018,,16 urte eta gehiago,,,,,Zerain,PT,Zerain,7.4
2019,,16 urte eta gehiago,,,,,Zerain,PT,Zerain,2.6
2021,,16 urte eta gehiago,,,,,Zerain,PT,Zerain,2.5
2020,,16 urte eta gehiago,,,,,Zerain,PT,Zerain,5.1
2010,,16 urte eta gehiago,,,,,Zerain,PT,Zerain,7.0
2015,,16 urte eta gehiago,,,,,Zerain,PT,Zerain,12.7
2010,,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,9.8
2019,,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,10.8
2018,,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,11.7
2016,,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,15.9
2015,,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,17.7
2020,,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,9.9
2021,,16 urte eta gehiago,,,,,Zestoa,PT,Zestoa,11.3
2020,,16 urte eta gehiago,,,,,ES48913,PT,ES48913,10.8
2015,,16 urte eta gehiago,,,,,ES48913,PT,ES48913,17.5
2018,,16 urte eta gehiago,,,,,ES48913,PT,ES48913,11.9
2019,,16 urte eta gehiago,,,,,ES48913,PT,ES48913,9.1
2016,,16 urte eta gehiago,,,,,ES48913,PT,ES48913,15.6
2010,,16 urte eta gehiago,,,,,ES48913,PT,ES48913,8.4
2021,,16 urte eta gehiago,,,,,ES48913,PT,ES48913,12.2
2020,,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,5.8
2021,,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,5.4
2016,,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,7.9
2019,,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,5.0
2015,,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,8.2
2018,,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,4.7
2010,,16 urte eta gehiago,,,,,Zigoitia,PT,Zigoitia,4.8
2019,,16 urte eta gehiago,,,,,ES48915,PT,ES48915,7.6
2020,,16 urte eta gehiago,,,,,ES48915,PT,ES48915,5.1
2016,,16 urte eta gehiago,,,,,ES48915,PT,ES48915,13.4
2015,,16 urte eta gehiago,,,,,ES48915,PT,ES48915,9.5
2018,,16 urte eta gehiago,,,,,ES48915,PT,ES48915,9.0
2021,,16 urte eta gehiago,,,,,ES48915,PT,ES48915,6.3
2010,,16 urte eta gehiago,,,,,ES48915,PT,ES48915,11.8
2019,,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,8.5
2015,,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,14.8
2021,,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,10.1
2020,,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,9.0
2018,,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,10.5
2016,,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,13.2
2010,,16 urte eta gehiago,,,,,Zizurkil,PT,Zizurkil,9.1
2019,,16 urte eta gehiago,,,,,Zuia,PT,Zuia,5.5
2015,,16 urte eta gehiago,,,,,Zuia,PT,Zuia,11.4
2018,,16 urte eta gehiago,,,,,Zuia,PT,Zuia,5.5
2020,,16 urte eta gehiago,,,,,Zuia,PT,Zuia,4.5
2010,,16 urte eta gehiago,,,,,Zuia,PT,Zuia,7.6
2021,,16 urte eta gehiago,,,,,Zuia,PT,Zuia,6.5
2016,,16 urte eta gehiago,,,,,Zuia,PT,Zuia,9.4
2016,,16 urte eta gehiago,,,,,Zumaia,PT,Zumaia,13.9
2010,,16 urte eta gehiago,,,,,Zumaia,PT,Zumaia,8.7
2021,,16 urte eta gehiago,,,,,Zumaia,PT,Zumaia,9.0
