Year,Actividad,Territorio,Comarca,Municipio,Units,GeoCode,Value
2013,AGRI_ECO,,ES4807,,PT,ES4807,2.7
2015,AGRI_ECO,,ES4807,,PT,ES4807,4.1
2021,AGRI_ECO,,ES4807,,PT,ES4807,13.8
2020,AGRI_ECO,,ES4807,,PT,ES4807,9.6
2018,AGRI_ECO,,ES4807,,PT,ES4807,5.7
2017,AGRI_ECO,,ES4807,,PT,ES4807,5.3
2016,AGRI_ECO,,ES4807,,PT,ES4807,4.7
2019,AGRI_ECO,,ES4807,,PT,ES4807,6.5
2014,AGRI_ECO,,ES4807,,PT,ES4807,3.3
2010,AGRI_ECO,,ES4807,,PT,ES4807,1.6
2011,AGRI_ECO,,ES4807,,PT,ES4807,2.4
2016,AGRI_ECO,,ES2006,,PT,ES2006,6.0
2012,AGRI_ECO,,ES2006,,PT,ES2006,6.5
2014,AGRI_ECO,,ES2006,,PT,ES2006,6.0
2017,AGRI_ECO,,ES2006,,PT,ES2006,6.0
2013,AGRI_ECO,,ES2006,,PT,ES2006,6.9
2011,AGRI_ECO,,ES2006,,PT,ES2006,6.0
2018,AGRI_ECO,,ES2006,,PT,ES2006,6.5
2020,AGRI_ECO,,ES2006,,PT,ES2006,7.5
2022,AGRI_ECO,,ES2006,,PT,ES2006,12.7
2019,AGRI_ECO,,ES2006,,PT,ES2006,6.5
2010,AGRI_ECO,,ES2006,,PT,ES2006,3.7
2021,AGRI_ECO,,ES2006,,PT,ES2006,12.1
2015,AGRI_ECO,,ES2006,,PT,ES2006,7.9
2020,AGRI_ECO,,ES2007,,PT,ES2007,14.3
2012,AGRI_ECO,,ES2007,,PT,ES2007,9.5
2021,AGRI_ECO,,ES2007,,PT,ES2007,17.3
2013,AGRI_ECO,,ES2007,,PT,ES2007,11.1
2015,AGRI_ECO,,ES2007,,PT,ES2007,14.8
2019,AGRI_ECO,,ES2007,,PT,ES2007,15.6
2016,AGRI_ECO,,ES2007,,PT,ES2007,13.6
2017,AGRI_ECO,,ES2007,,PT,ES2007,13.2
2011,AGRI_ECO,,ES2007,,PT,ES2007,10.3
2010,AGRI_ECO,,ES2007,,PT,ES2007,9.1
2014,AGRI_ECO,,ES2007,,PT,ES2007,13.2
2018,AGRI_ECO,,ES2007,,PT,ES2007,14.8
2022,AGRI_ECO,,ES2007,,PT,ES2007,16.9
2015,AGRI_ECO,ES211,,,PT,ES211,4.3
2017,AGRI_ECO,ES211,,,PT,ES211,4.4
2022,AGRI_ECO,ES211,,,PT,ES211,6.5
2020,AGRI_ECO,ES211,,,PT,ES211,4.7
2012,AGRI_ECO,ES211,,,PT,ES211,3.3
2014,AGRI_ECO,ES211,,,PT,ES211,3.9
2019,AGRI_ECO,ES211,,,PT,ES211,5.3
2021,AGRI_ECO,ES211,,,PT,ES211,6.8
2013,AGRI_ECO,ES211,,,PT,ES211,3.6
2011,AGRI_ECO,ES211,,,PT,ES211,3.1
2018,AGRI_ECO,ES211,,,PT,ES211,4.9
2010,AGRI_ECO,ES211,,,PT,ES211,2.8
2016,AGRI_ECO,ES211,,,PT,ES211,4.2
2011,AGRI_ECO,ES213,,,PT,ES213,3.2
2022,AGRI_ECO,ES213,,,PT,ES213,12.5
2021,AGRI_ECO,ES213,,,PT,ES213,12.8
2018,AGRI_ECO,ES213,,,PT,ES213,5.1
2013,AGRI_ECO,ES213,,,PT,ES213,3.3
2014,AGRI_ECO,ES213,,,PT,ES213,3.4
2020,AGRI_ECO,ES213,,,PT,ES213,9.4
2017,AGRI_ECO,ES213,,,PT,ES213,5.0
2019,AGRI_ECO,ES213,,,PT,ES213,5.7
2010,AGRI_ECO,ES213,,,PT,ES213,2.2
2015,AGRI_ECO,ES213,,,PT,ES213,4.6
2016,AGRI_ECO,ES213,,,PT,ES213,4.7
2012,AGRI_ECO,ES213,,,PT,ES213,2.9
2018,AGRI_ECO,ES212,,,PT,ES212,9.4
2013,AGRI_ECO,ES212,,,PT,ES212,6.4
2017,AGRI_ECO,ES212,,,PT,ES212,8.8
2016,AGRI_ECO,ES212,,,PT,ES212,8.7
2014,AGRI_ECO,ES212,,,PT,ES212,7.9
2022,AGRI_ECO,ES212,,,PT,ES212,13.8
2021,AGRI_ECO,ES212,,,PT,ES212,13.6
2011,AGRI_ECO,ES212,,,PT,ES212,6.5
2015,AGRI_ECO,ES212,,,PT,ES212,9.4
2020,AGRI_ECO,ES212,,,PT,ES212,9.6
2012,AGRI_ECO,ES212,,,PT,ES212,5.7
2019,AGRI_ECO,ES212,,,PT,ES212,9.9
2010,AGRI_ECO,ES212,,,PT,ES212,5.0
2022,GAN_ECO,,,,PT,,2.5
2018,GAN_ECO,,,,PT,,0.9
2015,GAN_ECO,,,,PT,,0.7
2012,GAN_ECO,,,,PT,,0.7
2011,GAN_ECO,,,,PT,,0.7
2017,GAN_ECO,,,,PT,,0.9
2019,GAN_ECO,,,,PT,,1.0
2016,GAN_ECO,,,,PT,,0.8
2020,GAN_ECO,,,,PT,,1.3
2010,GAN_ECO,,,,PT,,0.5
2013,GAN_ECO,,,,PT,,0.7
2021,GAN_ECO,,,,PT,,1.6
2014,GAN_ECO,,,,PT,,0.7
2014,GAN_ECO,,,ES48001,PT,ES48001,1.1
2011,GAN_ECO,,,ES48001,PT,ES48001,1.1
2012,GAN_ECO,,,ES48001,PT,ES48001,1.1
2021,GAN_ECO,,,ES48001,PT,ES48001,2.9
2022,GAN_ECO,,,ES48001,PT,ES48001,4.4
2016,GAN_ECO,,,ES48001,PT,ES48001,0.0
2015,GAN_ECO,,,ES48001,PT,ES48001,1.1
2019,GAN_ECO,,,ES48001,PT,ES48001,2.3
2018,GAN_ECO,,,ES48001,PT,ES48001,1.1
2013,GAN_ECO,,,ES48001,PT,ES48001,1.1
2010,GAN_ECO,,,ES48001,PT,ES48001,0.0
2020,GAN_ECO,,,ES48001,PT,ES48001,2.9
2017,GAN_ECO,,,ES48001,PT,ES48001,0.0
2012,GAN_ECO,,,ES20001,PT,ES20001,0.0
2015,GAN_ECO,,,ES20001,PT,ES20001,0.0
2021,GAN_ECO,,,ES20001,PT,ES20001,0.0
2018,GAN_ECO,,,ES20001,PT,ES20001,0.0
2013,GAN_ECO,,,ES20001,PT,ES20001,0.0
2020,GAN_ECO,,,ES20001,PT,ES20001,0.0
2014,GAN_ECO,,,ES20001,PT,ES20001,0.0
2011,GAN_ECO,,,ES20001,PT,ES20001,0.0
2019,GAN_ECO,,,ES20001,PT,ES20001,0.0
2022,GAN_ECO,,,ES20001,PT,ES20001,0.0
2016,GAN_ECO,,,ES20001,PT,ES20001,0.0
2017,GAN_ECO,,,ES20001,PT,ES20001,0.0
2010,GAN_ECO,,,ES20001,PT,ES20001,0.0
2016,GAN_ECO,,,ES48002,PT,ES48002,0.0
2021,GAN_ECO,,,ES48002,PT,ES48002,0.0
2013,GAN_ECO,,,ES48002,PT,ES48002,0.0
2017,GAN_ECO,,,ES48002,PT,ES48002,0.0
2022,GAN_ECO,,,ES48002,PT,ES48002,0.0
2018,GAN_ECO,,,ES48002,PT,ES48002,0.0
2020,GAN_ECO,,,ES48002,PT,ES48002,0.0
2015,GAN_ECO,,,ES48002,PT,ES48002,0.0
2012,GAN_ECO,,,ES48002,PT,ES48002,0.0
2010,GAN_ECO,,,ES48002,PT,ES48002,0.0
2011,GAN_ECO,,,ES48002,PT,ES48002,0.0
2019,GAN_ECO,,,ES48002,PT,ES48002,0.0
2014,GAN_ECO,,,ES48002,PT,ES48002,0.0
2017,GAN_ECO,,,ES20002,PT,ES20002,0.0
2021,GAN_ECO,,,ES20002,PT,ES20002,0.0
2018,GAN_ECO,,,ES20002,PT,ES20002,0.0
2015,GAN_ECO,,,ES20002,PT,ES20002,0.0
2012,GAN_ECO,,,ES20002,PT,ES20002,0.0
2010,GAN_ECO,,,ES20002,PT,ES20002,0.0
2019,GAN_ECO,,,ES20002,PT,ES20002,0.0
2022,GAN_ECO,,,ES20002,PT,ES20002,0.0
2016,GAN_ECO,,,ES20002,PT,ES20002,0.0
2020,GAN_ECO,,,ES20002,PT,ES20002,0.0
2014,GAN_ECO,,,ES20002,PT,ES20002,0.0
2011,GAN_ECO,,,ES20002,PT,ES20002,0.0
2013,GAN_ECO,,,ES20002,PT,ES20002,0.0
2019,GAN_ECO,,,ES01051,PT,ES01051,0.0
2021,GAN_ECO,,,ES01051,PT,ES01051,0.0
2015,GAN_ECO,,,ES01051,PT,ES01051,0.0
2012,GAN_ECO,,,ES01051,PT,ES01051,0.0
2017,GAN_ECO,,,ES01051,PT,ES01051,0.0
2020,GAN_ECO,,,ES01051,PT,ES01051,0.0
2018,GAN_ECO,,,ES01051,PT,ES01051,0.0
2016,GAN_ECO,,,ES01051,PT,ES01051,0.0
2011,GAN_ECO,,,ES01051,PT,ES01051,0.0
2022,GAN_ECO,,,ES01051,PT,ES01051,0.0
2010,GAN_ECO,,,ES01051,PT,ES01051,0.0
2014,GAN_ECO,,,ES01051,PT,ES01051,0.0
2013,GAN_ECO,,,ES01051,PT,ES01051,0.0
2020,GAN_ECO,,,ES20016,PT,ES20016,0.0
2010,GAN_ECO,,,ES20016,PT,ES20016,0.7
2014,GAN_ECO,,,ES20016,PT,ES20016,0.7
2013,GAN_ECO,,,ES20016,PT,ES20016,0.7
2019,GAN_ECO,,,ES20016,PT,ES20016,0.7
2021,GAN_ECO,,,ES20016,PT,ES20016,0.7
2018,GAN_ECO,,,ES20016,PT,ES20016,0.7
2015,GAN_ECO,,,ES20016,PT,ES20016,0.7
2011,GAN_ECO,,,ES20016,PT,ES20016,1.5
2012,GAN_ECO,,,ES20016,PT,ES20016,0.7
2016,GAN_ECO,,,ES20016,PT,ES20016,0.7
2017,GAN_ECO,,,ES20016,PT,ES20016,0.7
2022,GAN_ECO,,,ES20016,PT,ES20016,0.7
2013,GAN_ECO,,,ES20003,PT,ES20003,3.8
2021,GAN_ECO,,,ES20003,PT,ES20003,0.0
2012,GAN_ECO,,,ES20003,PT,ES20003,3.8
2018,GAN_ECO,,,ES20003,PT,ES20003,3.8
2010,GAN_ECO,,,ES20003,PT,ES20003,3.8
2019,GAN_ECO,,,ES20003,PT,ES20003,3.8
2020,GAN_ECO,,,ES20003,PT,ES20003,3.6
2016,GAN_ECO,,,ES20003,PT,ES20003,7.7
2015,GAN_ECO,,,ES20003,PT,ES20003,3.8
2017,GAN_ECO,,,ES20003,PT,ES20003,7.7
2011,GAN_ECO,,,ES20003,PT,ES20003,3.8
2022,GAN_ECO,,,ES20003,PT,ES20003,0.0
2014,GAN_ECO,,,ES20003,PT,ES20003,3.8
2012,GAN_ECO,,,ES48911,PT,ES48911,4.3
2018,GAN_ECO,,,ES48911,PT,ES48911,0.0
2020,GAN_ECO,,,ES48911,PT,ES48911,0.0
2016,GAN_ECO,,,ES48911,PT,ES48911,0.0
2015,GAN_ECO,,,ES48911,PT,ES48911,0.0
2011,GAN_ECO,,,ES48911,PT,ES48911,4.3
2010,GAN_ECO,,,ES48911,PT,ES48911,0.0
2021,GAN_ECO,,,ES48911,PT,ES48911,0.0
2013,GAN_ECO,,,ES48911,PT,ES48911,0.0
2017,GAN_ECO,,,ES48911,PT,ES48911,0.0
2019,GAN_ECO,,,ES48911,PT,ES48911,0.0
2014,GAN_ECO,,,ES48911,PT,ES48911,0.0
2022,GAN_ECO,,,ES48911,PT,ES48911,0.0
2012,GAN_ECO,,,ES20004,PT,ES20004,0.0
2010,GAN_ECO,,,ES20004,PT,ES20004,0.0
2021,GAN_ECO,,,ES20004,PT,ES20004,0.0
2015,GAN_ECO,,,ES20004,PT,ES20004,0.0
2013,GAN_ECO,,,ES20004,PT,ES20004,0.0
2018,GAN_ECO,,,ES20004,PT,ES20004,0.0
2019,GAN_ECO,,,ES20004,PT,ES20004,0.0
2022,GAN_ECO,,,ES20004,PT,ES20004,0.0
2016,GAN_ECO,,,ES20004,PT,ES20004,0.0
2020,GAN_ECO,,,ES20004,PT,ES20004,0.0
2014,GAN_ECO,,,ES20004,PT,ES20004,0.0
2011,GAN_ECO,,,ES20004,PT,ES20004,0.0
2017,GAN_ECO,,,ES20004,PT,ES20004,0.0
2021,GAN_ECO,,,ES20005,PT,ES20005,0.0
2018,GAN_ECO,,,ES20005,PT,ES20005,0.0
2012,GAN_ECO,,,ES20005,PT,ES20005,0.0
2016,GAN_ECO,,,ES20005,PT,ES20005,0.0
2015,GAN_ECO,,,ES20005,PT,ES20005,0.0
2019,GAN_ECO,,,ES20005,PT,ES20005,0.0
2022,GAN_ECO,,,ES20005,PT,ES20005,0.0
2020,GAN_ECO,,,ES20005,PT,ES20005,0.0
2013,GAN_ECO,,,ES20005,PT,ES20005,0.0
2017,GAN_ECO,,,ES20005,PT,ES20005,0.0
2014,GAN_ECO,,,ES20005,PT,ES20005,0.0
2011,GAN_ECO,,,ES20005,PT,ES20005,0.0
2010,GAN_ECO,,,ES20005,PT,ES20005,0.0
2020,GAN_ECO,,,ES01001,PT,ES01001,0.0
2022,GAN_ECO,,,ES01001,PT,ES01001,0.0
2013,GAN_ECO,,,ES01001,PT,ES01001,0.0
2012,GAN_ECO,,,ES01001,PT,ES01001,0.0
2019,GAN_ECO,,,ES01001,PT,ES01001,0.0
2011,GAN_ECO,,,ES01001,PT,ES01001,0.0
2021,GAN_ECO,,,ES01001,PT,ES01001,0.0
2016,GAN_ECO,,,ES01001,PT,ES01001,0.0
2015,GAN_ECO,,,ES01001,PT,ES01001,0.0
2018,GAN_ECO,,,ES01001,PT,ES01001,0.0
2017,GAN_ECO,,,ES01001,PT,ES01001,0.0
2014,GAN_ECO,,,ES01001,PT,ES01001,0.0
2010,GAN_ECO,,,ES01001,PT,ES01001,0.0
2016,GAN_ECO,,,ES20006,PT,ES20006,0.0
2012,GAN_ECO,,,ES20006,PT,ES20006,0.0
2018,GAN_ECO,,,ES20006,PT,ES20006,0.0
2010,GAN_ECO,,,ES20006,PT,ES20006,0.0
2022,GAN_ECO,,,ES20006,PT,ES20006,0.0
2019,GAN_ECO,,,ES20006,PT,ES20006,0.0
2013,GAN_ECO,,,ES20006,PT,ES20006,0.0
2014,GAN_ECO,,,ES20006,PT,ES20006,0.0
2020,GAN_ECO,,,ES20006,PT,ES20006,0.0
2017,GAN_ECO,,,ES20006,PT,ES20006,0.0
2015,GAN_ECO,,,ES20006,PT,ES20006,0.0
2011,GAN_ECO,,,ES20006,PT,ES20006,0.0
2021,GAN_ECO,,,ES20006,PT,ES20006,0.0
2022,GAN_ECO,,,ES48912,PT,ES48912,0.0
2017,GAN_ECO,,,ES48912,PT,ES48912,0.0
2012,GAN_ECO,,,ES48912,PT,ES48912,0.0
2021,GAN_ECO,,,ES48912,PT,ES48912,0.0
2015,GAN_ECO,,,ES48912,PT,ES48912,0.0
2016,GAN_ECO,,,ES48912,PT,ES48912,0.0
2010,GAN_ECO,,,ES48912,PT,ES48912,0.0
2011,GAN_ECO,,,ES48912,PT,ES48912,0.0
2014,GAN_ECO,,,ES48912,PT,ES48912,0.0
2019,GAN_ECO,,,ES48912,PT,ES48912,0.0
2018,GAN_ECO,,,ES48912,PT,ES48912,0.0
2020,GAN_ECO,,,ES48912,PT,ES48912,0.0
2013,GAN_ECO,,,ES48912,PT,ES48912,0.0
2022,GAN_ECO,,,ES20906,PT,ES20906,28.6
2015,GAN_ECO,,,ES20906,PT,ES20906,0.0
2018,GAN_ECO,,,ES20906,PT,ES20906,0.0
2019,GAN_ECO,,,ES20906,PT,ES20906,0.0
2014,GAN_ECO,,,ES20906,PT,ES20906,0.0
2020,GAN_ECO,,,ES20906,PT,ES20906,0.0
2017,GAN_ECO,,,ES20906,PT,ES20906,0.0
2016,GAN_ECO,,,ES20906,PT,ES20906,0.0
2013,GAN_ECO,,,ES20906,PT,ES20906,0.0
2012,GAN_ECO,,,ES20906,PT,ES20906,0.0
2010,GAN_ECO,,,ES20906,PT,ES20906,0.0
2021,GAN_ECO,,,ES20906,PT,ES20906,14.3
2011,GAN_ECO,,,ES20906,PT,ES20906,0.0
2017,GAN_ECO,,,ES20007,PT,ES20007,4.3
2010,GAN_ECO,,,ES20007,PT,ES20007,4.3
2015,GAN_ECO,,,ES20007,PT,ES20007,4.3
2022,GAN_ECO,,,ES20007,PT,ES20007,6.3
2021,GAN_ECO,,,ES20007,PT,ES20007,6.3
2019,GAN_ECO,,,ES20007,PT,ES20007,4.3
2012,GAN_ECO,,,ES20007,PT,ES20007,4.3
2013,GAN_ECO,,,ES20007,PT,ES20007,4.3
2016,GAN_ECO,,,ES20007,PT,ES20007,4.3
2020,GAN_ECO,,,ES20007,PT,ES20007,6.3
2018,GAN_ECO,,,ES20007,PT,ES20007,4.3
2014,GAN_ECO,,,ES20007,PT,ES20007,4.3
2011,GAN_ECO,,,ES20007,PT,ES20007,4.3
2018,GAN_ECO,,,ES20008,PT,ES20008,1.6
2010,GAN_ECO,,,ES20008,PT,ES20008,0.0
2019,GAN_ECO,,,ES20008,PT,ES20008,1.6
2017,GAN_ECO,,,ES20008,PT,ES20008,1.6
2020,GAN_ECO,,,ES20008,PT,ES20008,0.0
2013,GAN_ECO,,,ES20008,PT,ES20008,1.6
2022,GAN_ECO,,,ES20008,PT,ES20008,1.7
2016,GAN_ECO,,,ES20008,PT,ES20008,1.6
2021,GAN_ECO,,,ES20008,PT,ES20008,1.7
2014,GAN_ECO,,,ES20008,PT,ES20008,1.6
2011,GAN_ECO,,,ES20008,PT,ES20008,1.6
2015,GAN_ECO,,,ES20008,PT,ES20008,0.0
2012,GAN_ECO,,,ES20008,PT,ES20008,1.6
2017,GAN_ECO,,,ES48003,PT,ES48003,0.6
2020,GAN_ECO,,,ES48003,PT,ES48003,0.9
2015,GAN_ECO,,,ES48003,PT,ES48003,0.0
2010,GAN_ECO,,,ES48003,PT,ES48003,0.0
2011,GAN_ECO,,,ES48003,PT,ES48003,0.0
2016,GAN_ECO,,,ES48003,PT,ES48003,0.6
2019,GAN_ECO,,,ES48003,PT,ES48003,0.6
2021,GAN_ECO,,,ES48003,PT,ES48003,1.8
2018,GAN_ECO,,,ES48003,PT,ES48003,0.6
2013,GAN_ECO,,,ES48003,PT,ES48003,0.0
2012,GAN_ECO,,,ES48003,PT,ES48003,0.0
2014,GAN_ECO,,,ES48003,PT,ES48003,0.0
2022,GAN_ECO,,,ES48003,PT,ES48003,2.7
2020,GAN_ECO,,,ES48004,PT,ES48004,4.2
2010,GAN_ECO,,,ES48004,PT,ES48004,0.0
2015,GAN_ECO,,,ES48004,PT,ES48004,0.0
2016,GAN_ECO,,,ES48004,PT,ES48004,0.0
2022,GAN_ECO,,,ES48004,PT,ES48004,0.0
2018,GAN_ECO,,,ES48004,PT,ES48004,0.0
2021,GAN_ECO,,,ES48004,PT,ES48004,0.0
2011,GAN_ECO,,,ES48004,PT,ES48004,0.0
2012,GAN_ECO,,,ES48004,PT,ES48004,0.0
2019,GAN_ECO,,,ES48004,PT,ES48004,0.0
2014,GAN_ECO,,,ES48004,PT,ES48004,0.0
2017,GAN_ECO,,,ES48004,PT,ES48004,0.0
2013,GAN_ECO,,,ES48004,PT,ES48004,0.0
2014,GAN_ECO,,,ES01002,PT,ES01002,1.7
2019,GAN_ECO,,,ES01002,PT,ES01002,0.0
2015,GAN_ECO,,,ES01002,PT,ES01002,1.7
2018,GAN_ECO,,,ES01002,PT,ES01002,0.0
2016,GAN_ECO,,,ES01002,PT,ES01002,0.0
2012,GAN_ECO,,,ES01002,PT,ES01002,0.0
2017,GAN_ECO,,,ES01002,PT,ES01002,0.0
2020,GAN_ECO,,,ES01002,PT,ES01002,1.9
2011,GAN_ECO,,,ES01002,PT,ES01002,0.6
2013,GAN_ECO,,,ES01002,PT,ES01002,0.0
2010,GAN_ECO,,,ES01002,PT,ES01002,1.2
2022,GAN_ECO,,,ES01002,PT,ES01002,0.0
2021,GAN_ECO,,,ES01002,PT,ES01002,0.0
2014,GAN_ECO,,,ES20009,PT,ES20009,1.4
2016,GAN_ECO,,,ES20009,PT,ES20009,1.4
2017,GAN_ECO,,,ES20009,PT,ES20009,1.4
2015,GAN_ECO,,,ES20009,PT,ES20009,2.9
2020,GAN_ECO,,,ES20009,PT,ES20009,0.0
2011,GAN_ECO,,,ES20009,PT,ES20009,0.0
2010,GAN_ECO,,,ES20009,PT,ES20009,0.0
2018,GAN_ECO,,,ES20009,PT,ES20009,1.4
2013,GAN_ECO,,,ES20009,PT,ES20009,1.4
2012,GAN_ECO,,,ES20009,PT,ES20009,1.4
2019,GAN_ECO,,,ES20009,PT,ES20009,1.4
2022,GAN_ECO,,,ES20009,PT,ES20009,0.0
2021,GAN_ECO,,,ES20009,PT,ES20009,0.0
2010,GAN_ECO,,,ES20010,PT,ES20010,6.3
2021,GAN_ECO,,,ES20010,PT,ES20010,11.1
2020,GAN_ECO,,,ES20010,PT,ES20010,11.1
2015,GAN_ECO,,,ES20010,PT,ES20010,6.3
2022,GAN_ECO,,,ES20010,PT,ES20010,22.2
2013,GAN_ECO,,,ES20010,PT,ES20010,6.3
2017,GAN_ECO,,,ES20010,PT,ES20010,6.3
2019,GAN_ECO,,,ES20010,PT,ES20010,6.3
2012,GAN_ECO,,,ES20010,PT,ES20010,6.3
2014,GAN_ECO,,,ES20010,PT,ES20010,6.3
2016,GAN_ECO,,,ES20010,PT,ES20010,6.3
2018,GAN_ECO,,,ES20010,PT,ES20010,6.3
2011,GAN_ECO,,,ES20010,PT,ES20010,6.3
2011,GAN_ECO,,,ES20011,PT,ES20011,2.3
2020,GAN_ECO,,,ES20011,PT,ES20011,6.1
2015,GAN_ECO,,,ES20011,PT,ES20011,2.3
2018,GAN_ECO,,,ES20011,PT,ES20011,4.5
2019,GAN_ECO,,,ES20011,PT,ES20011,4.5
2012,GAN_ECO,,,ES20011,PT,ES20011,2.3
2013,GAN_ECO,,,ES20011,PT,ES20011,2.3
2022,GAN_ECO,,,ES20011,PT,ES20011,24.2
2016,GAN_ECO,,,ES20011,PT,ES20011,4.5
2021,GAN_ECO,,,ES20011,PT,ES20011,6.1
2014,GAN_ECO,,,ES20011,PT,ES20011,2.3
2010,GAN_ECO,,,ES20011,PT,ES20011,2.3
2017,GAN_ECO,,,ES20011,PT,ES20011,4.5
2022,GAN_ECO,,,ES01049,PT,ES01049,0.0
2017,GAN_ECO,,,ES01049,PT,ES01049,0.0
2018,GAN_ECO,,,ES01049,PT,ES01049,0.0
2013,GAN_ECO,,,ES01049,PT,ES01049,0.0
2019,GAN_ECO,,,ES01049,PT,ES01049,0.0
2011,GAN_ECO,,,ES01049,PT,ES01049,0.0
2021,GAN_ECO,,,ES01049,PT,ES01049,0.0
2015,GAN_ECO,,,ES01049,PT,ES01049,33.3
2014,GAN_ECO,,,ES01049,PT,ES01049,0.0
2012,GAN_ECO,,,ES01049,PT,ES01049,0.0
2010,GAN_ECO,,,ES01049,PT,ES01049,0.0
2020,GAN_ECO,,,ES01049,PT,ES01049,0.0
2016,GAN_ECO,,,ES01049,PT,ES01049,0.0
2018,GAN_ECO,,,ES48005,PT,ES48005,0.0
2014,GAN_ECO,,,ES48005,PT,ES48005,0.0
2019,GAN_ECO,,,ES48005,PT,ES48005,0.0
2013,GAN_ECO,,,ES48005,PT,ES48005,0.0
2022,GAN_ECO,,,ES48005,PT,ES48005,0.0
2021,GAN_ECO,,,ES48005,PT,ES48005,0.0
2017,GAN_ECO,,,ES48005,PT,ES48005,0.0
2015,GAN_ECO,,,ES48005,PT,ES48005,0.0
2011,GAN_ECO,,,ES48005,PT,ES48005,0.0
2010,GAN_ECO,,,ES48005,PT,ES48005,0.0
2012,GAN_ECO,,,ES48005,PT,ES48005,0.0
2016,GAN_ECO,,,ES48005,PT,ES48005,0.0
2020,GAN_ECO,,,ES48005,PT,ES48005,0.0
2010,GAN_ECO,,,ES20012,PT,ES20012,0.0
2011,GAN_ECO,,,ES20012,PT,ES20012,0.0
2017,GAN_ECO,,,ES20012,PT,ES20012,0.0
2018,GAN_ECO,,,ES20012,PT,ES20012,0.0
2021,GAN_ECO,,,ES20012,PT,ES20012,0.0
2012,GAN_ECO,,,ES20012,PT,ES20012,0.0
2019,GAN_ECO,,,ES20012,PT,ES20012,0.0
2022,GAN_ECO,,,ES20012,PT,ES20012,0.0
2016,GAN_ECO,,,ES20012,PT,ES20012,0.0
2020,GAN_ECO,,,ES20012,PT,ES20012,0.0
2015,GAN_ECO,,,ES20012,PT,ES20012,0.0
2013,GAN_ECO,,,ES20012,PT,ES20012,0.0
2014,GAN_ECO,,,ES20012,PT,ES20012,0.0
2021,GAN_ECO,,,ES01003,PT,ES01003,0.0
2016,GAN_ECO,,,ES01003,PT,ES01003,0.0
2012,GAN_ECO,,,ES01003,PT,ES01003,0.0
2018,GAN_ECO,,,ES01003,PT,ES01003,0.0
2022,GAN_ECO,,,ES01003,PT,ES01003,2.0
2015,GAN_ECO,,,ES01003,PT,ES01003,0.0
2013,GAN_ECO,,,ES01003,PT,ES01003,0.0
2011,GAN_ECO,,,ES01003,PT,ES01003,0.0
2010,GAN_ECO,,,ES01003,PT,ES01003,0.0
2017,GAN_ECO,,,ES01003,PT,ES01003,0.0
2020,GAN_ECO,,,ES01003,PT,ES01003,0.0
2019,GAN_ECO,,,ES01003,PT,ES01003,0.0
2014,GAN_ECO,,,ES01003,PT,ES01003,1.2
2016,GAN_ECO,,,ES48006,PT,ES48006,0.0
2010,GAN_ECO,,,ES48006,PT,ES48006,0.0
2011,GAN_ECO,,,ES48006,PT,ES48006,0.0
2021,GAN_ECO,,,ES48006,PT,ES48006,0.0
2020,GAN_ECO,,,ES48006,PT,ES48006,0.0
2022,GAN_ECO,,,ES48006,PT,ES48006,0.0
2018,GAN_ECO,,,ES48006,PT,ES48006,0.0
2017,GAN_ECO,,,ES48006,PT,ES48006,0.0
2013,GAN_ECO,,,ES48006,PT,ES48006,0.0
2012,GAN_ECO,,,ES48006,PT,ES48006,0.0
2015,GAN_ECO,,,ES48006,PT,ES48006,0.0
2019,GAN_ECO,,,ES48006,PT,ES48006,0.0
2014,GAN_ECO,,,ES48006,PT,ES48006,0.0
2014,GAN_ECO,,,ES48093,PT,ES48093,0.0
2018,GAN_ECO,,,ES48093,PT,ES48093,0.0
2015,GAN_ECO,,,ES48093,PT,ES48093,0.0
2017,GAN_ECO,,,ES48093,PT,ES48093,0.0
2013,GAN_ECO,,,ES48093,PT,ES48093,0.0
2016,GAN_ECO,,,ES48093,PT,ES48093,0.0
2012,GAN_ECO,,,ES48093,PT,ES48093,0.0
2021,GAN_ECO,,,ES48093,PT,ES48093,0.0
2022,GAN_ECO,,,ES48093,PT,ES48093,16.7
2019,GAN_ECO,,,ES48093,PT,ES48093,0.0
2011,GAN_ECO,,,ES48093,PT,ES48093,0.0
2010,GAN_ECO,,,ES48093,PT,ES48093,0.0
2020,GAN_ECO,,,ES48093,PT,ES48093,0.0
2011,GAN_ECO,,,ES20013,PT,ES20013,2.4
2019,GAN_ECO,,,ES20013,PT,ES20013,2.4
2015,GAN_ECO,,,ES20013,PT,ES20013,2.4
2018,GAN_ECO,,,ES20013,PT,ES20013,2.4
2022,GAN_ECO,,,ES20013,PT,ES20013,13.5
2017,GAN_ECO,,,ES20013,PT,ES20013,2.4
2016,GAN_ECO,,,ES20013,PT,ES20013,2.4
2012,GAN_ECO,,,ES20013,PT,ES20013,2.4
2013,GAN_ECO,,,ES20013,PT,ES20013,2.4
2020,GAN_ECO,,,ES20013,PT,ES20013,0.0
2014,GAN_ECO,,,ES20013,PT,ES20013,2.4
2021,GAN_ECO,,,ES20013,PT,ES20013,5.4
2010,GAN_ECO,,,ES20013,PT,ES20013,2.4
2013,GAN_ECO,,,ES01037,PT,ES01037,9.1
2012,GAN_ECO,,,ES01037,PT,ES01037,9.1
2021,GAN_ECO,,,ES01037,PT,ES01037,10.3
