Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2020,Fotovoltaikoa,,,Gordexola,W_PER_CAPITA,Gordexola,15.4
2011,Fotovoltaikoa,,,Gordexola,W_PER_CAPITA,Gordexola,11.5
2010,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.0
2016,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.2
2017,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.2
2018,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.6
2021,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,6.5
2020,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.8
2015,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.2
2022,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,8.1
2023,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,26.2
2012,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.1
2014,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.1
2011,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.0
2019,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.6
2013,Fotovoltaikoa,,,Gorliz,W_PER_CAPITA,Gorliz,2.0
2013,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.2
2021,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,9.2
2022,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,9.6
2012,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.2
2015,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.6
2010,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.2
2017,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.6
2014,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.6
2016,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.6
2019,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,5.3
2011,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.2
2023,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,17.9
2018,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,2.6
2020,Fotovoltaikoa,,,Güeñes,W_PER_CAPITA,Güeñes,6.0
2011,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1360.4
2023,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1747.8
2020,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1611.7
2018,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1618.5
2010,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1314.0
2012,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1421.4
2019,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1632.2
2017,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1565.9
2022,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1682.1
2021,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1639.1
2015,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1585.2
2013,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1453.6
2014,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1546.2
2016,Fotovoltaikoa,,,Harana / Valle de Arana,W_PER_CAPITA,Harana / Valle de Arana,1553.2
2017,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,18.2
2010,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,4.6
2018,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,18.1
2020,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,24.4
2011,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,7.0
2012,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,6.9
2022,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,50.7
2015,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,18.1
2016,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,18.3
2023,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,85.1
2019,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,25.0
2021,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,50.2
2013,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,18.0
2014,Fotovoltaikoa,,,Hernani,W_PER_CAPITA,Hernani,18.2
2021,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2014,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2012,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2019,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2010,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2022,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2011,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2016,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2020,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2013,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2017,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2023,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,111.3
2015,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2018,Fotovoltaikoa,,,Hernialde,W_PER_CAPITA,Hernialde,0.0
2012,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,4.5
2013,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,7.2
2018,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,7.5
2010,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,4.6
2015,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,7.1
2020,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,11.3
2014,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,7.2
2016,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,7.1
2021,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,15.6
2022,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,16.0
2017,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,7.1
2011,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,4.6
2019,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,11.2
2023,Fotovoltaikoa,,,Hondarribia,W_PER_CAPITA,Hondarribia,26.4
2021,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,57.2
2011,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,6.6
2014,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,8.8
2018,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,12.4
2013,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,6.7
2016,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,12.5
2015,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,8.9
2017,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,12.4
2010,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,6.6
2019,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,12.2
2012,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,6.7
2022,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,84.2
2023,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,157.6
2020,Fotovoltaikoa,,,Ibarra,W_PER_CAPITA,Ibarra,19.2
2021,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,20.3
2020,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,10.1
2010,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,3.1
2013,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,10.8
2011,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,3.1
2015,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,10.7
2019,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,11.1
2023,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,57.5
2016,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,10.8
2018,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,11.0
2022,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,19.9
2017,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,11.0
2014,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,10.9
2012,Fotovoltaikoa,,,Ibarrangelu,W_PER_CAPITA,Ibarrangelu,3.9
2010,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,0.0
2013,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.1
2021,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,16.2
2014,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.3
2016,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.8
2017,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.7
2022,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,16.3
2015,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.2
2018,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.7
2012,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.2
2023,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,26.8
2020,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,14.5
2011,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,10.3
2019,Fotovoltaikoa,,,Idiazabal,W_PER_CAPITA,Idiazabal,13.7
2018,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,6.5
2010,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,4.0
2015,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,4.4
2019,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,8.1
2017,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,6.5
2022,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,40.7
2014,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,4.3
2016,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,4.4
2011,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,4.1
2020,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,8.0
2013,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,4.2
2012,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,4.1
2021,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,39.7
2023,Fotovoltaikoa,,,Igorre,W_PER_CAPITA,Igorre,51.2
2010,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2018,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2017,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2023,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2011,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2020,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2022,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2015,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2014,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2012,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2016,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2019,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2013,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2021,Fotovoltaikoa,,,Ikaztegieta,W_PER_CAPITA,Ikaztegieta,0.0
2019,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,8.0
2012,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,5.3
2020,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,9.0
2018,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,7.5
2017,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,7.4
2022,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,12.2
2014,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,7.4
2013,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,7.4
2016,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,7.4
2010,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,5.0
2021,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,11.6
2015,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,7.4
2011,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,5.3
2023,Fotovoltaikoa,,,Irun,W_PER_CAPITA,Irun,28.2
2014,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,100.6
2010,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,107.0
2016,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,96.3
2013,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,102.2
2015,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,97.7
2019,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,188.1
2022,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,282.8
2011,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,103.0
2018,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,93.4
2012,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,101.8
2023,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,309.6
2020,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,192.6
2021,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,202.2
2017,Fotovoltaikoa,,,Iruña Oka / Iruña de Oca,W_PER_CAPITA,Iruña Oka / Iruña de Oca,94.5
2012,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.5
2020,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.8
2011,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.2
2023,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,26.8
2015,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.9
2022,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,5.2
2016,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.8
2013,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,2.0
2021,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.8
2014,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.8
2018,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.8
2010,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,0.0
2019,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.8
2017,Fotovoltaikoa,,,Irura,W_PER_CAPITA,Irura,1.8
2010,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,10.6
2016,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,49.4
2015,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,46.1
2022,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,86.7
2013,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,46.4
2018,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,50.1
2012,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,45.7
2019,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,76.2
2011,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,43.6
2021,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,87.8
2020,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,73.8
2023,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,160.2
2017,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,49.9
2014,Fotovoltaikoa,,,Iruraiz-Gauna,W_PER_CAPITA,Iruraiz-Gauna,46.4
2011,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,17.0
2020,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,27.7
2017,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,15.8
2010,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,17.7
2016,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,16.0
2013,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,16.0
2019,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,15.5
2018,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,15.5
2022,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,30.9
2021,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,31.1
2015,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,16.0
2012,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,16.0
2014,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,17.0
2023,Fotovoltaikoa,,,Ispaster,W_PER_CAPITA,Ispaster,68.5
2014,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.5
2010,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.5
2023,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,79.7
2017,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.4
2022,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,16.3
2016,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.4
2020,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,16.1
2018,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.4
2012,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.5
2013,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.5
2015,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.5
2021,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,16.6
2019,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.4
2011,Fotovoltaikoa,,,Itsasondo,W_PER_CAPITA,Itsasondo,1.5
2019,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,31.5
2010,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,3.1
2011,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,3.1
2023,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,236.3
2015,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,5.2
2018,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,5.2
2016,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,5.3
2022,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,56.9
2013,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,4.9
2017,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,5.3
2014,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,5.1
2021,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,57.5
2012,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,4.8
2020,Fotovoltaikoa,,,Iurreta,W_PER_CAPITA,Iurreta,31.9
2022,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2020,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2011,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2018,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2016,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2015,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2010,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2014,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2019,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2023,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,134.2
2021,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2017,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2012,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2013,Fotovoltaikoa,,,Izurtza,W_PER_CAPITA,Izurtza,0.0
2013,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,3.8
2017,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,5.0
2016,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,4.9
2011,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,3.9
2018,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,8.4
2020,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,11.1
2014,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,4.0
2021,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,27.3
2023,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,40.7
2019,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,8.3
2010,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,4.0
2012,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,3.8
2015,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,3.9
2022,Fotovoltaikoa,,,Karrantza Harana / Valle de Carranza,W_PER_CAPITA,Karrantza Harana / Valle de Carranza,35.1
2015,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.7
2019,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,8.1
2018,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,8.2
2020,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,21.8
2017,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.7
2023,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,126.9
2012,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.7
2014,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.0
2011,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.0
2013,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.7
2021,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,100.4
2022,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,106.4
2010,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.0
2016,Fotovoltaikoa,,,Kortezubi,W_PER_CAPITA,Kortezubi,0.7
2011,Fotovoltaikoa,,,Kripan,W_PER_CAPITA,Kripan,584.6
2020,Fotovoltaikoa,,,Kripan,W_PER_CAPITA,Kripan,629.8
