Year,Teknologia berriztagarri mota,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2016,,,,Areatza,W_PER_CAPITA,Areatza,36.7
2012,,,,Areatza,W_PER_CAPITA,Areatza,33.9
2020,,,,Areatza,W_PER_CAPITA,Areatza,62.6
2014,,,,Areatza,W_PER_CAPITA,Areatza,37.9
2017,,,,Areatza,W_PER_CAPITA,Areatza,36.2
2021,,,,Areatza,W_PER_CAPITA,Areatza,65.2
2015,,,,Areatza,W_PER_CAPITA,Areatza,37.0
2022,,,,Areatza,W_PER_CAPITA,Areatza,65.3
2018,,,,Areatza,W_PER_CAPITA,Areatza,36.4
2011,,,,Areatza,W_PER_CAPITA,Areatza,34.1
2013,,,,Areatza,W_PER_CAPITA,Areatza,34.7
2010,,,,Areatza,W_PER_CAPITA,Areatza,29.3
2023,,,,Areatza,W_PER_CAPITA,Areatza,75.4
2019,,,,Areatza,W_PER_CAPITA,Areatza,35.9
2023,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,351.5
2011,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,306.2
2019,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,329.7
2016,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,317.9
2018,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,327.2
2010,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,308.4
2020,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,329.6
2021,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,335.0
2017,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,318.4
2012,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,319.6
2013,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,316.5
2015,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,317.2
2014,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,317.7
2022,,,,Aretxabaleta,W_PER_CAPITA,Aretxabaleta,334.3
2019,,,,Armiñón,W_PER_CAPITA,Armiñón,449.3
2010,,,,Armiñón,W_PER_CAPITA,Armiñón,497.5
2016,,,,Armiñón,W_PER_CAPITA,Armiñón,445.3
2023,,,,Armiñón,W_PER_CAPITA,Armiñón,421.0
2018,,,,Armiñón,W_PER_CAPITA,Armiñón,449.3
2012,,,,Armiñón,W_PER_CAPITA,Armiñón,458.7
2013,,,,Armiñón,W_PER_CAPITA,Armiñón,435.7
2015,,,,Armiñón,W_PER_CAPITA,Armiñón,451.4
2014,,,,Armiñón,W_PER_CAPITA,Armiñón,440.5
2021,,,,Armiñón,W_PER_CAPITA,Armiñón,439.5
2022,,,,Armiñón,W_PER_CAPITA,Armiñón,445.3
2017,,,,Armiñón,W_PER_CAPITA,Armiñón,468.2
2011,,,,Armiñón,W_PER_CAPITA,Armiñón,478.5
2020,,,,Armiñón,W_PER_CAPITA,Armiñón,447.3
2016,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,69.2
2019,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,187.2
2017,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,69.6
2010,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,43.3
2011,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,42.5
2013,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,58.0
2018,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,78.4
2012,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,56.4
2020,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,182.0
2014,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,62.1
2015,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,61.8
2021,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,202.3
2022,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,201.7
2023,,,,Arraia-Maeztu,W_PER_CAPITA,Arraia-Maeztu,320.8
2020,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,25.6
2010,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,19.7
2019,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,18.4
2018,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,18.4
2013,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,18.9
2022,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,54.7
2015,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,18.8
2021,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,51.2
2014,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,18.9
2012,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,19.1
2017,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,18.4
2016,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,18.4
2011,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,19.1
2023,,,,Arrankudiaga-Zollo,W_PER_CAPITA,Arrankudiaga-Zollo,244.7
2021,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,21.6
2019,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,9.5
2020,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,9.7
2014,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,8.7
2018,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,9.3
2012,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,8.1
2017,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,9.3
2023,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,23.1
2016,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,9.3
2022,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,21.7
2013,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,8.2
2015,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,8.7
2011,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,7.8
2010,,,,Arrasate / Mondragón,W_PER_CAPITA,Arrasate / Mondragón,7.0
2011,,,,Arratzu,W_PER_CAPITA,Arratzu,104.9
2013,,,,Arratzu,W_PER_CAPITA,Arratzu,100.5
2019,,,,Arratzu,W_PER_CAPITA,Arratzu,117.6
2017,,,,Arratzu,W_PER_CAPITA,Arratzu,100.7
2012,,,,Arratzu,W_PER_CAPITA,Arratzu,103.1
2018,,,,Arratzu,W_PER_CAPITA,Arratzu,116.1
2014,,,,Arratzu,W_PER_CAPITA,Arratzu,99.6
2021,,,,Arratzu,W_PER_CAPITA,Arratzu,123.8
2022,,,,Arratzu,W_PER_CAPITA,Arratzu,125.3
2010,,,,Arratzu,W_PER_CAPITA,Arratzu,105.7
2023,,,,Arratzu,W_PER_CAPITA,Arratzu,350.6
2016,,,,Arratzu,W_PER_CAPITA,Arratzu,102.0
2020,,,,Arratzu,W_PER_CAPITA,Arratzu,121.5
2015,,,,Arratzu,W_PER_CAPITA,Arratzu,98.6
2019,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,284.8
2016,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,262.4
2013,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,254.3
2014,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,258.1
2023,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,395.8
2012,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,258.3
2017,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,260.8
2021,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,316.3
2020,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,282.2
2011,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,259.1
2018,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,261.1
2015,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,263.3
2022,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,323.3
2010,,,,Arratzua-Ubarrundia,W_PER_CAPITA,Arratzua-Ubarrundia,270.9
2015,,,,Arrieta,W_PER_CAPITA,Arrieta,58.4
2023,,,,Arrieta,W_PER_CAPITA,Arrieta,171.3
2021,,,,Arrieta,W_PER_CAPITA,Arrieta,112.2
2010,,,,Arrieta,W_PER_CAPITA,Arrieta,48.7
2013,,,,Arrieta,W_PER_CAPITA,Arrieta,57.0
2022,,,,Arrieta,W_PER_CAPITA,Arrieta,117.8
2011,,,,Arrieta,W_PER_CAPITA,Arrieta,47.8
2020,,,,Arrieta,W_PER_CAPITA,Arrieta,92.7
2019,,,,Arrieta,W_PER_CAPITA,Arrieta,79.9
2018,,,,Arrieta,W_PER_CAPITA,Arrieta,73.1
2017,,,,Arrieta,W_PER_CAPITA,Arrieta,59.0
2014,,,,Arrieta,W_PER_CAPITA,Arrieta,57.0
2016,,,,Arrieta,W_PER_CAPITA,Arrieta,59.0
2012,,,,Arrieta,W_PER_CAPITA,Arrieta,48.9
2011,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,4.8
2018,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.5
2016,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.5
2023,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,57.4
2014,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.4
2013,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.4
2021,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,56.4
2010,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,4.8
2019,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.5
2020,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,6.1
2015,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.4
2012,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.4
2022,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,56.4
2017,,,,Arrigorriaga,W_PER_CAPITA,Arrigorriaga,5.5
2014,,,,Artea,W_PER_CAPITA,Artea,389.9
2017,,,,Artea,W_PER_CAPITA,Artea,411.1
2020,,,,Artea,W_PER_CAPITA,Artea,412.4
2011,,,,Artea,W_PER_CAPITA,Artea,349.1
2022,,,,Artea,W_PER_CAPITA,Artea,431.3
2016,,,,Artea,W_PER_CAPITA,Artea,412.3
2012,,,,Artea,W_PER_CAPITA,Artea,394.5
2021,,,,Artea,W_PER_CAPITA,Artea,425.4
2023,,,,Artea,W_PER_CAPITA,Artea,667.9
2010,,,,Artea,W_PER_CAPITA,Artea,350.0
2018,,,,Artea,W_PER_CAPITA,Artea,410.0
2013,,,,Artea,W_PER_CAPITA,Artea,387.8
2019,,,,Artea,W_PER_CAPITA,Artea,413.3
2015,,,,Artea,W_PER_CAPITA,Artea,402.3
2010,,,,Artzentales,W_PER_CAPITA,Artzentales,24.5
2022,,,,Artzentales,W_PER_CAPITA,Artzentales,47.4
2013,,,,Artzentales,W_PER_CAPITA,Artzentales,37.0
2021,,,,Artzentales,W_PER_CAPITA,Artzentales,47.7
2018,,,,Artzentales,W_PER_CAPITA,Artzentales,38.2
2017,,,,Artzentales,W_PER_CAPITA,Artzentales,37.3
2020,,,,Artzentales,W_PER_CAPITA,Artzentales,37.1
2012,,,,Artzentales,W_PER_CAPITA,Artzentales,24.2
2023,,,,Artzentales,W_PER_CAPITA,Artzentales,51.2
2011,,,,Artzentales,W_PER_CAPITA,Artzentales,23.7
2016,,,,Artzentales,W_PER_CAPITA,Artzentales,36.9
2019,,,,Artzentales,W_PER_CAPITA,Artzentales,39.3
2015,,,,Artzentales,W_PER_CAPITA,Artzentales,36.0
2014,,,,Artzentales,W_PER_CAPITA,Artzentales,37.2
2012,,,,Artziniega,W_PER_CAPITA,Artziniega,0.0
2022,,,,Artziniega,W_PER_CAPITA,Artziniega,11.1
2021,,,,Artziniega,W_PER_CAPITA,Artziniega,3.3
2023,,,,Artziniega,W_PER_CAPITA,Artziniega,54.0
2016,,,,Artziniega,W_PER_CAPITA,Artziniega,2.5
2014,,,,Artziniega,W_PER_CAPITA,Artziniega,2.4
2013,,,,Artziniega,W_PER_CAPITA,Artziniega,0.0
2015,,,,Artziniega,W_PER_CAPITA,Artziniega,2.4
2017,,,,Artziniega,W_PER_CAPITA,Artziniega,2.5
2020,,,,Artziniega,W_PER_CAPITA,Artziniega,3.3
2018,,,,Artziniega,W_PER_CAPITA,Artziniega,3.2
2019,,,,Artziniega,W_PER_CAPITA,Artziniega,3.2
2011,,,,Artziniega,W_PER_CAPITA,Artziniega,0.0
2010,,,,Artziniega,W_PER_CAPITA,Artziniega,0.0
2010,,,,Asparrena,W_PER_CAPITA,Asparrena,596.0
2016,,,,Asparrena,W_PER_CAPITA,Asparrena,637.8
2015,,,,Asparrena,W_PER_CAPITA,Asparrena,625.4
2013,,,,Asparrena,W_PER_CAPITA,Asparrena,610.6
2020,,,,Asparrena,W_PER_CAPITA,Asparrena,687.4
2019,,,,Asparrena,W_PER_CAPITA,Asparrena,639.4
2012,,,,Asparrena,W_PER_CAPITA,Asparrena,600.1
2022,,,,Asparrena,W_PER_CAPITA,Asparrena,705.2
2014,,,,Asparrena,W_PER_CAPITA,Asparrena,619.1
2021,,,,Asparrena,W_PER_CAPITA,Asparrena,692.5
2011,,,,Asparrena,W_PER_CAPITA,Asparrena,592.8
2023,,,,Asparrena,W_PER_CAPITA,Asparrena,728.7
2018,,,,Asparrena,W_PER_CAPITA,Asparrena,642.1
2017,,,,Asparrena,W_PER_CAPITA,Asparrena,631.5
2010,,,,Asteasu,W_PER_CAPITA,Asteasu,25.9
2014,,,,Asteasu,W_PER_CAPITA,Asteasu,25.4
2016,,,,Asteasu,W_PER_CAPITA,Asteasu,37.5
2019,,,,Asteasu,W_PER_CAPITA,Asteasu,137.2
2013,,,,Asteasu,W_PER_CAPITA,Asteasu,25.2
2020,,,,Asteasu,W_PER_CAPITA,Asteasu,144.5
2021,,,,Asteasu,W_PER_CAPITA,Asteasu,160.6
2012,,,,Asteasu,W_PER_CAPITA,Asteasu,25.2
2015,,,,Asteasu,W_PER_CAPITA,Asteasu,25.7
2022,,,,Asteasu,W_PER_CAPITA,Asteasu,161.8
2011,,,,Asteasu,W_PER_CAPITA,Asteasu,25.5
2023,,,,Asteasu,W_PER_CAPITA,Asteasu,202.9
2018,,,,Asteasu,W_PER_CAPITA,Asteasu,121.3
2017,,,,Asteasu,W_PER_CAPITA,Asteasu,37.0
2021,,,,Astigarraga,W_PER_CAPITA,Astigarraga,70.3
2015,,,,Astigarraga,W_PER_CAPITA,Astigarraga,19.7
2019,,,,Astigarraga,W_PER_CAPITA,Astigarraga,37.9
2022,,,,Astigarraga,W_PER_CAPITA,Astigarraga,76.5
2012,,,,Astigarraga,W_PER_CAPITA,Astigarraga,20.9
2020,,,,Astigarraga,W_PER_CAPITA,Astigarraga,36.2
2010,,,,Astigarraga,W_PER_CAPITA,Astigarraga,22.1
2018,,,,Astigarraga,W_PER_CAPITA,Astigarraga,31.0
2023,,,,Astigarraga,W_PER_CAPITA,Astigarraga,82.9
2011,,,,Astigarraga,W_PER_CAPITA,Astigarraga,21.2
2017,,,,Astigarraga,W_PER_CAPITA,Astigarraga,30.6
2014,,,,Astigarraga,W_PER_CAPITA,Astigarraga,20.3
2016,,,,Astigarraga,W_PER_CAPITA,Astigarraga,27.5
2013,,,,Astigarraga,W_PER_CAPITA,Astigarraga,20.1
2013,,,,Ataun,W_PER_CAPITA,Ataun,26.3
2020,,,,Ataun,W_PER_CAPITA,Ataun,28.6
2011,,,,Ataun,W_PER_CAPITA,Ataun,36.9
2022,,,,Ataun,W_PER_CAPITA,Ataun,30.8
2019,,,,Ataun,W_PER_CAPITA,Ataun,25.6
2014,,,,Ataun,W_PER_CAPITA,Ataun,26.5
2016,,,,Ataun,W_PER_CAPITA,Ataun,26.0
2010,,,,Ataun,W_PER_CAPITA,Ataun,30.9
2015,,,,Ataun,W_PER_CAPITA,Ataun,26.4
2018,,,,Ataun,W_PER_CAPITA,Ataun,25.6
2017,,,,Ataun,W_PER_CAPITA,Ataun,25.9
2012,,,,Ataun,W_PER_CAPITA,Ataun,26.6
2021,,,,Ataun,W_PER_CAPITA,Ataun,31.3
2023,,,,Ataun,W_PER_CAPITA,Ataun,49.1
2010,,,,Atxondo,W_PER_CAPITA,Atxondo,2.1
2018,,,,Atxondo,W_PER_CAPITA,Atxondo,33.1
2013,,,,Atxondo,W_PER_CAPITA,Atxondo,8.0
2023,,,,Atxondo,W_PER_CAPITA,Atxondo,113.8
2014,,,,Atxondo,W_PER_CAPITA,Atxondo,18.6
2016,,,,Atxondo,W_PER_CAPITA,Atxondo,19.5
2022,,,,Atxondo,W_PER_CAPITA,Atxondo,52.2
2019,,,,Atxondo,W_PER_CAPITA,Atxondo,46.3
2012,,,,Atxondo,W_PER_CAPITA,Atxondo,6.3
2015,,,,Atxondo,W_PER_CAPITA,Atxondo,18.2
2021,,,,Atxondo,W_PER_CAPITA,Atxondo,52.0
2011,,,,Atxondo,W_PER_CAPITA,Atxondo,3.8
2020,,,,Atxondo,W_PER_CAPITA,Atxondo,46.7
2017,,,,Atxondo,W_PER_CAPITA,Atxondo,31.0
2015,,,,Aulesti,W_PER_CAPITA,Aulesti,0.0
2013,,,,Aulesti,W_PER_CAPITA,Aulesti,0.0
2023,,,,Aulesti,W_PER_CAPITA,Aulesti,33.2
2020,,,,Aulesti,W_PER_CAPITA,Aulesti,17.7
2010,,,,Aulesti,W_PER_CAPITA,Aulesti,0.0
2018,,,,Aulesti,W_PER_CAPITA,Aulesti,10.5
2016,,,,Aulesti,W_PER_CAPITA,Aulesti,0.0
2014,,,,Aulesti,W_PER_CAPITA,Aulesti,0.0
2012,,,,Aulesti,W_PER_CAPITA,Aulesti,0.0
2022,,,,Aulesti,W_PER_CAPITA,Aulesti,17.4
2011,,,,Aulesti,W_PER_CAPITA,Aulesti,0.0
2019,,,,Aulesti,W_PER_CAPITA,Aulesti,11.4
2017,,,,Aulesti,W_PER_CAPITA,Aulesti,10.6
2021,,,,Aulesti,W_PER_CAPITA,Aulesti,17.4
2014,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,49.4
2012,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,47.8
2023,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,119.5
2013,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,49.0
2020,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,57.2
2016,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,49.8
2018,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,50.1
2022,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,90.8
2011,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,47.2
2021,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,88.0
2015,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,49.2
2019,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,52.6
2017,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,49.6
2010,,,,Ayala / Aiara,W_PER_CAPITA,Ayala / Aiara,47.0
2013,,,,Azkoitia,W_PER_CAPITA,Azkoitia,117.3
2016,,,,Azkoitia,W_PER_CAPITA,Azkoitia,116.8
2019,,,,Azkoitia,W_PER_CAPITA,Azkoitia,116.3
2014,,,,Azkoitia,W_PER_CAPITA,Azkoitia,116.9
2012,,,,Azkoitia,W_PER_CAPITA,Azkoitia,117.4
2022,,,,Azkoitia,W_PER_CAPITA,Azkoitia,133.7
2017,,,,Azkoitia,W_PER_CAPITA,Azkoitia,116.0
2023,,,,Azkoitia,W_PER_CAPITA,Azkoitia,159.9
2018,,,,Azkoitia,W_PER_CAPITA,Azkoitia,115.8
2015,,,,Azkoitia,W_PER_CAPITA,Azkoitia,116.8
2011,,,,Azkoitia,W_PER_CAPITA,Azkoitia,125.2
2021,,,,Azkoitia,W_PER_CAPITA,Azkoitia,132.8
2010,,,,Azkoitia,W_PER_CAPITA,Azkoitia,126.3
2020,,,,Azkoitia,W_PER_CAPITA,Azkoitia,117.7
2021,,,,Azpeitia,W_PER_CAPITA,Azpeitia,43.8
2020,,,,Azpeitia,W_PER_CAPITA,Azpeitia,40.3
2011,,,,Azpeitia,W_PER_CAPITA,Azpeitia,17.6
2010,,,,Azpeitia,W_PER_CAPITA,Azpeitia,11.2
2023,,,,Azpeitia,W_PER_CAPITA,Azpeitia,97.1
2013,,,,Azpeitia,W_PER_CAPITA,Azpeitia,18.7
2019,,,,Azpeitia,W_PER_CAPITA,Azpeitia,28.7
2015,,,,Azpeitia,W_PER_CAPITA,Azpeitia,19.0
2014,,,,Azpeitia,W_PER_CAPITA,Azpeitia,18.9
2012,,,,Azpeitia,W_PER_CAPITA,Azpeitia,18.8
2022,,,,Azpeitia,W_PER_CAPITA,Azpeitia,48.6
2017,,,,Azpeitia,W_PER_CAPITA,Azpeitia,21.6
2018,,,,Azpeitia,W_PER_CAPITA,Azpeitia,29.0
2016,,,,Azpeitia,W_PER_CAPITA,Azpeitia,20.4
2012,,,,Bakio,W_PER_CAPITA,Bakio,58.1
2018,,,,Bakio,W_PER_CAPITA,Bakio,60.2
2019,,,,Bakio,W_PER_CAPITA,Bakio,62.4
2023,,,,Bakio,W_PER_CAPITA,Bakio,90.4
2013,,,,Bakio,W_PER_CAPITA,Bakio,58.4
2017,,,,Bakio,W_PER_CAPITA,Bakio,61.1
2021,,,,Bakio,W_PER_CAPITA,Bakio,64.2
2015,,,,Bakio,W_PER_CAPITA,Bakio,61.2
2010,,,,Bakio,W_PER_CAPITA,Bakio,59.8
2022,,,,Bakio,W_PER_CAPITA,Bakio,67.5
2016,,,,Bakio,W_PER_CAPITA,Bakio,61.5
2011,,,,Bakio,W_PER_CAPITA,Bakio,58.4
2020,,,,Bakio,W_PER_CAPITA,Bakio,59.8
2014,,,,Bakio,W_PER_CAPITA,Bakio,59.0
2011,,,,Baliarrain,W_PER_CAPITA,Baliarrain,0.0
2023,,,,Baliarrain,W_PER_CAPITA,Baliarrain,412.0
2013,,,,Baliarrain,W_PER_CAPITA,Baliarrain,0.0
2017,,,,Baliarrain,W_PER_CAPITA,Baliarrain,60.0
2022,,,,Baliarrain,W_PER_CAPITA,Baliarrain,315.6
2012,,,,Baliarrain,W_PER_CAPITA,Baliarrain,0.0
2021,,,,Baliarrain,W_PER_CAPITA,Baliarrain,313.5
2015,,,,Baliarrain,W_PER_CAPITA,Baliarrain,31.4
2016,,,,Baliarrain,W_PER_CAPITA,Baliarrain,59.2
2010,,,,Baliarrain,W_PER_CAPITA,Baliarrain,0.0
2014,,,,Baliarrain,W_PER_CAPITA,Baliarrain,30.8
2018,,,,Baliarrain,W_PER_CAPITA,Baliarrain,59.6
2019,,,,Baliarrain,W_PER_CAPITA,Baliarrain,54.5
2020,,,,Baliarrain,W_PER_CAPITA,Baliarrain,58.1
2018,,,,Balmaseda,W_PER_CAPITA,Balmaseda,66.4
2011,,,,Balmaseda,W_PER_CAPITA,Balmaseda,50.0
2010,,,,Balmaseda,W_PER_CAPITA,Balmaseda,42.6
2015,,,,Balmaseda,W_PER_CAPITA,Balmaseda,51.3
2012,,,,Balmaseda,W_PER_CAPITA,Balmaseda,49.4
2021,,,,Balmaseda,W_PER_CAPITA,Balmaseda,67.8
2019,,,,Balmaseda,W_PER_CAPITA,Balmaseda,67.1
2022,,,,Balmaseda,W_PER_CAPITA,Balmaseda,58.1
2023,,,,Balmaseda,W_PER_CAPITA,Balmaseda,58.2
2013,,,,Balmaseda,W_PER_CAPITA,Balmaseda,49.5
2016,,,,Balmaseda,W_PER_CAPITA,Balmaseda,66.2
2014,,,,Balmaseda,W_PER_CAPITA,Balmaseda,50.4
2020,,,,Balmaseda,W_PER_CAPITA,Balmaseda,67.2
2017,,,,Balmaseda,W_PER_CAPITA,Balmaseda,66.5
2013,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2011,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.0
2023,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,98.1
2019,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2021,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2012,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2014,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.0
2018,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2017,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2020,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2016,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2010,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.0
2022,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,17.7
2015,,,,Baños de Ebro / Mañueta,W_PER_CAPITA,Baños de Ebro / Mañueta,0.3
2014,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.8
2011,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.8
2022,,,,Barakaldo,W_PER_CAPITA,Barakaldo,3.9
2017,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.9
2019,,,,Barakaldo,W_PER_CAPITA,Barakaldo,3.2
2021,,,,Barakaldo,W_PER_CAPITA,Barakaldo,3.6
2015,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.9
2020,,,,Barakaldo,W_PER_CAPITA,Barakaldo,3.2
2013,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.8
2023,,,,Barakaldo,W_PER_CAPITA,Barakaldo,23.8
2016,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.9
2010,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.8
2018,,,,Barakaldo,W_PER_CAPITA,Barakaldo,3.2
2012,,,,Barakaldo,W_PER_CAPITA,Barakaldo,2.8
2014,,,,Barrika,W_PER_CAPITA,Barrika,66.9
2012,,,,Barrika,W_PER_CAPITA,Barrika,66.6
2022,,,,Barrika,W_PER_CAPITA,Barrika,205.1
2010,,,,Barrika,W_PER_CAPITA,Barrika,65.7
2018,,,,Barrika,W_PER_CAPITA,Barrika,73.6
