Year,Series,Alimento,Ambito,Units,Value
2022 09,IFPA,Total,ES212,IX,2.472727705
2022 09,IFPA,Total,ES213,IX,2.45637727
2022 09,IFPA,Aceite,,IX,0.760912195
2022 09,IFPA,Cereales,,IX,3.250622147
2022 09,IFPA,Huevos,,IX,1.687235667
2022 09,IFPA,Leche,,IX,2.939616211
2022 09,IFPA,Pan,,IX,2.838760936
2022 09,IFPA,Total,,IX,2.413711968
2022 10,IFPA,Total,ES211,IX,2.721032372
2022 10,IFPA,Total,ES212,IX,2.846880912
2022 10,IFPA,Total,ES213,IX,2.698354473
2022 10,IFPA,Aceite,,IX,0.577492263
2022 10,IFPA,Cereales,,IX,2.161082964
2022 10,IFPA,Huevos,,IX,1.654401628
2022 10,IFPA,Leche,,IX,2.155485956
2022 10,IFPA,Pan,,IX,2.216904134
2022 10,IFPA,Total,,IX,2.786155517
2022 11,IFPA,Total,ES211,IX,2.254677855
2022 11,IFPA,Total,ES212,IX,2.74625898
2022 11,IFPA,Total,ES213,IX,2.630530667
2022 11,IFPA,Aceite,,IX,1.046916774
2022 11,IFPA,Cereales,,IX,1.467563163
2022 11,IFPA,Huevos,,IX,1.704006713
2022 11,IFPA,Leche,,IX,2.508873283
2022 11,IFPA,Pan,,IX,1.988013292
2022 11,IFPA,Total,,IX,2.634470564
2022 12,IFPA,Total,ES211,IX,2.400175223
2022 12,IFPA,Total,ES212,IX,3.160196298
2022 12,IFPA,Total,ES213,IX,3.077868489
2022 12,IFPA,Aceite,,IX,1.759446649
2022 12,IFPA,Cereales,,IX,3.00490905
2022 12,IFPA,Huevos,,IX,2.15749039
2022 12,IFPA,Leche,,IX,2.841337589
2022 12,IFPA,Pan,,IX,2.12579421
2022 12,IFPA,Total,,IX,3.030331063
2023 01,IFPA,Total,ES211,IX,2.064215616
2023 01,IFPA,Total,ES212,IX,2.690064099
2023 01,IFPA,Total,ES213,IX,2.52339861
2023 01,IFPA,Aceite,,IX,1.341076652
2023 01,IFPA,Cereales,,IX,3.196463007
2023 01,IFPA,Huevos,,IX,1.648894991
2023 01,IFPA,Leche,,IX,2.982222854
2023 01,IFPA,Pan,,IX,2.006040327
2023 01,IFPA,Total,,IX,2.530442424
2023 02,IFPA,Total,ES211,IX,2.70652566
2023 02,IFPA,Total,ES212,IX,3.09687438
2023 02,IFPA,Total,ES213,IX,3.336504459
2023 02,IFPA,Aceite,,IX,1.596527511
2023 02,IFPA,Cereales,,IX,3.090721715
2023 02,IFPA,Huevos,,IX,1.53802869
2023 02,IFPA,Leche,,IX,2.38179674
2023 02,IFPA,Pan,,IX,1.394107809
2023 02,IFPA,Total,,IX,3.189297934
2023 03,IFPA,Total,ES211,IX,3.10665865
2023 03,IFPA,Total,ES212,IX,3.112377686
2023 03,IFPA,Total,ES213,IX,3.047110731
2023 03,IFPA,Aceite,,IX,0.788476037
2023 03,IFPA,Cereales,,IX,2.787950389
2023 03,IFPA,Huevos,,IX,1.229035722
2023 03,IFPA,Leche,,IX,1.411279466
2023 03,IFPA,Pan,,IX,1.322211585
2023 03,IFPA,Total,,IX,3.111212528
2023 04,IFPA,Total,ES211,IX,2.292474922
2023 04,IFPA,Total,ES212,IX,2.285098141
2023 04,IFPA,Total,ES213,IX,2.168856873
2023 04,IFPA,Aceite,,IX,0.336556909
2023 04,IFPA,Cereales,,IX,2.565200526
2023 04,IFPA,Huevos,,IX,0.867542171
2023 04,IFPA,Leche,,IX,1.958910779
2023 04,IFPA,Pan,,IX,0.855954558
2023 04,IFPA,Total,,IX,2.254408647
2023 05,IFPA,Total,ES211,IX,1.735968413
2023 05,IFPA,Total,ES212,IX,1.756374737
2023 05,IFPA,Total,ES213,IX,1.686615917
2023 05,IFPA,Aceite,,IX,0.221667546
2023 05,IFPA,Cereales,,IX,1.925489916
2023 05,IFPA,Huevos,,IX,0.413359328
2023 05,IFPA,Leche,,IX,1.512575529
2023 05,IFPA,Pan,,IX,1.047225112
2023 05,IFPA,Total,,IX,1.737481943
2023 06,IFPA,Total,ES211,IX,0.945717713
2023 06,IFPA,Total,ES212,IX,1.036421378
2023 06,IFPA,Total,ES213,IX,1.251983703
2023 06,IFPA,Aceite,,IX,0.123882797
2023 06,IFPA,Cereales,,IX,1.544087849
2023 06,IFPA,Huevos,,IX,-0.026434497
2023 06,IFPA,Leche,,IX,1.154089311
2023 06,IFPA,Pan,,IX,1.31833515
2023 06,IFPA,Total,,IX,1.143017375
2023 07,IFPA,Total,ES211,IX,1.64774244
2023 07,IFPA,Total,ES212,IX,1.627663275
2023 07,IFPA,Total,ES213,IX,1.500652194
2023 07,IFPA,Aceite,,IX,0.599685979
2023 07,IFPA,Cereales,,IX,0.9838813
2023 07,IFPA,Huevos,,IX,0.016291351
2023 07,IFPA,Leche,,IX,1.073479308
2023 07,IFPA,Pan,,IX,0.257974997
2023 07,IFPA,Total,,IX,1.583655316
2023 08,IFPA,Total,ES211,IX,1.733340156
2023 08,IFPA,Total,ES212,IX,1.652850487
2023 08,IFPA,Total,ES213,IX,1.38182571
2023 08,IFPA,Aceite,,IX,1.680986998
2023 08,IFPA,Cereales,,IX,1.086557166
2023 08,IFPA,Huevos,,IX,0.11948007
2023 08,IFPA,Leche,,IX,1.241036725
2023 08,IFPA,Pan,,IX,-0.266723301
2023 08,IFPA,Total,,IX,1.560050599
2023 09,IFPA,Total,ES211,IX,1.204520106
2023 09,IFPA,Total,ES212,IX,1.340652857
2023 09,IFPA,Total,ES213,IX,1.409350131
2023 09,IFPA,Aceite,,IX,2.469000449
2023 09,IFPA,Cereales,,IX,-0.117571928
2023 09,IFPA,Huevos,,IX,0.259274934
2023 09,IFPA,Leche,,IX,0.810470772
2023 09,IFPA,Pan,,IX,-0.465712631
2023 09,IFPA,Total,,IX,1.371290712
2023 10,IFPA,Total,ES211,IX,0.991013079
2023 10,IFPA,Total,ES212,IX,1.460559533
2023 10,IFPA,Total,ES213,IX,1.248253859
2023 10,IFPA,Aceite,,IX,2.534281333
2023 10,IFPA,Cereales,,IX,0.235256815
2023 10,IFPA,Huevos,,IX,-0.172088206
2023 10,IFPA,Leche,,IX,0.440280621
2023 10,IFPA,Pan,,IX,-0.204492609
2023 10,IFPA,Total,,IX,1.290482053
2023 11,IFPA,Total,ES211,IX,1.194293815
2023 11,IFPA,Total,ES212,IX,0.818067732
2023 11,IFPA,Total,ES213,IX,1.427484484
2023 11,IFPA,Aceite,,IX,2.086923387
2023 11,IFPA,Cereales,,IX,0.327930584
2023 11,IFPA,Huevos,,IX,-0.148399147
2023 11,IFPA,Leche,,IX,-0.15247169
2023 11,IFPA,Pan,,IX,-0.644921242
2023 11,IFPA,Total,,IX,1.20533619
2023 12,IFPA,Total,ES211,IX,0.611317155
2023 12,IFPA,Total,ES212,IX,0.622525452
2023 12,IFPA,Total,ES213,IX,0.860901922
2023 12,IFPA,Aceite,,IX,1.108416761
2023 12,IFPA,Cereales,,IX,0.297686513
2023 12,IFPA,Huevos,,IX,-0.351428035
2023 12,IFPA,Leche,,IX,-0.501144698
2023 12,IFPA,Pan,,IX,-0.699600445
2023 12,IFPA,Total,,IX,0.748922983
2024 01,IFPA,Total,ES211,IX,0.566745644
2024 01,IFPA,Total,ES212,IX,0.18873717
2024 01,IFPA,Total,ES213,IX,0.70605732
2024 01,IFPA,Aceite,,IX,1.720494923
2024 01,IFPA,Cereales,,IX,-0.358882103
2024 01,IFPA,Huevos,,IX,-0.160494286
2024 01,IFPA,Leche,,IX,-0.106607119
2024 01,IFPA,Pan,,IX,-0.391282376
2024 01,IFPA,Total,,IX,0.517021688
2024 02,IFPA,Total,ES211,IX,0.659869435
2024 02,IFPA,Total,ES212,IX,0.290386317
2024 02,IFPA,Total,ES213,IX,0.473095809
2024 02,IFPA,Aceite,,IX,2.007177644
2024 02,IFPA,Cereales,,IX,-0.399587979
2024 02,IFPA,Huevos,,IX,-0.289779047
2024 02,IFPA,Leche,,IX,-0.685655604
2024 02,IFPA,Pan,,IX,-0.213705886
2024 02,IFPA,Total,,IX,0.445672181
2024 03,IFPA,Total,ES211,IX,0.336781044
2024 03,IFPA,Total,ES212,IX,0.485714934
2024 03,IFPA,Total,ES213,IX,0.462274063
2024 03,IFPA,Aceite,,IX,2.604805406
2024 03,IFPA,Cereales,,IX,-0.240893306
2024 03,IFPA,Huevos,,IX,-0.512051363
2024 03,IFPA,Leche,,IX,-0.473780179
2024 03,IFPA,Pan,,IX,-0.489265036
2024 03,IFPA,Total,,IX,0.45616895
2024 04,IFPA,Total,ES211,IX,0.298450432
2024 04,IFPA,Total,ES212,IX,0.377887428
2024 04,IFPA,Total,ES213,IX,0.873334484
2024 04,IFPA,Aceite,,IX,1.851217983
2024 04,IFPA,Cereales,,IX,-0.167399848
2024 04,IFPA,Huevos,,IX,-0.44979486
2024 04,IFPA,Leche,,IX,-0.628233008
2024 04,IFPA,Pan,,IX,-0.363990568
2024 04,IFPA,Total,,IX,0.633502097
2024 05,IFPA,Total,ES211,IX,0.327318336
2024 05,IFPA,Total,ES212,IX,0.772053123
2024 05,IFPA,Total,ES213,IX,0.730137324
2024 05,IFPA,Aceite,,IX,1.482341051
2024 05,IFPA,Cereales,,IX,0.505199367
2024 05,IFPA,Huevos,,IX,-0.399087107
2024 05,IFPA,Leche,,IX,-0.037839748
2024 05,IFPA,Pan,,IX,-0.411718986
2024 05,IFPA,Total,,IX,0.68531968
2024 06,IFPA,Total,ES211,IX,0.043882257
2024 06,IFPA,Total,ES212,IX,0.104037174
2024 06,IFPA,Total,ES213,IX,0.432575435
2024 06,IFPA,Aceite,,IX,0.676639503
2024 06,IFPA,Cereales,,IX,-0.071879697
2024 06,IFPA,Huevos,,IX,-0.257059383
2024 06,IFPA,Leche,,IX,-0.289666688
2024 06,IFPA,Pan,,IX,-0.858014681
2024 06,IFPA,Total,,IX,0.266292257
2024 07,IFPA,Total,ES211,IX,-0.547999723
2024 07,IFPA,Total,ES212,IX,0.104148194
2024 07,IFPA,Total,ES213,IX,0.097165203
2024 07,IFPA,Aceite,,IX,0.158022528
2024 07,IFPA,Cereales,,IX,0.101624713
2024 07,IFPA,Huevos,,IX,-0.26313971
2024 07,IFPA,Leche,,IX,-0.35215166
2024 07,IFPA,Pan,,IX,0.289908287
2024 07,IFPA,Total,,IX,0.007833207
2024 08,IFPA,Total,ES211,IX,-1.464066399
2024 08,IFPA,Total,ES212,IX,-0.478307652
2024 08,IFPA,Total,ES213,IX,-0.221941761
2024 08,IFPA,Aceite,,IX,0.04413431
2024 08,IFPA,Cereales,,IX,-0.09943698
2024 08,IFPA,Huevos,,IX,-0.366139729
2024 08,IFPA,Leche,,IX,-0.615720428
2024 08,IFPA,Pan,,IX,0.326609596
2024 08,IFPA,Total,,IX,-0.523313944
2024 09,IFPA,Total,ES211,IX,-1.055919506
2024 09,IFPA,Total,ES212,IX,-0.657483513
2024 09,IFPA,Total,ES213,IX,-0.20090838
2024 09,IFPA,Aceite,,IX,-0.327870856
2024 09,IFPA,Cereales,,IX,0.352067273
2024 09,IFPA,Huevos,,IX,-0.407469174
2024 09,IFPA,Leche,,IX,-0.472215402
2024 09,IFPA,Pan,,IX,0.486559304
2024 09,IFPA,Total,,IX,-0.517703957
2024 10,IFPA,Total,ES211,IX,-0.525999297
2024 10,IFPA,Total,ES212,IX,-0.326179682
2024 10,IFPA,Total,ES213,IX,-0.00083441
2024 10,IFPA,Aceite,,IX,-0.267818481
2024 10,IFPA,Cereales,,IX,0.053882652
2024 10,IFPA,Huevos,,IX,-0.168954302
2024 10,IFPA,Leche,,IX,-0.156525459
2024 10,IFPA,Pan,,IX,0.292095526
2024 10,IFPA,Total,,IX,-0.195861295
2024 11,IFPA,Total,ES211,IX,-0.404906758
2024 11,IFPA,Total,ES212,IX,-0.11507924
2024 11,IFPA,Total,ES213,IX,0.144588357
2024 11,IFPA,Aceite,,IX,-0.548030008
2024 11,IFPA,Cereales,,IX,0.333697806
2024 11,IFPA,Huevos,,IX,-0.306998461
2024 11,IFPA,Leche,,IX,-0.214635232
2024 11,IFPA,Pan,,IX,0.403392936
2024 11,IFPA,Total,,IX,-0.025725915
2024 12,IFPA,Total,ES211,IX,-0.171532189
2024 12,IFPA,Total,ES212,IX,0.27531653
2024 12,IFPA,Total,ES213,IX,0.344361632
2024 12,IFPA,Aceite,,IX,-0.547386037
2024 12,IFPA,Cereales,,IX,0.460984168
2024 12,IFPA,Huevos,,IX,-0.309769129
2024 12,IFPA,Leche,,IX,-0.063084428
2024 12,IFPA,Pan,,IX,0.44240066
2024 12,IFPA,Total,,IX,0.245630511
2003 12,IFPA_rolling,Total,ES211,IX,0.37794244
2003 12,IFPA_rolling,Total,ES212,IX,0.361193532
2003 12,IFPA_rolling,Total,ES213,IX,0.287821349
2003 12,IFPA_rolling,Aceite,,IX,-0.143069304
2003 12,IFPA_rolling,Cereales,,IX,-0.425342309
2003 12,IFPA_rolling,Huevos,,IX,0.576508414
2003 12,IFPA_rolling,Leche,,IX,0.139001692
2003 12,IFPA_rolling,Pan,,IX,0.725583514
2003 12,IFPA_rolling,Total,,IX,0.327958834
2004 01,IFPA_rolling,Total,ES211,IX,0.41837857
2004 01,IFPA_rolling,Total,ES212,IX,0.374074061
2004 01,IFPA_rolling,Total,ES213,IX,0.301412453
2004 01,IFPA_rolling,Aceite,,IX,-0.138985598
2004 01,IFPA_rolling,Cereales,,IX,-0.452497745
2004 01,IFPA_rolling,Huevos,,IX,0.768841506
2004 01,IFPA_rolling,Leche,,IX,0.156347522
2004 01,IFPA_rolling,Pan,,IX,0.773942689
2004 01,IFPA_rolling,Total,,IX,0.344806162
2004 02,IFPA_rolling,Total,ES211,IX,0.445756561
2004 02,IFPA_rolling,Total,ES212,IX,0.370012738
2004 02,IFPA_rolling,Total,ES213,IX,0.312387939
2004 02,IFPA_rolling,Aceite,,IX,-0.134131574
2004 02,IFPA_rolling,Cereales,,IX,-0.40302338
2004 02,IFPA_rolling,Huevos,,IX,0.856177085
2004 02,IFPA_rolling,Leche,,IX,0.117497869
2004 02,IFPA_rolling,Pan,,IX,0.83718245
2004 02,IFPA_rolling,Total,,IX,0.353043069
2004 03,IFPA_rolling,Total,ES211,IX,0.48739049
2004 03,IFPA_rolling,Total,ES212,IX,0.365119212
2004 03,IFPA_rolling,Total,ES213,IX,0.326355517
2004 03,IFPA_rolling,Aceite,,IX,-0.136799874
2004 03,IFPA_rolling,Cereales,,IX,-0.348703279
2004 03,IFPA_rolling,Huevos,,IX,0.968017728
2004 03,IFPA_rolling,Leche,,IX,0.123901436
2004 03,IFPA_rolling,Pan,,IX,0.885417797
