Year,Series,Alimento,Ambito,Units,Value
2005 02,IFPA_rolling,Leche,,IX,0.193200908
2005 02,IFPA_rolling,Pan,,IX,0.871048176
2005 02,IFPA_rolling,Total,,IX,0.223888723
2005 03,IFPA_rolling,Total,ES211,IX,0.36674198
2005 03,IFPA_rolling,Total,ES212,IX,0.212116875
2005 03,IFPA_rolling,Total,ES213,IX,0.189051961
2005 03,IFPA_rolling,Aceite,,IX,0.489618716
2005 03,IFPA_rolling,Cereales,,IX,-0.283294411
2005 03,IFPA_rolling,Huevos,,IX,-0.11495835
2005 03,IFPA_rolling,Leche,,IX,0.148246
2005 03,IFPA_rolling,Pan,,IX,0.820476996
2005 03,IFPA_rolling,Total,,IX,0.219809588
2005 04,IFPA_rolling,Total,ES211,IX,0.331785617
2005 04,IFPA_rolling,Total,ES212,IX,0.213159336
2005 04,IFPA_rolling,Total,ES213,IX,0.190152328
2005 04,IFPA_rolling,Aceite,,IX,0.455515007
2005 04,IFPA_rolling,Cereales,,IX,-0.295693742
2005 04,IFPA_rolling,Huevos,,IX,-0.250265941
2005 04,IFPA_rolling,Leche,,IX,0.104343674
2005 04,IFPA_rolling,Pan,,IX,0.792454965
2005 04,IFPA_rolling,Total,,IX,0.216531402
2005 05,IFPA_rolling,Total,ES211,IX,0.258219842
2005 05,IFPA_rolling,Total,ES212,IX,0.184055641
2005 05,IFPA_rolling,Total,ES213,IX,0.167980583
2005 05,IFPA_rolling,Aceite,,IX,0.417449681
2005 05,IFPA_rolling,Cereales,,IX,-0.226064556
2005 05,IFPA_rolling,Huevos,,IX,-0.376769107
2005 05,IFPA_rolling,Leche,,IX,0.07034312
2005 05,IFPA_rolling,Pan,,IX,0.708648185
2005 05,IFPA_rolling,Total,,IX,0.185219551
2005 06,IFPA_rolling,Total,ES211,IX,0.215676607
2005 06,IFPA_rolling,Total,ES212,IX,0.169061363
2005 06,IFPA_rolling,Total,ES213,IX,0.178137465
2005 06,IFPA_rolling,Aceite,,IX,0.325092404
2005 06,IFPA_rolling,Cereales,,IX,-0.183219192
2005 06,IFPA_rolling,Huevos,,IX,-0.516331952
2005 06,IFPA_rolling,Leche,,IX,0.082050966
2005 06,IFPA_rolling,Pan,,IX,0.722679315
2005 06,IFPA_rolling,Total,,IX,0.18053554
2005 07,IFPA_rolling,Total,ES211,IX,0.156609104
2005 07,IFPA_rolling,Total,ES212,IX,0.130939644
2005 07,IFPA_rolling,Total,ES213,IX,0.150657991
2005 07,IFPA_rolling,Aceite,,IX,0.24841006
2005 07,IFPA_rolling,Cereales,,IX,-0.162749304
2005 07,IFPA_rolling,Huevos,,IX,-0.614522636
2005 07,IFPA_rolling,Leche,,IX,0.105345537
2005 07,IFPA_rolling,Pan,,IX,0.71396568
2005 07,IFPA_rolling,Total,,IX,0.145112908
2005 08,IFPA_rolling,Total,ES211,IX,0.134358355
2005 08,IFPA_rolling,Total,ES212,IX,0.109910444
2005 08,IFPA_rolling,Total,ES213,IX,0.136799538
2005 08,IFPA_rolling,Aceite,,IX,0.153569671
2005 08,IFPA_rolling,Cereales,,IX,-0.160108568
2005 08,IFPA_rolling,Huevos,,IX,-0.626739835
2005 08,IFPA_rolling,Leche,,IX,0.124816438
2005 08,IFPA_rolling,Pan,,IX,0.720495376
2005 08,IFPA_rolling,Total,,IX,0.127542011
2005 09,IFPA_rolling,Total,ES211,IX,0.112446022
2005 09,IFPA_rolling,Total,ES212,IX,0.083195787
2005 09,IFPA_rolling,Total,ES213,IX,0.097693228
2005 09,IFPA_rolling,Aceite,,IX,0.078960425
2005 09,IFPA_rolling,Cereales,,IX,-0.125936075
2005 09,IFPA_rolling,Huevos,,IX,-0.700164339
2005 09,IFPA_rolling,Leche,,IX,0.124283049
2005 09,IFPA_rolling,Pan,,IX,0.628048107
2005 09,IFPA_rolling,Total,,IX,0.094817809
2005 10,IFPA_rolling,Total,ES211,IX,0.13159436
2005 10,IFPA_rolling,Total,ES212,IX,0.06233563
2005 10,IFPA_rolling,Total,ES213,IX,0.085877393
2005 10,IFPA_rolling,Aceite,,IX,0.047194753
2005 10,IFPA_rolling,Cereales,,IX,-0.148719388
2005 10,IFPA_rolling,Huevos,,IX,-0.731801389
2005 10,IFPA_rolling,Leche,,IX,0.084964498
2005 10,IFPA_rolling,Pan,,IX,0.601121313
2005 10,IFPA_rolling,Total,,IX,0.084134379
2005 11,IFPA_rolling,Total,ES211,IX,0.1667112
2005 11,IFPA_rolling,Total,ES212,IX,0.055206002
2005 11,IFPA_rolling,Total,ES213,IX,0.077505103
2005 11,IFPA_rolling,Aceite,,IX,0.100238008
2005 11,IFPA_rolling,Cereales,,IX,-0.122117023
2005 11,IFPA_rolling,Huevos,,IX,-0.775240971
2005 11,IFPA_rolling,Leche,,IX,0.04435308
2005 11,IFPA_rolling,Pan,,IX,0.572515292
2005 11,IFPA_rolling,Total,,IX,0.08192308
2005 12,IFPA_rolling,Total,ES211,IX,0.254498855
2005 12,IFPA_rolling,Total,ES212,IX,0.089068633
2005 12,IFPA_rolling,Total,ES213,IX,0.111646873
2005 12,IFPA_rolling,Aceite,,IX,0.240316987
2005 12,IFPA_rolling,Cereales,,IX,-0.169324247
2005 12,IFPA_rolling,Huevos,,IX,-0.805264235
2005 12,IFPA_rolling,Leche,,IX,0.013683765
2005 12,IFPA_rolling,Pan,,IX,0.562898938
2005 12,IFPA_rolling,Total,,IX,0.123573715
2006 01,IFPA_rolling,Total,ES211,IX,0.326171673
2006 01,IFPA_rolling,Total,ES212,IX,0.139442657
2006 01,IFPA_rolling,Total,ES213,IX,0.167011759
2006 01,IFPA_rolling,Aceite,,IX,0.395808982
2006 01,IFPA_rolling,Cereales,,IX,-0.191384184
2006 01,IFPA_rolling,Huevos,,IX,-0.826424726
2006 01,IFPA_rolling,Leche,,IX,0.026507634
2006 01,IFPA_rolling,Pan,,IX,0.544148402
2006 01,IFPA_rolling,Total,,IX,0.179982184
2006 02,IFPA_rolling,Total,ES211,IX,0.376837584
2006 02,IFPA_rolling,Total,ES212,IX,0.171383945
2006 02,IFPA_rolling,Total,ES213,IX,0.190295748
2006 02,IFPA_rolling,Aceite,,IX,0.526771767
2006 02,IFPA_rolling,Cereales,,IX,-0.193572016
2006 02,IFPA_rolling,Huevos,,IX,-0.769495928
2006 02,IFPA_rolling,Leche,,IX,0.05526239
2006 02,IFPA_rolling,Pan,,IX,0.448831233
2006 02,IFPA_rolling,Total,,IX,0.209707086
2006 03,IFPA_rolling,Total,ES211,IX,0.407308652
2006 03,IFPA_rolling,Total,ES212,IX,0.169667958
2006 03,IFPA_rolling,Total,ES213,IX,0.169237913
2006 03,IFPA_rolling,Aceite,,IX,0.573556573
2006 03,IFPA_rolling,Cereales,,IX,-0.166846576
2006 03,IFPA_rolling,Huevos,,IX,-0.695162941
2006 03,IFPA_rolling,Leche,,IX,0.088954799
2006 03,IFPA_rolling,Pan,,IX,0.365859532
2006 03,IFPA_rolling,Total,,IX,0.200883195
2006 04,IFPA_rolling,Total,ES211,IX,0.416575323
2006 04,IFPA_rolling,Total,ES212,IX,0.139859182
2006 04,IFPA_rolling,Total,ES213,IX,0.108143259
2006 04,IFPA_rolling,Aceite,,IX,0.648113671
2006 04,IFPA_rolling,Cereales,,IX,-0.162042344
2006 04,IFPA_rolling,Huevos,,IX,-0.655913644
2006 04,IFPA_rolling,Leche,,IX,0.088412972
2006 04,IFPA_rolling,Pan,,IX,0.293273912
2006 04,IFPA_rolling,Total,,IX,0.157534233
2006 05,IFPA_rolling,Total,ES211,IX,0.454637439
2006 05,IFPA_rolling,Total,ES212,IX,0.126242984
2006 05,IFPA_rolling,Total,ES213,IX,0.073372087
2006 05,IFPA_rolling,Aceite,,IX,0.702678347
2006 05,IFPA_rolling,Cereales,,IX,-0.189305155
2006 05,IFPA_rolling,Huevos,,IX,-0.616511649
2006 05,IFPA_rolling,Leche,,IX,0.086519956
2006 05,IFPA_rolling,Pan,,IX,0.334084802
2006 05,IFPA_rolling,Total,,IX,0.138503958
2006 06,IFPA_rolling,Total,ES211,IX,0.505513248
2006 06,IFPA_rolling,Total,ES212,IX,0.1171088
2006 06,IFPA_rolling,Total,ES213,IX,0.076976589
2006 06,IFPA_rolling,Aceite,,IX,0.747004249
2006 06,IFPA_rolling,Cereales,,IX,-0.189297091
2006 06,IFPA_rolling,Huevos,,IX,-0.542694535
2006 06,IFPA_rolling,Leche,,IX,0.067477419
2006 06,IFPA_rolling,Pan,,IX,0.370405103
2006 06,IFPA_rolling,Total,,IX,0.144348569
2006 07,IFPA_rolling,Total,ES211,IX,0.589274185
2006 07,IFPA_rolling,Total,ES212,IX,0.161544122
2006 07,IFPA_rolling,Total,ES213,IX,0.135423149
2006 07,IFPA_rolling,Aceite,,IX,0.82939404
2006 07,IFPA_rolling,Cereales,,IX,-0.170780032
2006 07,IFPA_rolling,Huevos,,IX,-0.476990323
2006 07,IFPA_rolling,Leche,,IX,0.083695559
2006 07,IFPA_rolling,Pan,,IX,0.360359149
2006 07,IFPA_rolling,Total,,IX,0.202964906
2006 08,IFPA_rolling,Total,ES211,IX,0.630105606
2006 08,IFPA_rolling,Total,ES212,IX,0.188162062
2006 08,IFPA_rolling,Total,ES213,IX,0.167063053
2006 08,IFPA_rolling,Aceite,,IX,0.871881851
2006 08,IFPA_rolling,Cereales,,IX,-0.105293884
2006 08,IFPA_rolling,Huevos,,IX,-0.471494462
2006 08,IFPA_rolling,Leche,,IX,0.10969223
2006 08,IFPA_rolling,Pan,,IX,0.321871508
2006 08,IFPA_rolling,Total,,IX,0.234818861
2006 09,IFPA_rolling,Total,ES211,IX,0.651004377
2006 09,IFPA_rolling,Total,ES212,IX,0.225302228
2006 09,IFPA_rolling,Total,ES213,IX,0.201689285
2006 09,IFPA_rolling,Aceite,,IX,0.900241672
2006 09,IFPA_rolling,Cereales,,IX,-0.057264351
2006 09,IFPA_rolling,Huevos,,IX,-0.47489646
2006 09,IFPA_rolling,Leche,,IX,0.11925683
2006 09,IFPA_rolling,Pan,,IX,0.309868079
2006 09,IFPA_rolling,Total,,IX,0.268395218
2006 10,IFPA_rolling,Total,ES211,IX,0.624841132
2006 10,IFPA_rolling,Total,ES212,IX,0.236338406
2006 10,IFPA_rolling,Total,ES213,IX,0.203046277
2006 10,IFPA_rolling,Aceite,,IX,0.906768104
2006 10,IFPA_rolling,Cereales,,IX,-0.026911356
2006 10,IFPA_rolling,Huevos,,IX,-0.468430301
2006 10,IFPA_rolling,Leche,,IX,0.137475816
2006 10,IFPA_rolling,Pan,,IX,0.308008952
2006 10,IFPA_rolling,Total,,IX,0.268835456
2006 11,IFPA_rolling,Total,ES211,IX,0.579155369
2006 11,IFPA_rolling,Total,ES212,IX,0.228920008
2006 11,IFPA_rolling,Total,ES213,IX,0.200893765
2006 11,IFPA_rolling,Aceite,,IX,0.824177856
2006 11,IFPA_rolling,Cereales,,IX,-0.085043916
2006 11,IFPA_rolling,Huevos,,IX,-0.420444694
2006 11,IFPA_rolling,Leche,,IX,0.147665604
2006 11,IFPA_rolling,Pan,,IX,0.300458858
2006 11,IFPA_rolling,Total,,IX,0.259010864
2006 12,IFPA_rolling,Total,ES211,IX,0.491272895
2006 12,IFPA_rolling,Total,ES212,IX,0.176797958
2006 12,IFPA_rolling,Total,ES213,IX,0.144001855
2006 12,IFPA_rolling,Aceite,,IX,0.619517785
2006 12,IFPA_rolling,Cereales,,IX,-0.100137087
2006 12,IFPA_rolling,Huevos,,IX,-0.353754787
2006 12,IFPA_rolling,Leche,,IX,0.153914729
2006 12,IFPA_rolling,Pan,,IX,0.263296873
2006 12,IFPA_rolling,Total,,IX,0.198855865
2007 01,IFPA_rolling,Total,ES211,IX,0.436209347
2007 01,IFPA_rolling,Total,ES212,IX,0.093906232
2007 01,IFPA_rolling,Total,ES213,IX,0.056220012
2007 01,IFPA_rolling,Aceite,,IX,0.309494883
2007 01,IFPA_rolling,Cereales,,IX,-0.070220553
2007 01,IFPA_rolling,Huevos,,IX,-0.272934672
2007 01,IFPA_rolling,Leche,,IX,0.114503552
2007 01,IFPA_rolling,Pan,,IX,0.256481255
2007 01,IFPA_rolling,Total,,IX,0.116370474
2007 02,IFPA_rolling,Total,ES211,IX,0.385188243
2007 02,IFPA_rolling,Total,ES212,IX,0.025613505
2007 02,IFPA_rolling,Total,ES213,IX,-0.012730254
2007 02,IFPA_rolling,Aceite,,IX,0.014690139
2007 02,IFPA_rolling,Cereales,,IX,-0.080073804
2007 02,IFPA_rolling,Huevos,,IX,-0.250266125
2007 02,IFPA_rolling,Leche,,IX,0.079823807
2007 02,IFPA_rolling,Pan,,IX,0.342299181
2007 02,IFPA_rolling,Total,,IX,0.049976416
2007 03,IFPA_rolling,Total,ES211,IX,0.355171679
2007 03,IFPA_rolling,Total,ES212,IX,-0.009789697
2007 03,IFPA_rolling,Total,ES213,IX,-0.031207529
2007 03,IFPA_rolling,Aceite,,IX,-0.238482592
2007 03,IFPA_rolling,Cereales,,IX,-0.123587164
2007 03,IFPA_rolling,Huevos,,IX,-0.283920118
2007 03,IFPA_rolling,Leche,,IX,0.053983757
2007 03,IFPA_rolling,Pan,,IX,0.433939773
2007 03,IFPA_rolling,Total,,IX,0.02568466
2007 04,IFPA_rolling,Total,ES211,IX,0.32671368
2007 04,IFPA_rolling,Total,ES212,IX,-0.000456214
2007 04,IFPA_rolling,Total,ES213,IX,-0.013600781
2007 04,IFPA_rolling,Aceite,,IX,-0.453992349
2007 04,IFPA_rolling,Cereales,,IX,-0.183551042
2007 04,IFPA_rolling,Huevos,,IX,-0.298650483
2007 04,IFPA_rolling,Leche,,IX,0.037112461
2007 04,IFPA_rolling,Pan,,IX,0.534274258
2007 04,IFPA_rolling,Total,,IX,0.035979876
2007 05,IFPA_rolling,Total,ES211,IX,0.293110715
2007 05,IFPA_rolling,Total,ES212,IX,0.020162085
2007 05,IFPA_rolling,Total,ES213,IX,-0.006536988
2007 05,IFPA_rolling,Aceite,,IX,-0.653025444
2007 05,IFPA_rolling,Cereales,,IX,-0.176369895
2007 05,IFPA_rolling,Huevos,,IX,-0.309942353
2007 05,IFPA_rolling,Leche,,IX,0.020615801
2007 05,IFPA_rolling,Pan,,IX,0.557093321
2007 05,IFPA_rolling,Total,,IX,0.043516593
2007 06,IFPA_rolling,Total,ES211,IX,0.238052312
2007 06,IFPA_rolling,Total,ES212,IX,0.022744421
2007 06,IFPA_rolling,Total,ES213,IX,-0.057245635
2007 06,IFPA_rolling,Aceite,,IX,-0.81920236
2007 06,IFPA_rolling,Cereales,,IX,-0.175680127
2007 06,IFPA_rolling,Huevos,,IX,-0.321953741
2007 06,IFPA_rolling,Leche,,IX,0.025328214
2007 06,IFPA_rolling,Pan,,IX,0.522825105
2007 06,IFPA_rolling,Total,,IX,0.010655833
2007 07,IFPA_rolling,Total,ES211,IX,0.18139306
2007 07,IFPA_rolling,Total,ES212,IX,-0.001620167
2007 07,IFPA_rolling,Total,ES213,IX,-0.112241607
2007 07,IFPA_rolling,Aceite,,IX,-0.984150797
2007 07,IFPA_rolling,Cereales,,IX,-0.189706859
2007 07,IFPA_rolling,Huevos,,IX,-0.312664708
2007 07,IFPA_rolling,Leche,,IX,0.016998622
2007 07,IFPA_rolling,Pan,,IX,0.559799085
2007 07,IFPA_rolling,Total,,IX,-0.033348987
2007 08,IFPA_rolling,Total,ES211,IX,0.148901687
2007 08,IFPA_rolling,Total,ES212,IX,-0.006578675
2007 08,IFPA_rolling,Total,ES213,IX,-0.138338173
2007 08,IFPA_rolling,Aceite,,IX,-1.046836664
2007 08,IFPA_rolling,Cereales,,IX,-0.237654782
2007 08,IFPA_rolling,Huevos,,IX,-0.262338342
2007 08,IFPA_rolling,Leche,,IX,0.104492292
2007 08,IFPA_rolling,Pan,,IX,0.622665435
2007 08,IFPA_rolling,Total,,IX,-0.051173002
2007 09,IFPA_rolling,Total,ES211,IX,0.178786749
2007 09,IFPA_rolling,Total,ES212,IX,0.013137538
2007 09,IFPA_rolling,Total,ES213,IX,-0.116407347
2007 09,IFPA_rolling,Aceite,,IX,-1.109650526
2007 09,IFPA_rolling,Cereales,,IX,-0.290612622
2007 09,IFPA_rolling,Huevos,,IX,-0.007118347
2007 09,IFPA_rolling,Leche,,IX,0.291625434
2007 09,IFPA_rolling,Pan,,IX,0.70115434
2007 09,IFPA_rolling,Total,,IX,-0.026242027
2007 10,IFPA_rolling,Total,ES211,IX,0.324725622
2007 10,IFPA_rolling,Total,ES212,IX,0.148791612
2007 10,IFPA_rolling,Total,ES213,IX,-0.001071789
2007 10,IFPA_rolling,Aceite,,IX,-1.16201158
2007 10,IFPA_rolling,Cereales,,IX,-0.218402444
2007 10,IFPA_rolling,Huevos,,IX,0.260557456
2007 10,IFPA_rolling,Leche,,IX,0.55655053
2007 10,IFPA_rolling,Pan,,IX,0.867074247
2007 10,IFPA_rolling,Total,,IX,0.104429154
2007 11,IFPA_rolling,Total,ES211,IX,0.525258821
2007 11,IFPA_rolling,Total,ES212,IX,0.313275386
2007 11,IFPA_rolling,Total,ES213,IX,0.143690797
2007 11,IFPA_rolling,Aceite,,IX,-1.202140211
2007 11,IFPA_rolling,Cereales,,IX,-0.090527521
2007 11,IFPA_rolling,Huevos,,IX,0.471545731
2007 11,IFPA_rolling,Leche,,IX,0.831558316
2007 11,IFPA_rolling,Pan,,IX,1.054259121
2007 11,IFPA_rolling,Total,,IX,0.267188749
2007 12,IFPA_rolling,Total,ES211,IX,0.71359486
2007 12,IFPA_rolling,Total,ES212,IX,0.471131281
2007 12,IFPA_rolling,Total,ES213,IX,0.299514779
2007 12,IFPA_rolling,Aceite,,IX,-1.197184408
2007 12,IFPA_rolling,Cereales,,IX,0.050697077
2007 12,IFPA_rolling,Huevos,,IX,0.594416607
2007 12,IFPA_rolling,Leche,,IX,1.085645531
2007 12,IFPA_rolling,Pan,,IX,1.267273505
2007 12,IFPA_rolling,Total,,IX,0.431955102
2008 01,IFPA_rolling,Total,ES211,IX,0.824187034
2008 01,IFPA_rolling,Total,ES212,IX,0.592891493
2008 01,IFPA_rolling,Total,ES213,IX,0.411665046
2008 01,IFPA_rolling,Aceite,,IX,-1.077993761
2008 01,IFPA_rolling,Cereales,,IX,0.13896714
2008 01,IFPA_rolling,Huevos,,IX,0.673388782
2008 01,IFPA_rolling,Leche,,IX,1.311833624
2008 01,IFPA_rolling,Pan,,IX,1.321114606
2008 01,IFPA_rolling,Total,,IX,0.549789179
2008 02,IFPA_rolling,Total,ES211,IX,0.892537566
2008 02,IFPA_rolling,Total,ES212,IX,0.70432407
2008 02,IFPA_rolling,Total,ES213,IX,0.495600414
2008 02,IFPA_rolling,Aceite,,IX,-0.940979408
2008 02,IFPA_rolling,Cereales,,IX,0.263649931
2008 02,IFPA_rolling,Huevos,,IX,0.794282116
2008 02,IFPA_rolling,Leche,,IX,1.425248146
2008 02,IFPA_rolling,Pan,,IX,1.342344395
2008 02,IFPA_rolling,Total,,IX,0.642607539
2008 03,IFPA_rolling,Total,ES211,IX,0.949178479
2008 03,IFPA_rolling,Total,ES212,IX,0.787305485
2008 03,IFPA_rolling,Total,ES213,IX,0.555231501
2008 03,IFPA_rolling,Aceite,,IX,-0.793870787
2008 03,IFPA_rolling,Cereales,,IX,0.407013083
2008 03,IFPA_rolling,Huevos,,IX,0.952742448
2008 03,IFPA_rolling,Leche,,IX,1.503251234
2008 03,IFPA_rolling,Pan,,IX,1.365037134
2008 03,IFPA_rolling,Total,,IX,0.710590731
2008 04,IFPA_rolling,Total,ES211,IX,1.022488924
2008 04,IFPA_rolling,Total,ES212,IX,0.8539047
2008 04,IFPA_rolling,Total,ES213,IX,0.608662894
2008 04,IFPA_rolling,Aceite,,IX,-0.682168593
2008 04,IFPA_rolling,Cereales,,IX,0.558424862
2008 04,IFPA_rolling,Huevos,,IX,1.091040485
2008 04,IFPA_rolling,Leche,,IX,1.612762963
2008 04,IFPA_rolling,Pan,,IX,1.383058652
2008 04,IFPA_rolling,Total,,IX,0.772551042
2008 05,IFPA_rolling,Total,ES211,IX,1.084870377
2008 05,IFPA_rolling,Total,ES212,IX,0.892984643
2008 05,IFPA_rolling,Total,ES213,IX,0.646760178
2008 05,IFPA_rolling,Aceite,,IX,-0.581651998
2008 05,IFPA_rolling,Cereales,,IX,0.692013759
2008 05,IFPA_rolling,Huevos,,IX,1.183374127
2008 05,IFPA_rolling,Leche,,IX,1.683133992
2008 05,IFPA_rolling,Pan,,IX,1.418397904
2008 05,IFPA_rolling,Total,,IX,0.815534386
2008 06,IFPA_rolling,Total,ES211,IX,1.169620783
2008 06,IFPA_rolling,Total,ES212,IX,0.965735808
2008 06,IFPA_rolling,Total,ES213,IX,0.726265098
2008 06,IFPA_rolling,Aceite,,IX,-0.477786084
2008 06,IFPA_rolling,Cereales,,IX,0.822450707
2008 06,IFPA_rolling,Huevos,,IX,1.266570726
2008 06,IFPA_rolling,Leche,,IX,1.744204321
2008 06,IFPA_rolling,Pan,,IX,1.440473788
2008 06,IFPA_rolling,Total,,IX,0.894635752
2008 07,IFPA_rolling,Total,ES211,IX,1.247087529
2008 07,IFPA_rolling,Total,ES212,IX,1.034221458
2008 07,IFPA_rolling,Total,ES213,IX,0.803558442
2008 07,IFPA_rolling,Aceite,,IX,-0.372079495
2008 07,IFPA_rolling,Cereales,,IX,0.981745814
2008 07,IFPA_rolling,Huevos,,IX,1.327599866
2008 07,IFPA_rolling,Leche,,IX,1.80968379
2008 07,IFPA_rolling,Pan,,IX,1.463649403
2008 07,IFPA_rolling,Total,,IX,0.969744345
2008 08,IFPA_rolling,Total,ES211,IX,1.318513276
2008 08,IFPA_rolling,Total,ES212,IX,1.086175639
2008 08,IFPA_rolling,Total,ES213,IX,0.876826355
2008 08,IFPA_rolling,Aceite,,IX,-0.302516527
2008 08,IFPA_rolling,Cereales,,IX,1.135851443
2008 08,IFPA_rolling,Huevos,,IX,1.417649112
2008 08,IFPA_rolling,Leche,,IX,1.782708831
2008 08,IFPA_rolling,Pan,,IX,1.464087385
2008 08,IFPA_rolling,Total,,IX,1.035567457
2008 09,IFPA_rolling,Total,ES211,IX,1.307958335
2008 09,IFPA_rolling,Total,ES212,IX,1.08450604
2008 09,IFPA_rolling,Total,ES213,IX,0.875566103
2008 09,IFPA_rolling,Aceite,,IX,-0.233399155
2008 09,IFPA_rolling,Cereales,,IX,1.285260945
2008 09,IFPA_rolling,Huevos,,IX,1.209974684
2008 09,IFPA_rolling,Leche,,IX,1.654602556
2008 09,IFPA_rolling,Pan,,IX,1.444512155
2008 09,IFPA_rolling,Total,,IX,1.031076561
2008 10,IFPA_rolling,Total,ES211,IX,1.152580241
2008 10,IFPA_rolling,Total,ES212,IX,0.961859648
2008 10,IFPA_rolling,Total,ES213,IX,0.757152845
2008 10,IFPA_rolling,Aceite,,IX,-0.192183603
2008 10,IFPA_rolling,Cereales,,IX,1.272859955
2008 10,IFPA_rolling,Huevos,,IX,0.940016111
2008 10,IFPA_rolling,Leche,,IX,1.374071762
2008 10,IFPA_rolling,Pan,,IX,1.259301267
2008 10,IFPA_rolling,Total,,IX,0.902192884
2008 11,IFPA_rolling,Total,ES211,IX,0.932886097
2008 11,IFPA_rolling,Total,ES212,IX,0.797730149
2008 11,IFPA_rolling,Total,ES213,IX,0.583195004
2008 11,IFPA_rolling,Aceite,,IX,-0.172703279
2008 11,IFPA_rolling,Cereales,,IX,1.246879489
2008 11,IFPA_rolling,Huevos,,IX,0.710907962
2008 11,IFPA_rolling,Leche,,IX,1.041097005
2008 11,IFPA_rolling,Pan,,IX,1.069576571
2008 11,IFPA_rolling,Total,,IX,0.72162307
2008 12,IFPA_rolling,Total,ES211,IX,0.719366802
2008 12,IFPA_rolling,Total,ES212,IX,0.636803389
2008 12,IFPA_rolling,Total,ES213,IX,0.414921112
2008 12,IFPA_rolling,Aceite,,IX,-0.17119483
2008 12,IFPA_rolling,Cereales,,IX,1.20324663
2008 12,IFPA_rolling,Huevos,,IX,0.583425382
2008 12,IFPA_rolling,Leche,,IX,0.725407101
2008 12,IFPA_rolling,Pan,,IX,0.880625859
2008 12,IFPA_rolling,Total,,IX,0.54626373
2009 01,IFPA_rolling,Total,ES211,IX,0.542703466
2009 01,IFPA_rolling,Total,ES212,IX,0.501244531
2009 01,IFPA_rolling,Total,ES213,IX,0.276904453
2009 01,IFPA_rolling,Aceite,,IX,-0.227286921
2009 01,IFPA_rolling,Cereales,,IX,1.155664502
2009 01,IFPA_rolling,Huevos,,IX,0.459391212
2009 01,IFPA_rolling,Leche,,IX,0.438225949
2009 01,IFPA_rolling,Pan,,IX,0.745835581
2009 01,IFPA_rolling,Total,,IX,0.401516744
2009 02,IFPA_rolling,Total,ES211,IX,0.39497998
2009 02,IFPA_rolling,Total,ES212,IX,0.374999793
2009 02,IFPA_rolling,Total,ES213,IX,0.170896871
2009 02,IFPA_rolling,Aceite,,IX,-0.300917501
2009 02,IFPA_rolling,Cereales,,IX,1.077188519
2009 02,IFPA_rolling,Huevos,,IX,0.303131238
2009 02,IFPA_rolling,Leche,,IX,0.264862964
2009 02,IFPA_rolling,Pan,,IX,0.571346607
2009 02,IFPA_rolling,Total,,IX,0.28114133
2009 03,IFPA_rolling,Total,ES211,IX,0.217078562
2009 03,IFPA_rolling,Total,ES212,IX,0.232358698
2009 03,IFPA_rolling,Total,ES213,IX,0.042984909
2009 03,IFPA_rolling,Aceite,,IX,-0.387239564
2009 03,IFPA_rolling,Cereales,,IX,0.940322359
2009 03,IFPA_rolling,Huevos,,IX,0.135511976
2009 03,IFPA_rolling,Leche,,IX,0.113883235
2009 03,IFPA_rolling,Pan,,IX,0.407380874
2009 03,IFPA_rolling,Total,,IX,0.138642397
2009 04,IFPA_rolling,Total,ES211,IX,0.032067178
2009 04,IFPA_rolling,Total,ES212,IX,0.078014938
2009 04,IFPA_rolling,Total,ES213,IX,-0.082425908
2009 04,IFPA_rolling,Aceite,,IX,-0.474608988
2009 04,IFPA_rolling,Cereales,,IX,0.832614257
2009 04,IFPA_rolling,Huevos,,IX,-0.005361455
2009 04,IFPA_rolling,Leche,,IX,-0.025908115
2009 04,IFPA_rolling,Pan,,IX,0.172024091
2009 04,IFPA_rolling,Total,,IX,-0.008038058
2009 05,IFPA_rolling,Total,ES211,IX,-0.162421073
2009 05,IFPA_rolling,Total,ES212,IX,-0.088748675
2009 05,IFPA_rolling,Total,ES213,IX,-0.213000807
2009 05,IFPA_rolling,Aceite,,IX,-0.562423654
2009 05,IFPA_rolling,Cereales,,IX,0.638459812
2009 05,IFPA_rolling,Huevos,,IX,-0.092148104
2009 05,IFPA_rolling,Leche,,IX,-0.24154056
2009 05,IFPA_rolling,Pan,,IX,0.055800953
2009 05,IFPA_rolling,Total,,IX,-0.163065353
2009 06,IFPA_rolling,Total,ES211,IX,-0.35992921
2009 06,IFPA_rolling,Total,ES212,IX,-0.277003915
2009 06,IFPA_rolling,Total,ES213,IX,-0.363934328
2009 06,IFPA_rolling,Aceite,,IX,-0.675114972
2009 06,IFPA_rolling,Cereales,,IX,0.490045136
2009 06,IFPA_rolling,Huevos,,IX,-0.187440274
2009 06,IFPA_rolling,Leche,,IX,-0.391585404
2009 06,IFPA_rolling,Pan,,IX,-0.05912315
2009 06,IFPA_rolling,Total,,IX,-0.336350998
2009 07,IFPA_rolling,Total,ES211,IX,-0.570912073
2009 07,IFPA_rolling,Total,ES212,IX,-0.457637938
2009 07,IFPA_rolling,Total,ES213,IX,-0.517673721
2009 07,IFPA_rolling,Aceite,,IX,-0.784773759
2009 07,IFPA_rolling,Cereales,,IX,0.307861429
2009 07,IFPA_rolling,Huevos,,IX,-0.281549838
2009 07,IFPA_rolling,Leche,,IX,-0.57575162
2009 07,IFPA_rolling,Pan,,IX,-0.120163013
