Year,Series,Valor,Territorio,Comarca,Municipio,Units,GeoCode,Value
2019,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,100383.2
2021,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,148001.7
2014,NV_IND_MANFPC,NOM,,,ES48058,EUR_PER_CAPITA,ES48058,60395.4
2018,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,69.1
2017,NV_IND_MANF,NOM,,,ES48058,PT,ES48058,65.2
2020,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,32.1
2018,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,34.7
2016,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,36.1
2015,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,30
2019,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,29.1
2021,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,35.4
2017,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,8597.5
2014,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,9338.6
2016,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,9794.2
2020,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,8926.8
2015,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,9042.3
2019,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,9190.8
2021,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,11178.5
2014,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,32.5
2017,NV_IND_MANF,NOM,,,ES48059,PT,ES48059,37
2018,NV_IND_MANFPC,NOM,,,ES48059,EUR_PER_CAPITA,ES48059,9704.3
2016,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,3761
2015,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,3601.4
2014,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,3707
2020,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,17.1
2018,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,19.7
2016,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,16.1
2015,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,16.5
2019,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,18.7
2021,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,17.5
2020,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,3833
2021,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,4263.5
2019,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,4683.4
2017,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,4145.9
2017,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,17.8
2018,NV_IND_MANFPC,NOM,,,ES48060,EUR_PER_CAPITA,ES48060,4822.8
2014,NV_IND_MANF,NOM,,,ES48060,PT,ES48060,16.6
2015,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,164.5
2018,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,274.3
2020,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,230.2
2016,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,1.3
2014,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,0.6
2015,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,0.8
2017,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,1.5
2021,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,1.8
2016,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,219.7
2019,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,407.8
2014,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,94.8
2017,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,336.6
2021,NV_IND_MANFPC,NOM,,,ES48061,EUR_PER_CAPITA,ES48061,380.5
2018,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,1.2
2020,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,1.4
2019,NV_IND_MANF,NOM,,,ES48061,PT,ES48061,1.9
2019,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,44.3
2020,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,42.1
2017,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,47.1
2018,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,43.7
2014,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,40.9
2021,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,42.6
2016,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,42.6
2021,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,33211.3
2015,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,27169.3
2019,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,33468.3
2017,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,29996.7
2014,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,24162.5
2016,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,26602.3
2018,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,30710.1
2020,NV_IND_MANFPC,NOM,,,ES20901,EUR_PER_CAPITA,ES20901,29624.5
2015,NV_IND_MANF,NOM,,,ES20901,PT,ES20901,42.1
2018,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,0
2016,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,0
2014,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,0
2020,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,0
2018,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,0
2014,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,0
2015,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,0
2019,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,0
2021,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,2.2
2019,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,0
2015,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,0
2021,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,310.1
2017,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,0
2020,NV_IND_MANFPC,NOM,,,ES48062,EUR_PER_CAPITA,ES48062,0
2016,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,0
2017,NV_IND_MANF,NOM,,,ES48062,PT,ES48062,0
2020,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,1212.6
2020,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,7.5
2015,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,9.4
2018,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,2180.3
2016,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,1899.3
2014,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,1644.3
2016,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,9.4
2014,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,9.5
2019,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,9.2
2021,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,7.2
2017,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,12
2015,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,1583.5
2018,NV_IND_MANF,NOM,,,ES48063,PT,ES48063,9.8
2019,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,1834.9
2017,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,2514
2021,NV_IND_MANFPC,NOM,,,ES48063,EUR_PER_CAPITA,ES48063,1420.6
2018,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,257.9
2016,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,159.9
2014,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,144
2015,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,2.2
2019,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,2
2018,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,1.5
2014,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,0.8
2017,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,0.9
2021,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,1.2
2015,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,454.2
2019,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,417.8
2021,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,202.3
2017,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,162.1
2020,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,0.6
2020,NV_IND_MANFPC,NOM,,,ES48064,EUR_PER_CAPITA,ES48064,110.2
2016,NV_IND_MANF,NOM,,,ES48064,PT,ES48064,0.9
2017,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,6366.5
2020,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,34.8
2014,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,23.3
2021,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,36
2018,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,29.1
2017,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,27.4
2015,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,19.5
2015,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,5112
2019,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,5897.6
2020,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,8392.4
2014,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,4944
2016,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,21.8
2021,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,10011.6
2018,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,7289.5
2016,NV_IND_MANFPC,NOM,,,ES01039,EUR_PER_CAPITA,ES01039,5131.7
2019,NV_IND_MANF,NOM,,,ES01039,PT,ES01039,25.3
2017,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,1392.8
2019,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,5159.4
2018,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,2452.3
2020,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,675.8
2014,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,1100.8
2018,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,13.3
2015,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,6.8
2019,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,21.3
2016,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,5.1
2014,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,7.8
2017,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,8.5
2021,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,6.1
2015,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,924
2021,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,1004.7
2020,NV_IND_MANF,NOM,,,ES48066,PT,ES48066,4.4
2016,NV_IND_MANFPC,NOM,,,ES48066,EUR_PER_CAPITA,ES48066,778
2017,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,2766
2014,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,2735.5
2016,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,3360.6
2018,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,2463.5
2015,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,11.7
2020,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,13
2019,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,9
2014,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,9.9
2016,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,11.3
2017,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,8.9
2021,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,13.2
2015,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,3355.1
2019,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,2183.3
2018,NV_IND_MANF,NOM,,,ES48068,PT,ES48068,8.2
2020,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,2879.9
2021,NV_IND_MANFPC,NOM,,,ES48068,EUR_PER_CAPITA,ES48068,3039.7
2019,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,13243.9
2016,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,12066.5
2017,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,12528.4
2020,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,12737.8
2014,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,11940.3
2018,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,34.8
2015,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,32.8
2015,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,12017.2
2019,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,33.8
2020,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,35.2
2014,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,32.5
2017,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,35
2021,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,35.1
2021,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,14016.8
2018,NV_IND_MANFPC,NOM,,,ES48069,EUR_PER_CAPITA,ES48069,12843.9
2016,NV_IND_MANF,NOM,,,ES48069,PT,ES48069,35.1
2019,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2014,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2015,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2017,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2016,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2021,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2020,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2018,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2019,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2017,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2014,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2015,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2016,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2020,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2021,NV_IND_MANFPC,NOM,,,ES48007,EUR_PER_CAPITA,ES48007,0
2018,NV_IND_MANF,NOM,,,ES48007,PT,ES48007,0
2020,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,-21.7
2020,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,-2213.7
2015,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,50.3
2018,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,21.7
2019,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,8708.9
2019,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,34.5
2017,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,21.6
2014,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,11564.9
2016,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,5856.4
2016,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,26.3
2015,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,16480.7
2017,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,4259.1
2021,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,8846.4
2014,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,42.1
2021,NV_IND_MANF,NOM,,,ES48908,PT,ES48908,37.4
2018,NV_IND_MANFPC,NOM,,,ES48908,EUR_PER_CAPITA,ES48908,4548.8
2014,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,7564.5
2019,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,46874.3
2018,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,51791.5
2017,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,54512.8
2020,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,20.8
2018,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,62.7
2014,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,25.1
2019,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,58
2015,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,66.8
2017,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,63.8
2021,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,74.3
2015,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,59824.2
2016,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,67073.1
2016,NV_IND_MANF,NOM,,,ES48071,PT,ES48071,67.4
2020,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,7837.4
2021,NV_IND_MANFPC,NOM,,,ES48071,EUR_PER_CAPITA,ES48071,66583.6
2017,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,0
2016,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,0
2021,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0.5
2021,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,91.1
2016,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0
2015,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,0
2019,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,130.7
2017,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0
2014,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,0
2018,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,135.7
2020,NV_IND_MANFPC,NOM,,,ES20057,EUR_PER_CAPITA,ES20057,80.8
2019,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0.5
2015,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0
2014,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0
2020,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0.4
2018,NV_IND_MANF,NOM,,,ES20057,PT,ES20057,0.6
2014,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,14.5
2021,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,3214.1
2015,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,2140.5
2019,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,3108.6
2017,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,2866.9
2016,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,2709.6
2018,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,3277.7
2020,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,2418.9
2017,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,18.3
2018,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,19.4
2019,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,18.3
2021,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,20.3
2014,NV_IND_MANFPC,NOM,,,ES20056,EUR_PER_CAPITA,ES20056,1939.6
2020,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,16.3
2016,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,18
2015,NV_IND_MANF,NOM,,,ES20056,PT,ES20056,15
2017,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,11886.8
2014,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,9049.6
2020,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,13167.9
2018,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,11632.7
2016,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,11169.1
2014,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,35
2019,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,38
2016,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,35.9
2017,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,37.7
2021,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,47.2
2018,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,37.6
2015,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,9632.4
2019,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,11740.7
2021,NV_IND_MANFPC,NOM,,,ES48067,EUR_PER_CAPITA,ES48067,16226.5
2015,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,36.4
2020,NV_IND_MANF,NOM,,,ES48067,PT,ES48067,44.2
2016,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,3.6
2014,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,3.6
2018,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,3.6
2020,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,650.6
2014,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,583.5
2017,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,584.2
2019,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,582.8
2016,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,607.1
2021,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,3.8
2017,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,3.4
2019,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,3.1
2015,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,3.6
2020,NV_IND_MANF,NOM,,,ES48909,PT,ES48909,4.2
2021,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,600
2018,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,604.9
2015,NV_IND_MANFPC,NOM,,,ES48909,EUR_PER_CAPITA,ES48909,570.3
2016,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,6771.4
2014,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,8562
2017,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,9097.8
2014,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,31.3
2016,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,21.7
2019,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,8128.1
2018,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,24.7
2019,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,22.9
2021,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,4566.3
2020,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,14.9
2020,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,3947.9
2017,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,25.6
2015,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,6512
2015,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,22.2
2021,NV_IND_MANF,NOM,,,ES01041,PT,ES01041,17.9
2018,NV_IND_MANFPC,NOM,,,ES01041,EUR_PER_CAPITA,ES01041,9812
2014,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,21.3
2019,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,23.2
2016,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,23.2
2017,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,23.5
2020,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,24.7
2014,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,10383.1
2017,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,13093.9
2021,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,15806.4
2018,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,14504.4
2015,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,11464.7
2016,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,12540.9
2019,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,14576.4
2020,NV_IND_MANFPC,NOM,,,ES20063,EUR_PER_CAPITA,ES20063,14935.3
2021,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,24.1
2015,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,22.4
2018,NV_IND_MANF,NOM,,,ES20063,PT,ES20063,24
2014,NV_IND_MANFPC,NOM,,,ES01042,EUR_PER_CAPITA,ES01042,7711.2
2014,NV_IND_MANF,NOM,,,ES01042,PT,ES01042,32.4
2018,NV_IND_MANFPC,NOM,,,ES01042,EUR_PER_CAPITA,ES01042,7903.6
2021,NV_IND_MANF,NOM,,,ES01042,PT,ES01042,36.6
2021,NV_IND_MANFPC,NOM,,,ES01042,EUR_PER_CAPITA,ES01042,9757.4
2015,NV_IND_MANF,NOM,,,ES01042,PT,ES01042,32.5
2019,NV_IND_MANF,NOM,,,ES01042,PT,ES01042,32.4
