Year,Edad,Sexo,Territorio,Units,Value
2019,Y_GE10,,ES01055,PT,0.1
2020,Y_GE10,,ES48064,PT,0.3
2018,Y_GE10,,ES0101,PT,0.1
2016,Y_GE10,,ES48090,PT,0.3
2014,Y_GE10,,ES01057,PT,0
2021,Y_GE10,,ES01057,PT,0
2016,Y_GE10,,ES20031,PT,0
2019,Y_GE10,,ES01031,PT,0.1
2018,Y_GE10,,ES01027,PT,0
2020,Y_GE10,,ES48027,PT,0.3
2015,Y_GE10,,ES20045,PT,0.5
2015,Y_GE10,,ES48914,PT,0
2016,Y_GE10,,ES01054,PT,0.2
2021,Y_GE10,,ES01062,PT,0
2013,Y_GE10,,ES20070,PT,0.6
2020,Y_GE10,,ES48025,PT,0.2
2019,Y_GE10,,ES48063,PT,0
2014,Y_GE10,,ES48914,PT,0
2015,Y_GE10,,ES48025,PT,0.2
2015,Y_GE10,,ES20038,PT,0.4
2020,Y_GE10,,ES20060,PT,0
2010,Y_GE10,,ES48025,PT,0.5
2020,Y_GE10,,ES48059,PT,0.2
2016,Y_GE10,,ES20070,PT,0.3
2015,Y_GE10,,ES2005,PT,0.6
2013,Y_GE10,,ES48062,PT,0.3
2021,Y_GE10,,ES20044,PT,0.9
2010,Y_GE10,,ES48038,PT,0.3
2010,Y_GE10,,ES2005,PT,0.8
2015,Y_GE10,,ES48088,PT,0
2010,Y_GE10,,ES48058,PT,0.3
2018,Y_GE10,,ES01016,PT,0
2015,Y_GE10,,ES48038,PT,0.3
2021,Y_GE10,,ES20038,PT,0
2013,Y_GE10,,ES48085,PT,0.1
2014,Y_GE10,,ES01054,PT,0.4
2014,Y_GE10,,ES01016,PT,0.2
2021,Y_GE10,,ES48038,PT,0.2
2016,Y_GE10,,ES20062,PT,0.3
2016,Y_GE10,,ES48023,PT,0
2020,Y_GE10,,ES48051,PT,3.9
2013,Y_GE10,,ES01058,PT,0.3
2016,Y_GE10,,ES48909,PT,0
2014,Y_GE10,,ES48060,PT,0.3
2015,Y_GE10,,ES01032,PT,0.2
2010,Y_GE10,,ES20030,PT,0.7
2019,Y_GE10,,ES01006,PT,0
2020,Y_GE10,,ES20030,PT,0.4
2019,Y_GE10,,ES48909,PT,0
2021,Y_GE10,,ES20005,PT,0.1
2013,Y_GE10,,ES48059,PT,0.2
2010,Y_GE10,,ES01023,PT,0
2016,Y_GE10,,ES20064,PT,0.5
2020,Y_GE10,,ES01060,PT,0.4
2021,Y_GE10,,ES20030,PT,0.3
2021,Y_GE10,,ES48023,PT,0
2020,Y_GE10,,ES48039,PT,0
2018,Y_GE10,,ES48915,PT,1
2019,Y_GE10,,ES48914,PT,0
2021,Y_GE10,,ES20062,PT,0.2
2014,Y_GE10,,ES20030,PT,0.5
2019,Y_GE10,,ES48090,PT,0.2
2010,Y_GE10,,ES4806,PT,0.7
2010,Y_GE10,,ES20070,PT,1.3
2021,Y_GE10,,ES48088,PT,0
2019,Y_GE10,,ES4805,PT,0.2
2020,Y_GE10,,ES48022,PT,0.3
2015,Y_GE10,,ES48089,PT,0.2
2014,Y_GE10,,ES20048,PT,0
2014,Y_GE10,,ES48909,PT,0
2018,Y_GE10,,ES01056,PT,0
2019,Y_GE10,,ES48058,PT,0.1
2020,Y_GE10,,ES48909,PT,0
2013,Y_GE10,,ES20004,PT,0
2014,Y_GE10,,ES2006,PT,0.4
2019,Y_GE10,,ES20028,PT,0.7
2018,Y_GE10,,ES01002,PT,0.5
2010,Y_GE10,,ES01002,PT,0.6
2014,Y_GE10,,ES48049,PT,0
2018,Y_GE10,,ES48050,PT,0
2014,Y_GE10,,ES211,PT,0.3
2021,Y_GE10,,ES211,PT,0.2
2010,Y_GE10,,ES211,PT,0.3
2018,Y_GE10,,ES211,PT,0.2
2015,Y_GE10,,ES211,PT,0.3
2016,Y_GE10,,ES211,PT,0.3
2020,Y_GE10,,ES211,PT,0.2
2019,Y_GE10,,ES211,PT,0.2
2013,Y_GE10,,ES211,PT,0.3
2019,Y_GE10,,ES213,PT,0.3
2014,Y_GE10,,ES213,PT,0.5
2016,Y_GE10,,ES213,PT,0.4
2018,Y_GE10,,ES213,PT,0.4
2015,Y_GE10,,ES213,PT,0.4
2013,Y_GE10,,ES213,PT,0.5
2010,Y_GE10,,ES213,PT,0.6
2020,Y_GE10,,ES213,PT,0.3
2021,Y_GE10,,ES213,PT,0.3
2010,Y_GE10,,ES212,PT,0.6
2016,Y_GE10,,ES212,PT,0.4
2014,Y_GE10,,ES212,PT,0.4
2015,Y_GE10,,ES212,PT,0.4
2020,Y_GE10,,ES212,PT,0.3
2018,Y_GE10,,ES212,PT,0.3
2021,Y_GE10,,ES212,PT,0.3
2019,Y_GE10,,ES212,PT,0.3
2013,Y_GE10,,ES212,PT,0.5
2013,Y10T14,,ES4805,PT,0
2022,Y10T14,,ES4805,PT,0
2016,Y10T14,,ES4805,PT,0
2015,Y10T14,,ES4805,PT,0
2015,Y10T14,,ES48045,PT,0
2013,Y10T14,,ES48045,PT,0
2020,Y10T14,,ES48045,PT,0
2010,Y10T14,,ES48045,PT,0
2022,Y10T14,,ES48081,PT,0
2015,Y10T14,,ES48909,PT,0
2010,Y10T14,,ES4805,PT,0
2014,Y10T14,,ES20042,PT,0
2015,Y10T14,,ES01031,PT,0
2019,Y10T14,,ES48049,PT,0
2020,Y10T14,,ES48016,PT,0
2015,Y10T14,,ES48049,PT,0
2022,Y10T14,,ES48049,PT,0
2015,Y10T14,,ES01030,PT,0
2014,Y10T14,,ES48046,PT,0
2010,Y10T14,,ES48046,PT,0
2015,Y10T14,,ES20043,PT,0
2022,Y10T14,,ES20041,PT,0
2021,Y10T14,,ES48046,PT,0
2013,Y10T14,,ES20043,PT,0
2022,Y10T14,,ES20043,PT,0
2010,Y10T14,,ES48049,PT,0
2015,Y10T14,,ES0106,PT,0
2013,Y10T14,,ES48048,PT,0
2013,Y10T14,,ES01014,PT,0
2014,Y10T14,,ES48048,PT,0
2022,Y10T14,,ES48048,PT,0
2010,Y10T14,,ES01052,PT,0
2013,Y10T14,,ES20042,PT,0
2010,Y10T14,,ES20071,PT,0
2013,Y10T14,,ES48046,PT,0
2019,Y10T14,,ES48048,PT,0
2015,Y10T14,,ES20042,PT,0
2010,Y10T14,,ES20042,PT,0
2020,Y10T14,,ES48047,PT,0
2016,Y10T14,,ES20042,PT,0
2018,Y10T14,,ES48047,PT,0
2022,Y10T14,,ES48047,PT,0
2022,Y10T14,,ES48046,PT,0
2019,Y10T14,,ES20042,PT,0
2014,Y10T14,,ES48047,PT,0
2020,Y10T14,,ES01030,PT,0
2015,Y10T14,,ES01011,PT,0
2020,Y10T14,,ES48080,PT,0
2019,Y10T14,,ES20041,PT,0
2013,Y10T14,,ES01030,PT,0
2021,Y10T14,,ES48047,PT,0
2015,Y10T14,,ES01014,PT,0
2010,Y10T14,,ES20063,PT,0
2013,Y10T14,,ES48047,PT,0
2016,Y10T14,,ES48047,PT,0
2018,Y10T14,,ES48046,PT,0
2016,Y10T14,,ES48046,PT,0
2020,Y10T14,,ES20042,PT,0
2021,Y10T14,,ES01030,PT,0
2016,Y10T14,,ES0106,PT,0
2015,Y10T14,,ES48912,PT,0
2021,Y10T14,,ES0106,PT,0
2020,Y10T14,,ES01003,PT,0
2020,Y10T14,,ES20041,PT,0
2010,Y10T14,,ES20041,PT,0
2010,Y10T14,,ES0106,PT,0
2022,Y10T14,,ES48045,PT,0
2014,Y10T14,,ES01011,PT,0
2013,Y10T14,,ES01032,PT,0
2022,Y10T14,,ES01014,PT,0
2013,Y10T14,,ES20041,PT,0
2018,Y10T14,,ES48045,PT,0
2018,Y10T14,,ES20072,PT,0
2021,Y10T14,,ES20041,PT,0
2016,Y10T14,,ES48045,PT,0
2021,Y10T14,,ES20072,PT,0
2018,Y10T14,,ES48914,PT,0
2021,Y10T14,,ES48045,PT,0
2019,Y10T14,,ES0106,PT,0
2014,Y10T14,,ES0106,PT,0
2010,Y10T14,,ES20003,PT,0
2021,Y10T14,,ES20003,PT,0
2013,Y10T14,,ES0106,PT,0
2021,Y10T14,,ES48080,PT,0
2022,Y10T14,,ES48044,PT,0
2010,Y10T14,,ES48044,PT,0
2019,Y10T14,,ES48015,PT,0
2013,Y10T14,,ES48044,PT,0
2015,Y10T14,,ES20058,PT,0
2020,Y10T14,,ES48044,PT,0
2013,Y10T14,,ES01003,PT,0
2019,Y10T14,,ES48915,PT,0
2021,Y10T14,,ES01059,PT,0
2015,Y10T14,,ES48048,PT,0
2016,Y10T14,,ES20040,PT,0
2019,Y10T14,,ES20040,PT,0
2010,Y10T14,,ES48048,PT,0
2015,Y10T14,,ES48043,PT,0
2013,Y10T14,,ES48043,PT,0
2020,Y10T14,,ES20040,PT,0
2022,Y10T14,,ES48043,PT,0
2018,Y10T14,,ES48048,PT,0
2019,Y10T14,,ES48043,PT,0
2021,Y10T14,,ES48043,PT,0
2014,Y10T14,,ES48049,PT,0
2018,Y10T14,,ES01030,PT,0
2019,Y10T14,,ES20043,PT,0
2018,Y10T14,,ES01059,PT,0
2015,Y10T14,,ES01060,PT,0
2022,Y10T14,,ES48042,PT,0
2018,Y10T14,,ES2004,PT,0
2013,Y10T14,,ES48042,PT,0
2020,Y10T14,,ES48042,PT,0
2018,Y10T14,,ES20009,PT,0
2010,Y10T14,,ES48042,PT,0
2016,Y10T14,,ES48042,PT,0
2014,Y10T14,,ES48042,PT,0
2015,Y10T14,,ES48078,PT,0
2013,Y10T14,,ES48049,PT,0
2018,Y10T14,,ES01008,PT,0
2016,Y10T14,,ES20074,PT,0
2010,Y10T14,,ES01014,PT,0
2015,Y10T14,,ES2004,PT,0
2013,Y10T14,,ES2004,PT,0
2019,Y10T14,,ES2004,PT,0
2015,Y10T14,,ES48041,PT,0
2018,Y10T14,,ES48041,PT,0
2019,Y10T14,,ES4805,PT,0
2019,Y10T14,,ES01059,PT,0
2021,Y10T14,,ES2004,PT,0
2015,Y10T14,,ES20011,PT,0
2015,Y10T14,,ES20074,PT,0
2014,Y10T14,,ES48041,PT,0
2016,Y10T14,,ES48041,PT,0
2014,Y10T14,,ES20074,PT,0
2022,Y10T14,,ES01003,PT,0
2016,Y10T14,,ES48048,PT,0
2014,Y10T14,,ES4805,PT,0
2014,Y10T14,,ES01060,PT,0
2021,Y10T14,,ES01031,PT,0
2015,Y10T14,,ES0103,PT,0
2020,Y10T14,,ES4805,PT,0
2018,Y10T14,,ES48040,PT,0
2022,Y10T14,,ES48040,PT,0
2010,Y10T14,,ES48040,PT,0
2013,Y10T14,,ES48040,PT,0
2020,Y10T14,,ES48040,PT,0
2020,Y10T14,,ES01058,PT,0
2016,Y10T14,,ES20043,PT,0
2021,Y10T14,,ES48040,PT,0
2019,Y10T14,,ES48040,PT,0
2018,Y10T14,,ES20039,PT,0
2015,Y10T14,,ES20039,PT,0
2021,Y10T14,,ES0103,PT,0
2021,Y10T14,,ES20039,PT,0
2020,Y10T14,,ES4804,PT,0
2022,Y10T14,,ES4804,PT,0
2019,Y10T14,,ES01014,PT,0
2019,Y10T14,,ES20039,PT,0
2020,Y10T14,,ES20007,PT,0
2022,Y10T14,,ES20039,PT,0
2016,Y10T14,,ES20075,PT,0
2016,Y10T14,,ES20039,PT,0
2015,Y10T14,,ES20044,PT,0
2014,Y10T14,,ES4804,PT,0
2021,Y10T14,,ES4804,PT,0
2016,Y10T14,,ES0102,PT,0
2018,Y10T14,,ES01014,PT,0
2010,Y10T14,,ES0103,PT,0
2014,Y10T14,,ES20044,PT,0
2018,Y10T14,,ES48050,PT,0
2020,Y10T14,,ES48039,PT,0
2013,Y10T14,,ES48039,PT,0
2020,Y10T14,,ES20044,PT,0
2022,Y10T14,,ES48039,PT,0
2018,Y10T14,,ES48039,PT,0
2022,Y10T14,,ES20075,PT,0
2014,Y10T14,,ES01014,PT,0
2014,Y10T14,,ES48039,PT,0
2013,Y10T14,,ES01058,PT,0
2014,Y10T14,,ES20038,PT,0
2016,Y10T14,,ES20038,PT,0
2021,Y10T14,,ES20038,PT,0
2021,Y10T14,,ES01002,PT,0
2015,Y10T14,,ES01058,PT,0
2014,Y10T14,,ES48051,PT,0
2022,Y10T14,,ES0103,PT,0
2019,Y10T14,,ES48038,PT,0
2010,Y10T14,,ES48038,PT,0
2022,Y10T14,,ES48038,PT,0
2022,Y10T14,,ES20038,PT,0
2014,Y10T14,,ES01058,PT,0
2013,Y10T14,,ES20038,PT,0
2016,Y10T14,,ES48038,PT,0
2021,Y10T14,,ES48038,PT,0
2015,Y10T14,,ES20076,PT,0
2022,Y10T14,,ES20012,PT,0
2014,Y10T14,,ES01031,PT,0
2018,Y10T14,,ES01058,PT,0
2016,Y10T14,,ES20072,PT,0
2015,Y10T14,,ES20072,PT,0
2021,Y10T14,,ES20044,PT,0
2016,Y10T14,,ES01057,PT,0
2022,Y10T14,,ES48037,PT,0
2018,Y10T14,,ES48037,PT,0
2013,Y10T14,,ES48037,PT,0
2013,Y10T14,,ES20025,PT,0
2020,Y10T14,,ES01042,PT,0
2020,Y10T14,,ES48037,PT,0
2022,Y10T14,,ES20037,PT,0
2013,Y10T14,,ES20037,PT,0
2022,Y10T14,,ES20051,PT,0
2016,Y10T14,,ES01041,PT,0
2016,Y10T14,,ES20037,PT,0
2014,Y10T14,,ES20037,PT,0
2014,Y10T14,,ES48036,PT,0
2013,Y10T14,,ES48036,PT,0
2018,Y10T14,,ES20066,PT,0
2018,Y10T14,,ES01057,PT,0
2015,Y10T14,,ES20037,PT,0
2019,Y10T14,,ES48036,PT,0
2022,Y10T14,,ES48036,PT,0
2021,Y10T14,,ES20037,PT,0
2014,Y10T14,,ES48913,PT,0
2018,Y10T14,,ES20010,PT,0
2021,Y10T14,,ES01014,PT,0
2014,Y10T14,,ES01057,PT,0
2020,Y10T14,,ES01061,PT,0
2018,Y10T14,,ES0103,PT,0
2010,Y10T14,,ES48053,PT,0
2020,Y10T14,,ES01031,PT,0
2015,Y10T14,,ES20077,PT,0
2018,Y10T14,,ES48035,PT,0
2010,Y10T14,,ES01008,PT,0
2013,Y10T14,,ES48035,PT,0
2010,Y10T14,,ES48011,PT,0
2020,Y10T14,,ES48035,PT,0
2016,Y10T14,,ES48035,PT,0
2020,Y10T14,,ES0103,PT,0
2020,Y10T14,,ES20036,PT,0
2015,Y10T14,,ES20036,PT,0
2019,Y10T14,,ES20036,PT,0
2022,Y10T14,,ES20036,PT,0
2021,Y10T14,,ES20036,PT,0
2021,Y10T14,,ES48034,PT,0
2022,Y10T14,,ES48034,PT,0
2018,Y10T14,,ES20036,PT,0
2018,Y10T14,,ES48034,PT,0
2016,Y10T14,,ES20036,PT,0
2021,Y10T14,,ES01057,PT,0
2014,Y10T14,,ES48034,PT,0
2010,Y10T14,,ES48034,PT,0
2010,Y10T14,,ES01013,PT,0
2016,Y10T14,,ES48034,PT,0
2019,Y10T14,,ES48054,PT,0
2019,Y10T14,,ES20046,PT,0
2013,Y10T14,,ES48054,PT,0
2020,Y10T14,,ES20013,PT,0
2020,Y10T14,,ES20035,PT,0
2018,Y10T14,,ES48033,PT,0
2014,Y10T14,,ES48033,PT,0
2015,Y10T14,,ES48033,PT,0
2016,Y10T14,,ES01028,PT,0
2014,Y10T14,,ES20013,PT,0
2021,Y10T14,,ES48033,PT,0
2016,Y10T14,,ES20024,PT,0
2013,Y10T14,,ES20024,PT,0
2010,Y10T14,,ES20035,PT,0
2021,Y10T14,,ES20035,PT,0
2016,Y10T14,,ES20035,PT,0
2014,Y10T14,,ES48032,PT,0
2018,Y10T14,,ES48032,PT,0
2013,Y10T14,,ES48032,PT,0
2022,Y10T14,,ES20035,PT,0
2016,Y10T14,,ES01002,PT,0
2016,Y10T14,,ES01006,PT,0
2021,Y10T14,,ES48053,PT,0
2019,Y10T14,,ES48053,PT,0
2019,Y10T14,,ES01031,PT,0
2015,Y10T14,,ES01028,PT,0
2020,Y10T14,,ES20079,PT,0
2019,Y10T14,,ES48032,PT,0
2019,Y10T14,,ES01056,PT,0
2018,Y10T14,,ES01061,PT,0
2021,Y10T14,,ES01013,PT,0
2016,Y10T14,,ES48055,PT,0
2013,Y10T14,,ES48031,PT,0
2018,Y10T14,,ES48031,PT,0
2020,Y10T14,,ES48031,PT,0
2015,Y10T14,,ES48031,PT,0
2016,Y10T14,,ES01004,PT,0
2020,Y10T14,,ES48075,PT,0
2021,Y10T14,,ES48031,PT,0
2022,Y10T14,,ES20079,PT,0
2020,Y10T14,,ES20057,PT,0
2019,Y10T14,,ES20002,PT,0
2016,Y10T14,,ES48912,PT,0
2013,Y10T14,,ES01056,PT,0
2022,Y10T14,,ES20071,PT,0
2019,Y10T14,,ES20034,PT,0
2010,Y10T14,,ES20007,PT,0
2019,Y10T14,,ES01061,PT,0
2015,Y10T14,,ES01013,PT,0
2015,Y10T14,,ES48030,PT,0
2015,Y10T14,,ES01056,PT,0
2010,Y10T14,,ES20034,PT,0
2016,Y10T14,,ES01056,PT,0
2014,Y10T14,,ES48030,PT,0
2010,Y10T14,,ES01056,PT,0
2010,Y10T14,,ES48066,PT,0
2018,Y10T14,,ES20046,PT,0
2010,Y10T14,,ES20080,PT,0
2020,Y10T14,,ES20047,PT,0
2021,Y10T14,,ES01028,PT,0
2015,Y10T14,,ES01055,PT,0
2015,Y10T14,,ES4803,PT,0
2013,Y10T14,,ES4803,PT,0
2020,Y10T14,,ES4803,PT,0
2022,Y10T14,,ES01028,PT,0
2016,Y10T14,,ES4803,PT,0
2016,Y10T14,,ES20014,PT,0
2019,Y10T14,,ES20014,PT,0
2015,Y10T14,,ES48044,PT,0
2016,Y10T14,,ES20080,PT,0
2019,Y10T14,,ES4803,PT,0
2015,Y10T14,,ES20080,PT,0
2013,Y10T14,,ES01062,PT,0
2014,Y10T14,,ES01055,PT,0
2015,Y10T14,,ES01062,PT,0
2018,Y10T14,,ES20023,PT,0
2016,Y10T14,,ES48910,PT,0
2016,Y10T14,,ES20071,PT,0
2022,Y10T14,,ES48097,PT,0
2022,Y10T14,,ES20033,PT,0
2020,Y10T14,,ES48029,PT,0
2016,Y10T14,,ES48029,PT,0
2016,Y10T14,,ES01055,PT,0
2016,Y10T14,,ES20033,PT,0
2019,Y10T14,,ES20033,PT,0
2010,Y10T14,,ES48029,PT,0
2021,Y10T14,,ES48029,PT,0
2018,Y10T14,,ES20033,PT,0
2020,Y10T14,,ES01062,PT,0
2014,Y10T14,,ES4801,PT,0
2016,Y10T14,,ES48057,PT,0
2022,Y10T14,,ES01055,PT,0
2020,Y10T14,,ES48028,PT,0
2020,Y10T14,,ES01055,PT,0
2015,Y10T14,,ES01016,PT,0
2015,Y10T14,,ES20047,PT,0
2010,Y10T14,,ES48057,PT,0
2019,Y10T14,,ES01055,PT,0
2016,Y10T14,,ES48028,PT,0
2019,Y10T14,,ES48028,PT,0
2013,Y10T14,,ES20081,PT,0
2021,Y10T14,,ES48075,PT,0
2015,Y10T14,,ES20032,PT,0
2019,Y10T14,,ES48027,PT,0
2019,Y10T14,,ES20032,PT,0
2015,Y10T14,,ES48027,PT,0
2018,Y10T14,,ES48027,PT,0
2021,Y10T14,,ES20032,PT,0
2022,Y10T14,,ES20032,PT,0
2018,Y10T14,,ES20032,PT,0
2010,Y10T14,,ES48027,PT,0
2019,Y10T14,,ES48058,PT,0
2021,Y10T14,,ES01054,PT,0
2014,Y10T14,,ES48045,PT,0
2013,Y10T14,,ES01060,PT,0
2013,Y10T14,,ES48026,PT,0
2022,Y10T14,,ES48026,PT,0
2018,Y10T14,,ES48026,PT,0
2015,Y10T14,,ES48026,PT,0
2015,Y10T14,,ES01027,PT,0
2020,Y10T14,,ES48026,PT,0
2019,Y10T14,,ES48026,PT,0
2020,Y10T14,,ES20901,PT,0
2018,Y10T14,,ES20048,PT,0
2018,Y10T14,,ES20031,PT,0
2010,Y10T14,,ES20031,PT,0
2014,Y10T14,,ES20031,PT,0
2022,Y10T14,,ES01054,PT,0
2018,Y10T14,,ES48025,PT,0
2015,Y10T14,,ES48025,PT,0
2020,Y10T14,,ES20031,PT,0
2022,Y10T14,,ES48025,PT,0
2022,Y10T14,,ES20031,PT,0
2016,Y10T14,,ES01054,PT,0
2014,Y10T14,,ES48025,PT,0
2010,Y10T14,,ES01010,PT,0
2016,Y10T14,,ES48025,PT,0
2015,Y10T14,,ES48058,PT,0
2018,Y10T14,,ES01043,PT,0
2020,Y10T14,,ES20030,PT,0
2013,Y10T14,,ES01027,PT,0
2021,Y10T14,,ES20902,PT,0
2018,Y10T14,,ES01027,PT,0
2018,Y10T14,,ES48024,PT,0
2013,Y10T14,,ES48024,PT,0
2020,Y10T14,,ES48024,PT,0
2015,Y10T14,,ES48024,PT,0
2013,Y10T14,,ES01054,PT,0
2016,Y10T14,,ES01027,PT,0
2021,Y10T14,,ES48024,PT,0
2019,Y10T14,,ES20902,PT,0
2022,Y10T14,,ES0104,PT,0
2015,Y10T14,,ES20030,PT,0
2019,Y10T14,,ES20030,PT,0
2010,Y10T14,,ES48059,PT,0
2021,Y10T14,,ES20030,PT,0
2020,Y10T14,,ES48023,PT,0
2015,Y10T14,,ES48023,PT,0
2019,Y10T14,,ES01054,PT,0
2022,Y10T14,,ES48023,PT,0
2013,Y10T14,,ES48023,PT,0
2013,Y10T14,,ES20030,PT,0
2016,Y10T14,,ES48023,PT,0
2021,Y10T14,,ES48023,PT,0
2015,Y10T14,,ES48901,PT,0
2010,Y10T14,,ES20030,PT,0
2010,Y10T14,,ES01003,PT,0
2016,Y10T14,,ES4806,PT,0
2010,Y10T14,,ES01053,PT,0
2020,Y10T14,,ES01006,PT,0
2019,Y10T14,,ES01027,PT,0
2013,Y10T14,,ES01053,PT,0
2022,Y10T14,,ES48022,PT,0
2015,Y10T14,,ES48022,PT,0
2020,Y10T14,,ES48022,PT,0
2010,Y10T14,,ES20903,PT,0
2019,Y10T14,,ES48022,PT,0
2014,Y10T14,,ES20070,PT,0
2014,Y10T14,,ES20016,PT,0
2013,Y10T14,,ES48909,PT,0
2020,Y10T14,,ES01002,PT,0
2022,Y10T14,,ES01013,PT,0
2022,Y10T14,,ES2003,PT,0
2022,Y10T14,,ES4806,PT,0
2016,Y10T14,,ES2003,PT,0
2010,Y10T14,,ES2003,PT,0
2018,Y10T14,,ES48021,PT,0
2020,Y10T14,,ES48021,PT,0
2020,Y10T14,,ES2003,PT,0
2015,Y10T14,,ES48021,PT,0
2021,Y10T14,,ES2003,PT,0
2019,Y10T14,,ES48021,PT,0
2021,Y10T14,,ES48021,PT,0
2018,Y10T14,,ES01011,PT,0
2013,Y10T14,,ES01006,PT,0
2021,Y10T14,,ES48060,PT,0
2019,Y10T14,,ES01053,PT,0
2014,Y10T14,,ES48060,PT,0
2018,Y10T14,,ES48020,PT,0
2015,Y10T14,,ES20029,PT,0
2016,Y10T14,,ES48020,PT,0
2020,Y10T14,,ES48020,PT,0
2015,Y10T14,,ES48020,PT,0
2021,Y10T14,,ES48020,PT,0
2019,Y10T14,,ES48020,PT,0
2016,Y10T14,,ES48909,PT,0
2014,Y10T14,,ES01013,PT,0
2022,Y10T14,,ES20904,PT,0
2021,Y10T14,,ES20904,PT,0
2016,Y10T14,,ES01053,PT,0
2018,Y10T14,,ES01010,PT,0
2018,Y10T14,,ES01053,PT,0
2021,Y10T14,,ES01027,PT,0
2019,Y10T14,,ES4802,PT,0
2014,Y10T14,,ES20029,PT,0
2022,Y10T14,,ES4802,PT,0
2018,Y10T14,,ES4802,PT,0
2018,Y10T14,,ES01044,PT,0
2019,Y10T14,,ES20029,PT,0
2010,Y10T14,,ES20029,PT,0
2010,Y10T14,,ES4802,PT,0
2020,Y10T14,,ES01053,PT,0
2022,Y10T14,,ES01023,PT,0
2016,Y10T14,,ES2005,PT,0
2013,Y10T14,,ES2005,PT,0
2015,Y10T14,,ES2005,PT,0
2018,Y10T14,,ES01052,PT,0
2016,Y10T14,,ES48072,PT,0
2014,Y10T14,,ES48019,PT,0
2021,Y10T14,,ES48061,PT,0
2010,Y10T14,,ES48019,PT,0
2018,Y10T14,,ES48019,PT,0
2015,Y10T14,,ES48019,PT,0
2021,Y10T14,,ES48019,PT,0
2019,Y10T14,,ES48019,PT,0
2018,Y10T14,,ES0104,PT,0
2013,Y10T14,,ES01023,PT,0
2018,Y10T14,,ES20028,PT,0
2015,Y10T14,,ES20028,PT,0
2022,Y10T14,,ES48061,PT,0
2013,Y10T14,,ES01011,PT,0
2010,Y10T14,,ES20028,PT,0
2016,Y10T14,,ES20028,PT,0
2019,Y10T14,,ES20028,PT,0
2022,Y10T14,,ES48018,PT,0
2020,Y10T14,,ES20028,PT,0
2019,Y10T14,,ES01052,PT,0
2019,Y10T14,,ES48018,PT,0
2014,Y10T14,,ES48018,PT,0
2021,Y10T14,,ES48018,PT,0
2013,Y10T14,,ES20017,PT,0
2015,Y10T14,,ES01020,PT,0
2013,Y10T14,,ES20055,PT,0
2016,Y10T14,,ES48062,PT,0
2015,Y10T14,,ES20008,PT,0
2013,Y10T14,,ES48018,PT,0
2022,Y10T14,,ES2007,PT,0
2010,Y10T14,,,PT,0
2014,Y10T14,,ES01032,PT,0
2016,Y10T14,,ES48017,PT,0
2022,Y10T14,,ES48017,PT,0
2013,Y10T14,,ES48017,PT,0
2015,Y10T14,,ES48017,PT,0
2010,Y10T14,,ES48017,PT,0
2020,Y10T14,,ES01023,PT,0
2019,Y10T14,,ES20027,PT,0
2018,Y10T14,,ES48062,PT,0
2018,Y10T14,,ES01020,PT,0
2010,Y10T14,,ES20027,PT,0
2010,Y10T14,,ES48016,PT,0
2018,Y10T14,,ES20027,PT,0
2019,Y10T14,,ES01011,PT,0
2022,Y10T14,,ES20027,PT,0
2018,Y10T14,,ES48016,PT,0
2014,Y10T14,,ES48016,PT,0
2014,Y10T14,,ES01044,PT,0
2019,Y10T14,,ES48016,PT,0
2015,Y10T14,,ES20027,PT,0
2016,Y10T14,,ES48016,PT,0
2022,Y10T14,,ES20906,PT,0
2014,Y10T14,,ES20050,PT,0
2018,Y10T14,,ES20050,PT,0
2016,Y10T14,,ES01051,PT,0
2021,Y10T14,,ES48015,PT,0
2019,Y10T14,,ES01051,PT,0
2013,Y10T14,,ES48015,PT,0
2020,Y10T14,,ES48015,PT,0
2021,Y10T14,,ES01008,PT,0
2021,Y10T14,,ES01006,PT,0
2016,Y10T14,,ES01023,PT,0
2020,Y10T14,,ES01051,PT,0
2021,Y10T14,,ES2007,PT,0
2019,Y10T14,,ES2007,PT,0
2019,Y10T14,,,PT,0
2014,Y10T14,,ES20026,PT,0
2010,Y10T14,,ES20026,PT,0
2021,Y10T14,,ES20026,PT,0
2016,Y10T14,,ES48014,PT,0
2020,Y10T14,,ES48014,PT,0
2015,Y10T14,,ES48014,PT,0
2022,Y10T14,,ES20026,PT,0
2018,Y10T14,,ES48014,PT,0
2016,Y10T14,,ES20026,PT,0
2019,Y10T14,,ES20026,PT,0
2020,Y10T14,,ES20026,PT,0
2015,Y10T14,,ES20026,PT,0
2010,Y10T14,,ES48014,PT,0
2018,Y10T14,,ES01033,PT,0
2021,Y10T14,,ES48014,PT,0
2022,Y10T14,,ES20009,PT,0
2021,Y10T14,,ES48064,PT,0
2019,Y10T14,,ES48906,PT,0
2018,Y10T14,,ES20907,PT,0
2014,Y10T14,,ES48064,PT,0
2015,Y10T14,,ES01006,PT,0
2022,Y10T14,,ES48013,PT,0
2021,Y10T14,,ES01051,PT,0
2018,Y10T14,,ES48013,PT,0
2021,Y10T14,,ES48907,PT,0
2015,Y10T14,,ES48013,PT,0
2019,Y10T14,,ES48013,PT,0
2015,Y10T14,,ES01002,PT,0
2013,Y10T14,,ES01051,PT,0
2013,Y10T14,,ES20001,PT,0
2016,Y10T14,,ES20907,PT,0
2015,Y10T14,,ES48071,PT,0
