Year,Series,Sexo,Renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2016,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01018,EUR,ES01018,20704
2019,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01018,EUR,ES01018,22331
2011,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01018,EUR,ES01018,21607
2018,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01018,EUR,ES01018,21681
2014,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01018,EUR,ES01018,20153
2015,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,16612
2009,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,15327
2017,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,18514
2020,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,18776
2018,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,20068
2013,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,15063
2011,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,14785
2019,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,19660
2021,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,21978
2016,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,17749
2014,EU_INCOME_AVG,,INCOME_LABOUR,,,ES48915,EUR,ES48915,15463
2013,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,15955
2017,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,17498
2011,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,16014
2018,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,17885
2009,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,16099
2020,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,19173
2016,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,17019
2019,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,18359
2021,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,18880
2014,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,15868
2015,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20028,EUR,ES20028,16214
2014,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,20588
2015,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,20692
2013,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,20429
2009,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,20223
2017,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,20767
2016,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,19919
2018,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,20952
2019,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,23936
2020,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,21933
2011,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,21126
2021,EU_INCOME_AVG,,INCOME_LABOUR,,,ES01063,EUR,ES01063,23556
2021,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,21468
2009,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,18933
2011,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,17930
2013,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,16564
2014,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,16715
2018,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,20110
2019,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,20747
2017,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,19268
2015,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,17954
2016,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,18292
2020,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20081,EUR,ES20081,20839
2019,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,18000
2014,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,15577
2011,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,16747
2017,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,17026
2018,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,17318
2016,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,17320
2021,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,18314
2013,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,15836
2020,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,18033
2009,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,15978
2015,EU_INCOME_AVG,,INCOME_LABOUR,,,ES20080,EUR,ES20080,16168
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,18096
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,16825
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,15955
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,15073
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,16199
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,15529
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,15461
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,15675
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,16242
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,16593
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES0101,,EUR,ES0101,16064
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,14513
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,14253
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,14829
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,13453
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,13376
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,13965
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,15028
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,12915
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,15430
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,14405
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES0104,,EUR,ES0104,13210
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,17267
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,15866
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,16816
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,18041
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,17873
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,15943
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,16138
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,15926
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,16119
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,16381
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES0106,,EUR,ES0106,15836
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,18164
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,17470
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,16806
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,18742
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,18376
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,16490
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,16854
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,17675
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,17245
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,17145
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES0102,,EUR,ES0102,16587
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,15678
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,15607
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,16018
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,16388
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,17773
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,24252
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,20564
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,15905
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,15936
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,17208
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES0103,,EUR,ES0103,16038
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,18600
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,16001
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,17176
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,16290
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,18000
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,15853
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,18105
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,15781
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,16444
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,16725
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES4801,,EUR,ES4801,17138
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,16193
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,15947
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,14950
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,18247
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,14746
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,15738
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,17623
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,15502
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,16683
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,15849
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES2001,,EUR,ES2001,17435
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,15869
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,18225
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,16317
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,15936
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,16443
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,17152
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,18145
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,18941
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,17210
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,16458
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES4802,,EUR,ES4802,16165
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,16788
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,18554
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,18808
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,19635
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,19097
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,16120
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,19297
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,18211
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,16806
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,16799
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES2002,,EUR,ES2002,16109
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,18511
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,17894
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,20476
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,17015
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,20940
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,17935
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,20842
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,18363
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,20061
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,19765
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES2003,,EUR,ES2003,16792
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,19776
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,20414
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,17650
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,16877
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,18020
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,20089
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,19023
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,16888
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,17742
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,17565
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES2004,,EUR,ES2004,18634
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,19021
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,18906
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,16708
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,19384
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,17119
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,16635
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,17901
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,16139
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,16283
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,16323
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES4803,,EUR,ES4803,17635
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,14075
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,16927
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,16125
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,13907
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,16298
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,13975
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,14484
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,15009
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,15216
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,14316
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES4804,,EUR,ES4804,14339
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,18026
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,16180
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,17383
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,15585
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,15826
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,16544
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,17948
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,16980
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,15783
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,18591
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES4805,,EUR,ES4805,15530
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,19928
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,17193
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,20456
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,18939
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,19338
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,17751
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,17433
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,17107
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,19968
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,18628
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES2005,,EUR,ES2005,17924
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,18973
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,19558
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,19952
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,19895
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,19343
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,20368
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,19234
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,18997
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,19190
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,21203
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES0105,,EUR,ES0105,21385
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,14842
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,17514
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,16971
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,16745
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,15904
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,17489
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,20280
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,14545
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,15549
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,14755
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES4806,,EUR,ES4806,15035
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,18790
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,21322
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,19680
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,21926
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,18797
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,18649
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,18703
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,18256
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,19795
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,21011
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES4807,,EUR,ES4807,18287
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,19921
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,18347
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,16733
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,19516
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,19187
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,17214
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,17642
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,17619
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,17265
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,16860
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES2006,,EUR,ES2006,18649
2019,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,20409
2009,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,17532
2021,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,20729
2016,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,17868
2014,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,16590
2013,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,16502
2017,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,18588
2011,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,17211
2020,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,20141
2018,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,19181
2015,EU_INCOME_AVG,,INCOME_LABOUR,,ES2007,,EUR,ES2007,17448
2015,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,16667
2011,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,17206
2013,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,16410
2021,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,18613
2019,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,18323
2014,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,16343
2017,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,17084
2018,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,17511
2016,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,16694
2020,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,17969
2009,EU_INCOME_AVG,,INCOME_LABOUR,ES211,,,EUR,ES211,16891
2021,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,19082
2009,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,16411
2018,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,17337
2016,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,16565
2020,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,18345
2014,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,16003
2019,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,18287
2013,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,15921
2017,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,17238
2015,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,16390
2011,EU_INCOME_AVG,,INCOME_LABOUR,ES213,,,EUR,ES213,16171
2018,EU_INCOME_AVG,,INCOME_LABOUR,ES212,,,EUR,ES212,18867
2014,EU_INCOME_AVG,,INCOME_LABOUR,ES212,,,EUR,ES212,16567
