Year,Series,Sexo,Renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,28250
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,28998
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,29584
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,26042
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,25894
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,26855
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,28827
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,29335
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,27817
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,25890
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES20051,EUR,ES20051,26276
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,23881
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,25498
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,24938
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,25740
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,26182
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,27771
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,25895
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,26696
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,26394
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,27049
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES20052,EUR,ES20052,24784
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,27610
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,25493
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,27691
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,25986
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,26786
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,29014
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,26718
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,29160
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,28853
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,26451
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES01058,EUR,ES01058,25543
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,29003
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,25326
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,23303
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,25704
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,30495
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,27670
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,25870
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,25963
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,30816
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,30794
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES20068,EUR,ES20068,31256
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,28953
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,27355
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,27628
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,30299
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,26638
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,26254
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,27201
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,26412
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,27314
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,28410
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48054,EUR,ES48054,28842
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,27311
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,22423
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,22689
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,25819
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,25370
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,23298
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,22453
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,23473
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,22526
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,24289
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48057,EUR,ES48057,24935
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,24408
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,24681
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,25124
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,23682
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,26337
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,26616
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,24823
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,23478
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,26649
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,25649
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48055,EUR,ES48055,28368
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,39905
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,25150
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,27264
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,30239
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,45581
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,27533
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,41526
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,27738
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,31840
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,25808
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48056,EUR,ES48056,26718
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,22346
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,22197
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,23728
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,22700
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,18528
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,20172
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,21215
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,23903
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,21520
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,20289
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES01034,EUR,ES01034,30949
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,30694
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,30544
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,31051
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,29827
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,32094
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,27695
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,30009
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,29055
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,28769
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,33989
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48081,EUR,ES48081,32789
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,23223
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,22214
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,20515
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,22325
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,22205
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,22196
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,20952
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,24302
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,24495
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,25092
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES20053,EUR,ES20053,23737
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,23026
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,22608
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,22516
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,21584
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,24329
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,23134
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,25702
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,25708
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,24418
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,21331
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES20054,EUR,ES20054,24618
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,32249
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,30691
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,30510
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,30318
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,29215
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,31131
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,31808
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,29074
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,30555
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,29790
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48903,EUR,ES48903,31447
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,23746
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,24613
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,27742
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,24532
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,27468
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,25372
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,26685
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,28756
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,27310
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,27322
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48058,EUR,ES48058,24529
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,25842
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,28277
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,33264
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,27514
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,31060
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,29604
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,29685
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,26885
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,26172
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,27608
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48059,EUR,ES48059,31496
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,22614
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,24752
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,25322
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,21437
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,24377
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,21178
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,23219
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,21435
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,20348
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,24702
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48060,EUR,ES48060,24711
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,30538
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,29918
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,29434
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,31065
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,32365
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,33943
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,30225
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,32444
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,31648
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,31125
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48061,EUR,ES48061,32047
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,29738
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,30424
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,27515
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,27093
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,30166
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,26850
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,26644
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,32058
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,30968
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,28195
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES20901,EUR,ES20901,27322
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,25585
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,25970
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,27293
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,25394
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,24623
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,23248
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,26394
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,24068
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,24437
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,23219
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48062,EUR,ES48062,25923
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,23661
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,30785
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,26947
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,27305
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,26130
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,22845
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,27144
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,25326
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,22403
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,20802
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48063,EUR,ES48063,23314
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,25426
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,24623
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,25396
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,25808
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,26678
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,27994
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,29138
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,25539
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,31755
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,26365
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48064,EUR,ES48064,24783
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,20554
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,18306
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,22684
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,19704
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,19312
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,22763
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,21594
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,18593
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,17988
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,23438
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES01039,EUR,ES01039,17201
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,27763
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,25403
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,26949
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,26304
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,26800
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,24637
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,26626
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,28424
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,25501
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,24860
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48066,EUR,ES48066,25646
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,27664
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,30293
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,24907
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,25319
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,31099
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,28367
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,27974
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,25682
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,27860
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,28274
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48068,EUR,ES48068,24711
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,28721
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,28167
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,32762
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,28924
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,28623
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,32900
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,30263
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,27751
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,29697
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,28516
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48069,EUR,ES48069,31056
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,19497
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,20638
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,21158
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,19933
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,20364
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,21111
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,21441
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,21226
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,19890
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,19228
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48007,EUR,ES48007,21774
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,28122
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,31219
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,30536
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,31759
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,32613
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,39154
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,35526
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,32818
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,34666
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,33377
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48908,EUR,ES48908,37174
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,26126
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,23218
2011,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,24686
2021,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,27863
2016,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,24319
2015,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,23933
2017,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,25487
2019,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,27099
2020,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,26722
2009,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,24419
2013,EU_INCOME_AVG,M,INCOME_TOT,,,ES48071,EUR,ES48071,23881
2018,EU_INCOME_AVG,M,INCOME_TOT,,,ES20057,EUR,ES20057,34447
2014,EU_INCOME_AVG,M,INCOME_TOT,,,ES20057,EUR,ES20057,27652
