Year,Edad,Educacion,Territorio,Comarca,Municipio,Units,GeoCode,Value
2010,Y_GE10,NIVI_3_4_5,,,ES48072,PT,ES48072,9
2021,Y_GE10,NIVI_3_4_5,,,ES48072,PT,ES48072,7.3
2013,Y_GE10,NIVI_3_4_5,,,ES48072,PT,ES48072,8.8
2019,Y_GE10,NIVI_3_4_5,,,ES48072,PT,ES48072,8.6
2016,Y_GE10,NIVI_3_4_5,,,ES48072,PT,ES48072,8.7
2020,Y_GE10,NIVI_3_4_5,,,ES48072,PT,ES48072,8
2018,Y_GE10,NIVI_3_4_5,,,ES48072,PT,ES48072,9.3
2021,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,5.1
2016,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,5.7
2010,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,6.2
2020,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,4.9
2018,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,5.2
2019,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,5.1
2014,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,5.6
2015,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,5.4
2013,Y_GE10,NIVI_3_4_5,,,ES01043,PT,ES01043,5.9
2010,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,6.3
2019,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.4
2020,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.1
2018,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.5
2015,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.5
2016,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.7
2014,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.4
2021,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.1
2013,Y_GE10,NIVI_3_4_5,,,ES20064,PT,ES20064,5.7
2010,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,5.2
2014,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,5.2
2018,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,7
2019,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,5.2
2020,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,4.4
2015,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,6
2013,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,4.9
2021,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,6.6
2016,Y_GE10,NIVI_3_4_5,,,ES01044,PT,ES01044,6
2015,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,10.7
2018,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,10.3
2014,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,10.9
2020,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,9.8
2013,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,11.1
2019,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,10.2
2021,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,10
2010,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,11.8
2016,Y_GE10,NIVI_3_4_5,,,ES48077,PT,ES48077,10.9
2016,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6.8
2014,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6.8
2021,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6
2013,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6.8
2010,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,7.5
2018,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6.5
2020,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6
2015,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6.6
2019,Y_GE10,NIVI_3_4_5,,,ES48078,PT,ES48078,6.3
2015,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,7
2013,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,7.3
2018,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,7.4
2021,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,6.5
2020,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,6.7
2014,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,7.5
2010,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,8.4
2016,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,7.5
2019,Y_GE10,NIVI_3_4_5,,,ES01047,PT,ES01047,6.7
2020,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,3.5
2018,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,3.6
2021,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,4.4
2013,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,4.9
2014,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,5.1
2016,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,5.8
2019,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,3.6
2010,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,5.6
2015,Y_GE10,NIVI_3_4_5,,,ES01052,PT,ES01052,4.7
2015,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,5.2
2016,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,5.7
2014,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,5.7
2013,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,5.6
2018,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,6.1
2020,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,4.9
2021,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,5.9
2019,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,5.8
2010,Y_GE10,NIVI_3_4_5,,,ES01053,PT,ES01053,5.9
2015,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,6
2014,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,6.1
2013,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,6.2
2021,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,5.6
2019,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,6
2016,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,6.2
2010,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,6.9
2018,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,6.1
2020,Y_GE10,NIVI_3_4_5,,,ES48082,PT,ES48082,5.7
2013,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,8.2
2021,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,6.7
2010,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,8.7
2014,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,8
2015,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,8.1
2020,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,7
2016,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,7.8
2019,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,7.3
2018,Y_GE10,NIVI_3_4_5,,,ES20070,PT,ES20070,7.5
2010,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,5.8
2020,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,4.7
2014,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,5.3
2019,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,4.9
2016,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,5.2
2015,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,5.1
2013,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,5.5
2018,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,5.1
2021,Y_GE10,NIVI_3_4_5,,,ES48084,PT,ES48084,4.6
2018,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,7.2
2015,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,7.7
2020,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,6.7
2013,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,7.7
2019,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,6.9
2014,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,7.8
2010,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,8.4
2021,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,6.6
2016,Y_GE10,NIVI_3_4_5,,,ES48904,PT,ES48904,7.5
2020,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,9.1
2019,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,9.6
2013,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,10.8
2018,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,9.9
2015,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,10.2
2014,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,10.5
2010,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,11.5
2021,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,8.9
2016,Y_GE10,NIVI_3_4_5,,,ES48085,PT,ES48085,10.3
2014,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,7.7
2016,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,7.9
2018,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,7.8
2021,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,7.1
2019,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,8.2
2010,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,8
2013,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,7.7
2020,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,7.3
2015,Y_GE10,NIVI_3_4_5,,,ES48086,PT,ES48086,7.8
2019,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,4.7
2014,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,5.3
2021,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,4.5
2016,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,5
2013,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,5.5
2018,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,5
2020,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,4.5
2010,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,6
2015,Y_GE10,NIVI_3_4_5,,,ES20065,PT,ES20065,5.1
2016,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,9.8
2015,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,11.1
2021,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,8.8
2014,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,12.1
2010,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,13.6
2020,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,8.5
2013,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,12.7
2018,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,8.7
2019,Y_GE10,NIVI_3_4_5,,,ES48076,PT,ES48076,9.5
2010,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,9.2
2018,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,8
2016,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,8.2
2020,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,7.3
2013,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,8.3
2021,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,7.3
2014,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,8.2
2019,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,7.9
2015,Y_GE10,NIVI_3_4_5,,,ES20071,PT,ES20071,8
2013,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,5.2
2021,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,5.2
2015,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,5.5
2020,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,5
2018,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,5.7
2016,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,6
2010,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,6
2014,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,6
2019,Y_GE10,NIVI_3_4_5,,,ES48087,PT,ES48087,5.2
2010,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,6.8
2021,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,6.3
2020,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,7.8
2014,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,7.2
2019,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,6.8
2016,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,7.4
2015,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,6.7
2018,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,7.6
2013,Y_GE10,NIVI_3_4_5,,,ES48088,PT,ES48088,7.8
2014,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,6.1
2016,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,6.1
2015,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,6.1
2021,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,5.2
2019,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,5.6
2010,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,7.2
2020,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,5.4
2018,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,5.9
2013,Y_GE10,NIVI_3_4_5,,,ES48065,PT,ES48065,6.3
2018,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,9.6
2019,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,9.5
2020,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,8.9
2015,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,9.6
2014,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,9.6
2010,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,9.3
2021,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,8.7
2013,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,9.3
2016,Y_GE10,NIVI_3_4_5,,,ES48089,PT,ES48089,9.8
2018,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,6.1
2019,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,5.9
2010,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,7.3
2021,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,5.5
2016,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,6.4
2014,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,6.2
2013,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,6.4
2015,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,6.2
2020,Y_GE10,NIVI_3_4_5,,,ES48074,PT,ES48074,5.7
2021,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,5.7
2014,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,8
2019,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,6.7
2016,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,7
2010,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,8.4
2018,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,7
2015,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,7.4
2020,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,5.9
2013,Y_GE10,NIVI_3_4_5,,,ES01054,PT,ES01054,8
2019,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,6
2010,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,7.8
2016,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,6.7
2020,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,5.7
2013,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,6.8
2018,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,6.3
2015,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,6.6
2014,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,6.8
2021,Y_GE10,NIVI_3_4_5,,,ES20072,PT,ES20072,5.8
2014,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,7.4
2020,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,6.4
2018,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,7
2013,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,7.6
2019,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,6.6
2016,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,7.3
2021,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,6.4
2015,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,7.2
2010,Y_GE10,NIVI_3_4_5,,,ES20077,PT,ES20077,8.8
2020,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,5.7
2018,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,6.8
2015,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,7.3
2021,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,5.7
2010,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,8.1
2016,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,7.3
2019,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,6.2
2013,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,7.6
2014,Y_GE10,NIVI_3_4_5,,,ES20073,PT,ES20073,7.4
2010,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,6
2018,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,5.4
2021,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,4.5
2020,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,4.4
2013,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,5.8
2015,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,5.9
2016,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,5.8
2014,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,5.4
2019,Y_GE10,NIVI_3_4_5,,,ES01055,PT,ES01055,4.6
2019,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,5.5
2016,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,5.8
2015,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,5.7
2021,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,5
2014,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,6
2010,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,6.8
2020,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,5.1
2018,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,5.7
2013,Y_GE10,NIVI_3_4_5,,,ES48080,PT,ES48080,6.3
2018,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,5.1
2021,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,4.6
2016,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,5.1
2019,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,4.8
2020,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,4.6
2015,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,5.1
2014,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,5.4
2013,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,5.5
2010,Y_GE10,NIVI_3_4_5,,,ES20075,PT,ES20075,6.4
2021,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,6.6
2014,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,7
2010,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,7.6
2020,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,6.4
2013,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,6.3
2019,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,7
2015,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,6.8
2016,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,6.8
2018,Y_GE10,NIVI_3_4_5,,,ES01057,PT,ES01057,6.4
2020,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,7.2
2013,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,8.3
2018,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,7.9
2021,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,7.1
2014,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,8.3
2019,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,7.6
2015,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,8.1
2010,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,9.2
2016,Y_GE10,NIVI_3_4_5,,,ES01059,PT,ES01059,8.2
2013,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,6.7
2016,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,7.5
2020,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,6.1
2014,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,6.9
2018,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,6.4
2015,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,7.2
2019,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,6
2010,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,8.8
2021,Y_GE10,NIVI_3_4_5,,,ES01060,PT,ES01060,5.7
2013,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,5.7
2010,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,5.8
2021,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,4.4
2020,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,4.7
2018,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,5.4
2016,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,5.6
2019,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,5.1
2014,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,5.5
2015,Y_GE10,NIVI_3_4_5,,,ES48095,PT,ES48095,5.5
2013,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,6
2014,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,6.1
2021,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,5.2
2016,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,5.8
2010,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,6.6
2020,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,5
2018,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,5.6
2015,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,5.9
2019,Y_GE10,NIVI_3_4_5,,,ES20078,PT,ES20078,5.4
2013,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,8.6
2016,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,9.2
2018,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,8.4
2020,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,8.2
2021,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,6.2
2019,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,8.3
2010,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,5.1
2014,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,8.4
2015,Y_GE10,NIVI_3_4_5,,,ES01061,PT,ES01061,7.4
2014,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,6.9
2010,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,7.7
2019,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,6.3
2020,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,6
2021,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,5.9
2016,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,6.7
2015,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,6.6
2018,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,6.5
2013,Y_GE10,NIVI_3_4_5,,,ES48096,PT,ES48096,7.2
2016,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,5.9
2018,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,5.6
2010,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,6.7
2021,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,5.5
2014,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,8.1
2019,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,6.5
2015,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,6.5
2020,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,5.9
2013,Y_GE10,NIVI_3_4_5,,,ES01062,PT,ES01062,7.8
2010,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,7.6
2013,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,7
2016,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,6.4
2014,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,6.8
2018,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,6
2020,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,5.6
2015,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,6.4
2019,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,6
2021,Y_GE10,NIVI_3_4_5,,,ES48905,PT,ES48905,5.6
2019,Y_GE10,NIVI_3_4_5,,,ES48097,PT,ES48097,6.6
2013,Y_GE10,NIVI_3_4_5,,,ES48097,PT,ES48097,6.3
