Year,ServEsencial,Administracion,Territorio,Comarca,Municipio,Units,GeoCode,Value
2019,ESED,ADM_MUN,,,ES20028,PT,ES20028,3.7
2020,ESED,ADM_MUN,,,ES01063,PT,ES01063,7.2
2017,ESED,ADM_MUN,,,ES01063,PT,ES01063,29
2019,ESED,ADM_MUN,,,ES01063,PT,ES01063,7.5
2021,ESED,ADM_MUN,,,ES01063,PT,ES01063,6.5
2018,ESED,ADM_MUN,,,ES01063,PT,ES01063,4
2019,ESED,ADM_MUN,,,ES20081,PT,ES20081,5.6
2021,ESED,ADM_MUN,,,ES20081,PT,ES20081,7
2020,ESED,ADM_MUN,,,ES20081,PT,ES20081,8.4
2018,ESED,ADM_MUN,,,ES20081,PT,ES20081,4.5
2017,ESED,ADM_MUN,,,ES20081,PT,ES20081,3.5
2019,ESED,ADM_MUN,,,ES20080,PT,ES20080,2.5
2018,ESED,ADM_MUN,,,ES20080,PT,ES20080,2.1
2020,ESED,ADM_MUN,,,ES20080,PT,ES20080,1.8
2021,ESED,ADM_MUN,,,ES20080,PT,ES20080,2.1
2017,ESED,ADM_MUN,,,ES20080,PT,ES20080,2.4
2017,ESED,ADM_MUN,,ES0101,,PT,ES0101,7
2018,ESED,ADM_MUN,,ES0101,,PT,ES0101,6.4
2019,ESED,ADM_MUN,,ES0101,,PT,ES0101,6.8
2020,ESED,ADM_MUN,,ES0101,,PT,ES0101,6.5
2021,ESED,ADM_MUN,,ES0101,,PT,ES0101,7.4
2017,ESED,ADM_MUN,,ES0104,,PT,ES0104,6.3
2020,ESED,ADM_MUN,,ES0104,,PT,ES0104,5.5
2018,ESED,ADM_MUN,,ES0104,,PT,ES0104,6
2021,ESED,ADM_MUN,,ES0104,,PT,ES0104,6.5
2019,ESED,ADM_MUN,,ES0104,,PT,ES0104,5.5
2017,ESED,ADM_MUN,,ES0106,,PT,ES0106,14.1
2018,ESED,ADM_MUN,,ES0106,,PT,ES0106,7.8
2020,ESED,ADM_MUN,,ES0106,,PT,ES0106,9.7
2019,ESED,ADM_MUN,,ES0106,,PT,ES0106,8.8
2021,ESED,ADM_MUN,,ES0106,,PT,ES0106,9
2017,ESED,ADM_MUN,,ES0102,,PT,ES0102,5.8
2019,ESED,ADM_MUN,,ES0102,,PT,ES0102,4.5
2018,ESED,ADM_MUN,,ES0102,,PT,ES0102,6.2
2020,ESED,ADM_MUN,,ES0102,,PT,ES0102,6
2021,ESED,ADM_MUN,,ES0102,,PT,ES0102,6.5
2017,ESED,ADM_MUN,,ES0103,,PT,ES0103,4.7
2021,ESED,ADM_MUN,,ES0103,,PT,ES0103,6.4
2020,ESED,ADM_MUN,,ES0103,,PT,ES0103,3.6
2018,ESED,ADM_MUN,,ES0103,,PT,ES0103,6.3
2019,ESED,ADM_MUN,,ES0103,,PT,ES0103,6.1
2021,ESED,ADM_MUN,,ES4801,,PT,ES4801,2.5
2017,ESED,ADM_MUN,,ES4801,,PT,ES4801,2.8
2019,ESED,ADM_MUN,,ES4801,,PT,ES4801,2.6
2020,ESED,ADM_MUN,,ES4801,,PT,ES4801,2.5
2018,ESED,ADM_MUN,,ES4801,,PT,ES4801,2.7
2019,ESED,ADM_MUN,,ES2001,,PT,ES2001,2.9
2018,ESED,ADM_MUN,,ES2001,,PT,ES2001,3.9
2020,ESED,ADM_MUN,,ES2001,,PT,ES2001,2.3
2017,ESED,ADM_MUN,,ES2001,,PT,ES2001,5.2
2021,ESED,ADM_MUN,,ES2001,,PT,ES2001,1.5
2020,ESED,ADM_MUN,,ES4802,,PT,ES4802,4
2017,ESED,ADM_MUN,,ES4802,,PT,ES4802,5.4
2019,ESED,ADM_MUN,,ES4802,,PT,ES4802,3.7
2021,ESED,ADM_MUN,,ES4802,,PT,ES4802,5.4
2018,ESED,ADM_MUN,,ES4802,,PT,ES4802,4.3
2017,ESED,ADM_MUN,,ES2002,,PT,ES2002,6.9
2021,ESED,ADM_MUN,,ES2002,,PT,ES2002,7.2
2018,ESED,ADM_MUN,,ES2002,,PT,ES2002,6.1
2019,ESED,ADM_MUN,,ES2002,,PT,ES2002,6.1
2020,ESED,ADM_MUN,,ES2002,,PT,ES2002,6
2017,ESED,ADM_MUN,,ES2003,,PT,ES2003,3.9
2020,ESED,ADM_MUN,,ES2003,,PT,ES2003,3.7
2019,ESED,ADM_MUN,,ES2003,,PT,ES2003,3.8
2018,ESED,ADM_MUN,,ES2003,,PT,ES2003,3.8
2021,ESED,ADM_MUN,,ES2003,,PT,ES2003,3.8
2019,ESED,ADM_MUN,,ES2004,,PT,ES2004,3.5
2021,ESED,ADM_MUN,,ES2004,,PT,ES2004,6.5
2018,ESED,ADM_MUN,,ES2004,,PT,ES2004,4.4
2017,ESED,ADM_MUN,,ES2004,,PT,ES2004,4.2
2020,ESED,ADM_MUN,,ES2004,,PT,ES2004,4.1
2017,ESED,ADM_MUN,,ES4803,,PT,ES4803,4.1
2021,ESED,ADM_MUN,,ES4803,,PT,ES4803,4.5
2018,ESED,ADM_MUN,,ES4803,,PT,ES4803,5
2019,ESED,ADM_MUN,,ES4803,,PT,ES4803,4
2020,ESED,ADM_MUN,,ES4803,,PT,ES4803,3.7
2019,ESED,ADM_MUN,,ES4804,,PT,ES4804,2.8
2018,ESED,ADM_MUN,,ES4804,,PT,ES4804,5
2017,ESED,ADM_MUN,,ES4804,,PT,ES4804,5.4
2021,ESED,ADM_MUN,,ES4804,,PT,ES4804,4.5
2020,ESED,ADM_MUN,,ES4804,,PT,ES4804,3.2
2020,ESED,ADM_MUN,,ES4805,,PT,ES4805,4.8
2018,ESED,ADM_MUN,,ES4805,,PT,ES4805,3.6
2019,ESED,ADM_MUN,,ES4805,,PT,ES4805,3.2
2021,ESED,ADM_MUN,,ES4805,,PT,ES4805,4.7
2017,ESED,ADM_MUN,,ES4805,,PT,ES4805,3.8
2019,ESED,ADM_MUN,,ES2005,,PT,ES2005,3.5
2021,ESED,ADM_MUN,,ES2005,,PT,ES2005,3.3
2017,ESED,ADM_MUN,,ES2005,,PT,ES2005,3.7
2020,ESED,ADM_MUN,,ES2005,,PT,ES2005,3.3
2018,ESED,ADM_MUN,,ES2005,,PT,ES2005,3.8
2018,ESED,ADM_MUN,,ES0105,,PT,ES0105,6.2
2017,ESED,ADM_MUN,,ES0105,,PT,ES0105,5.4
2019,ESED,ADM_MUN,,ES0105,,PT,ES0105,5.6
2020,ESED,ADM_MUN,,ES0105,,PT,ES0105,6
2021,ESED,ADM_MUN,,ES0105,,PT,ES0105,6.2
2020,ESED,ADM_MUN,,ES4806,,PT,ES4806,4.6
2019,ESED,ADM_MUN,,ES4806,,PT,ES4806,4
2018,ESED,ADM_MUN,,ES4806,,PT,ES4806,4.5
2017,ESED,ADM_MUN,,ES4806,,PT,ES4806,4.2
2021,ESED,ADM_MUN,,ES4806,,PT,ES4806,5.1
2021,ESED,ADM_MUN,,ES4807,,PT,ES4807,3.5
2020,ESED,ADM_MUN,,ES4807,,PT,ES4807,3.1
2017,ESED,ADM_MUN,,ES4807,,PT,ES4807,2.6
2018,ESED,ADM_MUN,,ES4807,,PT,ES4807,2.9
2019,ESED,ADM_MUN,,ES4807,,PT,ES4807,3.7
2020,ESED,ADM_MUN,,ES2006,,PT,ES2006,6.2
2021,ESED,ADM_MUN,,ES2006,,PT,ES2006,6.1
2019,ESED,ADM_MUN,,ES2006,,PT,ES2006,5.8
2017,ESED,ADM_MUN,,ES2006,,PT,ES2006,5.1
2018,ESED,ADM_MUN,,ES2006,,PT,ES2006,6.1
2019,ESED,ADM_MUN,,ES2007,,PT,ES2007,5.3
2020,ESED,ADM_MUN,,ES2007,,PT,ES2007,5.4
2018,ESED,ADM_MUN,,ES2007,,PT,ES2007,4.6
2021,ESED,ADM_MUN,,ES2007,,PT,ES2007,5.3
2017,ESED,ADM_MUN,,ES2007,,PT,ES2007,5.1
2017,ESED,ADM_MUN,ES211,,,PT,ES211,3.5
2020,ESED,ADM_MUN,ES211,,,PT,ES211,3
2021,ESED,ADM_MUN,ES211,,,PT,ES211,3.2
2018,ESED,ADM_MUN,ES211,,,PT,ES211,3.4
2019,ESED,ADM_MUN,ES211,,,PT,ES211,3.2
2020,ESED,ADM_MUN,ES213,,,PT,ES213,3.8
2021,ESED,ADM_MUN,ES213,,,PT,ES213,4
2019,ESED,ADM_MUN,ES213,,,PT,ES213,3.9
2017,ESED,ADM_MUN,ES213,,,PT,ES213,4.1
2018,ESED,ADM_MUN,ES213,,,PT,ES213,3.9
2021,ESED,ADM_MUN,ES212,,,PT,ES212,5.2
2019,ESED,ADM_MUN,ES212,,,PT,ES212,3.9
2020,ESED,ADM_MUN,ES212,,,PT,ES212,4.2
2018,ESED,ADM_MUN,ES212,,,PT,ES212,5.2
2017,ESED,ADM_MUN,ES212,,,PT,ES212,5.3
2017,HLTH,ADM_PUB,,,,PT,,13.8
2013,HLTH,ADM_PUB,,,,PT,,13.6
2019,HLTH,ADM_PUB,,,,PT,,14.1
2015,HLTH,ADM_PUB,,,,PT,,13.8
2012,HLTH,ADM_PUB,,,,PT,,13.7
2014,HLTH,ADM_PUB,,,,PT,,13.5
2018,HLTH,ADM_PUB,,,,PT,,14.1
2011,HLTH,ADM_PUB,,,,PT,,13.8
2010,HLTH,ADM_PUB,,,,PT,,13.7
2020,HLTH,ADM_PUB,,,,PT,,13.9
2021,HLTH,ADM_PUB,,,,PT,,14.7
2016,HLTH,ADM_PUB,,,,PT,,13.8
2021,HLTH,ADM_AUT,,,,PT,,37.6
2010,HLTH,ADM_AUT,,,,PT,,32.1
2011,HLTH,ADM_AUT,,,,PT,,32
2012,HLTH,ADM_AUT,,,,PT,,32.7
2020,HLTH,ADM_AUT,,,,PT,,37.4
2013,HLTH,ADM_AUT,,,,PT,,34.6
2016,HLTH,ADM_AUT,,,,PT,,34.3
2015,HLTH,ADM_AUT,,,,PT,,34.6
2014,HLTH,ADM_AUT,,,,PT,,33.8
2017,HLTH,ADM_AUT,,,,PT,,34
2019,HLTH,ADM_AUT,,,,PT,,36.5
2018,HLTH,ADM_AUT,,,,PT,,35.4
2020,HLTH,ADM_MUN,,,,PT,,0.6
2018,HLTH,ADM_MUN,,,,PT,,0.6
2021,HLTH,ADM_MUN,,,,PT,,0.5
2017,HLTH,ADM_MUN,,,,PT,,0.6
2019,HLTH,ADM_MUN,,,,PT,,0.5
2017,HLTH,ADM_MUN,,,ES48001,PT,ES48001,3
2018,HLTH,ADM_MUN,,,ES48001,PT,ES48001,2.7
2020,HLTH,ADM_MUN,,,ES48001,PT,ES48001,0.6
2021,HLTH,ADM_MUN,,,ES48001,PT,ES48001,0.6
2019,HLTH,ADM_MUN,,,ES48001,PT,ES48001,0.5
2017,HLTH,ADM_MUN,,,ES20001,PT,ES20001,0
2019,HLTH,ADM_MUN,,,ES20001,PT,ES20001,0
2020,HLTH,ADM_MUN,,,ES20001,PT,ES20001,0
2018,HLTH,ADM_MUN,,,ES20001,PT,ES20001,0
2021,HLTH,ADM_MUN,,,ES20001,PT,ES20001,0
2018,HLTH,ADM_MUN,,,ES48002,PT,ES48002,0.2
2021,HLTH,ADM_MUN,,,ES48002,PT,ES48002,0.3
2020,HLTH,ADM_MUN,,,ES48002,PT,ES48002,0.6
2017,HLTH,ADM_MUN,,,ES48002,PT,ES48002,0.2
2019,HLTH,ADM_MUN,,,ES48002,PT,ES48002,0.2
2021,HLTH,ADM_MUN,,,ES20002,PT,ES20002,0.5
2019,HLTH,ADM_MUN,,,ES20002,PT,ES20002,0.1
2017,HLTH,ADM_MUN,,,ES20002,PT,ES20002,0.1
2018,HLTH,ADM_MUN,,,ES20002,PT,ES20002,0.1
2020,HLTH,ADM_MUN,,,ES20002,PT,ES20002,0.5
2018,HLTH,ADM_MUN,,,ES01051,PT,ES01051,0.1
2020,HLTH,ADM_MUN,,,ES01051,PT,ES01051,3.2
2017,HLTH,ADM_MUN,,,ES01051,PT,ES01051,0.2
2021,HLTH,ADM_MUN,,,ES01051,PT,ES01051,0.8
2019,HLTH,ADM_MUN,,,ES01051,PT,ES01051,0.2
2021,HLTH,ADM_MUN,,,ES20016,PT,ES20016,0.2
2019,HLTH,ADM_MUN,,,ES20016,PT,ES20016,0
2020,HLTH,ADM_MUN,,,ES20016,PT,ES20016,0
2018,HLTH,ADM_MUN,,,ES20016,PT,ES20016,0
2017,HLTH,ADM_MUN,,,ES20016,PT,ES20016,0
2021,HLTH,ADM_MUN,,,ES20003,PT,ES20003,0
2018,HLTH,ADM_MUN,,,ES20003,PT,ES20003,0
2020,HLTH,ADM_MUN,,,ES20003,PT,ES20003,0
2019,HLTH,ADM_MUN,,,ES20003,PT,ES20003,0
2017,HLTH,ADM_MUN,,,ES20003,PT,ES20003,0
2017,HLTH,ADM_MUN,,,ES48911,PT,ES48911,0
2019,HLTH,ADM_MUN,,,ES48911,PT,ES48911,0
2021,HLTH,ADM_MUN,,,ES48911,PT,ES48911,0
2018,HLTH,ADM_MUN,,,ES48911,PT,ES48911,0
2020,HLTH,ADM_MUN,,,ES48911,PT,ES48911,0
2017,HLTH,ADM_MUN,,,ES20004,PT,ES20004,1.8
2019,HLTH,ADM_MUN,,,ES20004,PT,ES20004,1.4
2020,HLTH,ADM_MUN,,,ES20004,PT,ES20004,1.9
2021,HLTH,ADM_MUN,,,ES20004,PT,ES20004,1.7
2018,HLTH,ADM_MUN,,,ES20004,PT,ES20004,1.6
2021,HLTH,ADM_MUN,,,ES20005,PT,ES20005,0.4
2018,HLTH,ADM_MUN,,,ES20005,PT,ES20005,0.4
2017,HLTH,ADM_MUN,,,ES20005,PT,ES20005,0.4
2020,HLTH,ADM_MUN,,,ES20005,PT,ES20005,0.7
2019,HLTH,ADM_MUN,,,ES20005,PT,ES20005,0.9
2017,HLTH,ADM_MUN,,,ES01001,PT,ES01001,0.4
2021,HLTH,ADM_MUN,,,ES01001,PT,ES01001,0.5
2019,HLTH,ADM_MUN,,,ES01001,PT,ES01001,0.4
2018,HLTH,ADM_MUN,,,ES01001,PT,ES01001,0.4
2020,HLTH,ADM_MUN,,,ES01001,PT,ES01001,0.6
2017,HLTH,ADM_MUN,,,ES20006,PT,ES20006,0
2021,HLTH,ADM_MUN,,,ES20006,PT,ES20006,0
2019,HLTH,ADM_MUN,,,ES20006,PT,ES20006,0
2020,HLTH,ADM_MUN,,,ES20006,PT,ES20006,0
2018,HLTH,ADM_MUN,,,ES20006,PT,ES20006,0.4
2017,HLTH,ADM_MUN,,,ES48912,PT,ES48912,0.2
2018,HLTH,ADM_MUN,,,ES48912,PT,ES48912,0.2
2019,HLTH,ADM_MUN,,,ES48912,PT,ES48912,0
2020,HLTH,ADM_MUN,,,ES48912,PT,ES48912,0
2021,HLTH,ADM_MUN,,,ES48912,PT,ES48912,0
2018,HLTH,ADM_MUN,,,ES20906,PT,ES20906,0
2020,HLTH,ADM_MUN,,,ES20906,PT,ES20906,0
2021,HLTH,ADM_MUN,,,ES20906,PT,ES20906,0
2019,HLTH,ADM_MUN,,,ES20906,PT,ES20906,0
2017,HLTH,ADM_MUN,,,ES20906,PT,ES20906,0
2021,HLTH,ADM_MUN,,,ES20007,PT,ES20007,0
2018,HLTH,ADM_MUN,,,ES20007,PT,ES20007,0
2020,HLTH,ADM_MUN,,,ES20007,PT,ES20007,0.2
2017,HLTH,ADM_MUN,,,ES20007,PT,ES20007,0
2019,HLTH,ADM_MUN,,,ES20007,PT,ES20007,0
2017,HLTH,ADM_MUN,,,ES20008,PT,ES20008,0.3
2019,HLTH,ADM_MUN,,,ES20008,PT,ES20008,0.3
2020,HLTH,ADM_MUN,,,ES20008,PT,ES20008,0.4
2018,HLTH,ADM_MUN,,,ES20008,PT,ES20008,0.2
2021,HLTH,ADM_MUN,,,ES20008,PT,ES20008,0.3
2019,HLTH,ADM_MUN,,,ES48003,PT,ES48003,0.2
2020,HLTH,ADM_MUN,,,ES48003,PT,ES48003,0.2
2021,HLTH,ADM_MUN,,,ES48003,PT,ES48003,0.2
2018,HLTH,ADM_MUN,,,ES48003,PT,ES48003,0.2
2017,HLTH,ADM_MUN,,,ES48003,PT,ES48003,0.2
2019,HLTH,ADM_MUN,,,ES48004,PT,ES48004,0
2021,HLTH,ADM_MUN,,,ES48004,PT,ES48004,0
2017,HLTH,ADM_MUN,,,ES48004,PT,ES48004,3
2020,HLTH,ADM_MUN,,,ES48004,PT,ES48004,0
2018,HLTH,ADM_MUN,,,ES48004,PT,ES48004,1.2
2021,HLTH,ADM_MUN,,,ES01002,PT,ES01002,0.2
2017,HLTH,ADM_MUN,,,ES01002,PT,ES01002,0.2
2018,HLTH,ADM_MUN,,,ES01002,PT,ES01002,0.3
2019,HLTH,ADM_MUN,,,ES01002,PT,ES01002,0.4
2020,HLTH,ADM_MUN,,,ES01002,PT,ES01002,0.2
2020,HLTH,ADM_MUN,,,ES20009,PT,ES20009,1.4
2018,HLTH,ADM_MUN,,,ES20009,PT,ES20009,0.2
2019,HLTH,ADM_MUN,,,ES20009,PT,ES20009,0.3
2021,HLTH,ADM_MUN,,,ES20009,PT,ES20009,0.9
2017,HLTH,ADM_MUN,,,ES20009,PT,ES20009,0.2
2020,HLTH,ADM_MUN,,,ES20010,PT,ES20010,0.3
2018,HLTH,ADM_MUN,,,ES20010,PT,ES20010,0.3
2017,HLTH,ADM_MUN,,,ES20010,PT,ES20010,0
2019,HLTH,ADM_MUN,,,ES20010,PT,ES20010,0.4
2021,HLTH,ADM_MUN,,,ES20010,PT,ES20010,0.2
2017,HLTH,ADM_MUN,,,ES20011,PT,ES20011,0
2019,HLTH,ADM_MUN,,,ES20011,PT,ES20011,0.3
2020,HLTH,ADM_MUN,,,ES20011,PT,ES20011,0.3
2018,HLTH,ADM_MUN,,,ES20011,PT,ES20011,0
2021,HLTH,ADM_MUN,,,ES20011,PT,ES20011,0.1
2020,HLTH,ADM_MUN,,,ES01049,PT,ES01049,0
2017,HLTH,ADM_MUN,,,ES01049,PT,ES01049,0.4
2018,HLTH,ADM_MUN,,,ES01049,PT,ES01049,0.8
2021,HLTH,ADM_MUN,,,ES01049,PT,ES01049,0
2019,HLTH,ADM_MUN,,,ES01049,PT,ES01049,0
2017,HLTH,ADM_MUN,,,ES48005,PT,ES48005,0
2019,HLTH,ADM_MUN,,,ES48005,PT,ES48005,0
2021,HLTH,ADM_MUN,,,ES48005,PT,ES48005,0
2020,HLTH,ADM_MUN,,,ES48005,PT,ES48005,0
2018,HLTH,ADM_MUN,,,ES48005,PT,ES48005,0
2019,HLTH,ADM_MUN,,,ES20012,PT,ES20012,0
2018,HLTH,ADM_MUN,,,ES20012,PT,ES20012,0
2020,HLTH,ADM_MUN,,,ES20012,PT,ES20012,0
2021,HLTH,ADM_MUN,,,ES20012,PT,ES20012,0
2017,HLTH,ADM_MUN,,,ES20012,PT,ES20012,0
2018,HLTH,ADM_MUN,,,ES01003,PT,ES01003,0.3
2017,HLTH,ADM_MUN,,,ES01003,PT,ES01003,0.2
2019,HLTH,ADM_MUN,,,ES01003,PT,ES01003,0.2
2020,HLTH,ADM_MUN,,,ES01003,PT,ES01003,0.4
2021,HLTH,ADM_MUN,,,ES01003,PT,ES01003,0.4
2018,HLTH,ADM_MUN,,,ES48006,PT,ES48006,0
2020,HLTH,ADM_MUN,,,ES48006,PT,ES48006,0.2
2021,HLTH,ADM_MUN,,,ES48006,PT,ES48006,0.3
2019,HLTH,ADM_MUN,,,ES48006,PT,ES48006,0
2017,HLTH,ADM_MUN,,,ES48006,PT,ES48006,0
2021,HLTH,ADM_MUN,,,ES48093,PT,ES48093,1.1
2017,HLTH,ADM_MUN,,,ES48093,PT,ES48093,0.5
2019,HLTH,ADM_MUN,,,ES48093,PT,ES48093,0.7
2020,HLTH,ADM_MUN,,,ES48093,PT,ES48093,1.1
2018,HLTH,ADM_MUN,,,ES48093,PT,ES48093,0.5
2017,HLTH,ADM_MUN,,,ES20013,PT,ES20013,0.1
2021,HLTH,ADM_MUN,,,ES20013,PT,ES20013,0.1
2018,HLTH,ADM_MUN,,,ES20013,PT,ES20013,0.2
2019,HLTH,ADM_MUN,,,ES20013,PT,ES20013,0.1
2020,HLTH,ADM_MUN,,,ES20013,PT,ES20013,0.1
2017,HLTH,ADM_MUN,,,ES01006,PT,ES01006,0.5
2020,HLTH,ADM_MUN,,,ES01006,PT,ES01006,0.2
2018,HLTH,ADM_MUN,,,ES01006,PT,ES01006,0.3
2019,HLTH,ADM_MUN,,,ES01006,PT,ES01006,0
2021,HLTH,ADM_MUN,,,ES01006,PT,ES01006,0
2020,HLTH,ADM_MUN,,,ES01037,PT,ES01037,2.2
2018,HLTH,ADM_MUN,,,ES01037,PT,ES01037,1.1
2019,HLTH,ADM_MUN,,,ES01037,PT,ES01037,1.2
2017,HLTH,ADM_MUN,,,ES01037,PT,ES01037,1
2021,HLTH,ADM_MUN,,,ES01037,PT,ES01037,1.3
2020,HLTH,ADM_MUN,,,ES48009,PT,ES48009,0.8
2017,HLTH,ADM_MUN,,,ES48009,PT,ES48009,1.4
2018,HLTH,ADM_MUN,,,ES48009,PT,ES48009,1
2021,HLTH,ADM_MUN,,,ES48009,PT,ES48009,0.6
2019,HLTH,ADM_MUN,,,ES48009,PT,ES48009,1.1
2020,HLTH,ADM_MUN,,,ES20055,PT,ES20055,0.1
2018,HLTH,ADM_MUN,,,ES20055,PT,ES20055,0.1
2017,HLTH,ADM_MUN,,,ES20055,PT,ES20055,0.1
2019,HLTH,ADM_MUN,,,ES20055,PT,ES20055,0.1
2021,HLTH,ADM_MUN,,,ES20055,PT,ES20055,0.1
2019,HLTH,ADM_MUN,,,ES48914,PT,ES48914,0.5
2020,HLTH,ADM_MUN,,,ES48914,PT,ES48914,0.7
2018,HLTH,ADM_MUN,,,ES48914,PT,ES48914,0.6
2021,HLTH,ADM_MUN,,,ES48914,PT,ES48914,0.5
2017,HLTH,ADM_MUN,,,ES48914,PT,ES48914,0.2
2021,HLTH,ADM_MUN,,,ES01008,PT,ES01008,2.5
2019,HLTH,ADM_MUN,,,ES01008,PT,ES01008,1.3
2017,HLTH,ADM_MUN,,,ES01008,PT,ES01008,0.7
2018,HLTH,ADM_MUN,,,ES01008,PT,ES01008,0.9
2020,HLTH,ADM_MUN,,,ES01008,PT,ES01008,1.6
2018,HLTH,ADM_MUN,,,ES48010,PT,ES48010,1.3
2021,HLTH,ADM_MUN,,,ES48010,PT,ES48010,1.3
2019,HLTH,ADM_MUN,,,ES48010,PT,ES48010,1.3
2017,HLTH,ADM_MUN,,,ES48010,PT,ES48010,0.8
2020,HLTH,ADM_MUN,,,ES48010,PT,ES48010,1.6
2017,HLTH,ADM_MUN,,,ES48011,PT,ES48011,0.2
2019,HLTH,ADM_MUN,,,ES48011,PT,ES48011,0.1
2021,HLTH,ADM_MUN,,,ES48011,PT,ES48011,0.2
2020,HLTH,ADM_MUN,,,ES48011,PT,ES48011,0.3
2018,HLTH,ADM_MUN,,,ES48011,PT,ES48011,0.3
2020,HLTH,ADM_MUN,,,ES48023,PT,ES48023,0
2017,HLTH,ADM_MUN,,,ES48023,PT,ES48023,0
2018,HLTH,ADM_MUN,,,ES48023,PT,ES48023,0
2021,HLTH,ADM_MUN,,,ES48023,PT,ES48023,0
2019,HLTH,ADM_MUN,,,ES48023,PT,ES48023,0
2021,HLTH,ADM_MUN,,,ES48008,PT,ES48008,5.4
2017,HLTH,ADM_MUN,,,ES48008,PT,ES48008,1
2019,HLTH,ADM_MUN,,,ES48008,PT,ES48008,0.8
2020,HLTH,ADM_MUN,,,ES48008,PT,ES48008,0.6
2018,HLTH,ADM_MUN,,,ES48008,PT,ES48008,0.6
2019,HLTH,ADM_MUN,,,ES01004,PT,ES01004,0.3
2021,HLTH,ADM_MUN,,,ES01004,PT,ES01004,0.2
2018,HLTH,ADM_MUN,,,ES01004,PT,ES01004,0.3
2020,HLTH,ADM_MUN,,,ES01004,PT,ES01004,0.3
2017,HLTH,ADM_MUN,,,ES01004,PT,ES01004,0.2
2019,HLTH,ADM_MUN,,,ES01009,PT,ES01009,5.5
2020,HLTH,ADM_MUN,,,ES01009,PT,ES01009,3.6
2021,HLTH,ADM_MUN,,,ES01009,PT,ES01009,6.3
2017,HLTH,ADM_MUN,,,ES01009,PT,ES01009,3.9
2018,HLTH,ADM_MUN,,,ES01009,PT,ES01009,9.5
2019,HLTH,ADM_MUN,,,ES20014,PT,ES20014,0.3
2017,HLTH,ADM_MUN,,,ES20014,PT,ES20014,0.7
2020,HLTH,ADM_MUN,,,ES20014,PT,ES20014,0.9
2018,HLTH,ADM_MUN,,,ES20014,PT,ES20014,0.6
2021,HLTH,ADM_MUN,,,ES20014,PT,ES20014,0.5
2021,HLTH,ADM_MUN,,,ES20903,PT,ES20903,0.9
2018,HLTH,ADM_MUN,,,ES20903,PT,ES20903,1.5
2020,HLTH,ADM_MUN,,,ES20903,PT,ES20903,1.2
2019,HLTH,ADM_MUN,,,ES20903,PT,ES20903,1.1
2017,HLTH,ADM_MUN,,,ES20903,PT,ES20903,2
2021,HLTH,ADM_MUN,,,ES20015,PT,ES20015,0.3
2017,HLTH,ADM_MUN,,,ES20015,PT,ES20015,0.9
2019,HLTH,ADM_MUN,,,ES20015,PT,ES20015,0.7
2018,HLTH,ADM_MUN,,,ES20015,PT,ES20015,0.5
2020,HLTH,ADM_MUN,,,ES20015,PT,ES20015,0.5
2019,HLTH,ADM_MUN,,,ES48091,PT,ES48091,0.2
2018,HLTH,ADM_MUN,,,ES48091,PT,ES48091,0.3
2021,HLTH,ADM_MUN,,,ES48091,PT,ES48091,0.4
2020,HLTH,ADM_MUN,,,ES48091,PT,ES48091,0.5
2017,HLTH,ADM_MUN,,,ES48091,PT,ES48091,0.4
2020,HLTH,ADM_MUN,,,ES48070,PT,ES48070,0.4
2019,HLTH,ADM_MUN,,,ES48070,PT,ES48070,0.8
2021,HLTH,ADM_MUN,,,ES48070,PT,ES48070,0.6
2018,HLTH,ADM_MUN,,,ES48070,PT,ES48070,0.4
2017,HLTH,ADM_MUN,,,ES48070,PT,ES48070,0.4
2020,HLTH,ADM_MUN,,,ES01010,PT,ES01010,1.1
2021,HLTH,ADM_MUN,,,ES01010,PT,ES01010,0.9
2017,HLTH,ADM_MUN,,,ES01010,PT,ES01010,11.5
2019,HLTH,ADM_MUN,,,ES01010,PT,ES01010,1.1
2018,HLTH,ADM_MUN,,,ES01010,PT,ES01010,2.9
2018,HLTH,ADM_MUN,,,ES20017,PT,ES20017,0.1
2020,HLTH,ADM_MUN,,,ES20017,PT,ES20017,0.1
2017,HLTH,ADM_MUN,,,ES20017,PT,ES20017,0.1
2021,HLTH,ADM_MUN,,,ES20017,PT,ES20017,0.1
2019,HLTH,ADM_MUN,,,ES20017,PT,ES20017,0.1
2017,HLTH,ADM_MUN,,,ES20018,PT,ES20018,0.1
2019,HLTH,ADM_MUN,,,ES20018,PT,ES20018,0.2
2021,HLTH,ADM_MUN,,,ES20018,PT,ES20018,0.6
2018,HLTH,ADM_MUN,,,ES20018,PT,ES20018,0.1
2020,HLTH,ADM_MUN,,,ES20018,PT,ES20018,2.1
2020,HLTH,ADM_MUN,,,ES48012,PT,ES48012,2.6
2019,HLTH,ADM_MUN,,,ES48012,PT,ES48012,0
2018,HLTH,ADM_MUN,,,ES48012,PT,ES48012,0
2021,HLTH,ADM_MUN,,,ES48012,PT,ES48012,0.6
2017,HLTH,ADM_MUN,,,ES48012,PT,ES48012,0
2020,HLTH,ADM_MUN,,,ES20904,PT,ES20904,0
2018,HLTH,ADM_MUN,,,ES20904,PT,ES20904,0
2021,HLTH,ADM_MUN,,,ES20904,PT,ES20904,0.8
2019,HLTH,ADM_MUN,,,ES20904,PT,ES20904,0
2017,HLTH,ADM_MUN,,,ES20904,PT,ES20904,0
